Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^ħ	ħ	ħaamo, ħo t’ulluho	Gawwada	3	^ \u0127
h$	h	ʔooh, šoh	Gawwada	11	h $
ħ$	ħ	poħ	Gawwada	1	\u0127 $
i	i	sikaapa, miʔaye ʕasito	Gawwada	294	i
i$	i	ʔakki, peerri	Gawwada	55	i $
k	k	sikaapa, sakanko	Gawwada	195	k
^k	k	koɗ, kor	Gawwada	173	^ k
k$	k	šeek, ʕak	Gawwada	22	k $
l	l	holas, kala	Gawwada	106	l
^l	l	lukte, leʕʕo	Gawwada	36	^ l
l$	l	ɗil, hol	Gawwada	11	l $
m	m	teeme, qurcumcimitte	Gawwada	96	m
^m	m	miʔaye, mahnaʔa	Gawwada	91	^ m
m$	m	šaam, t’om	Gawwada	9	m $
n	n	šiinanko, kinine	Gawwada	156	n
^n	n	nono, neehte	Gawwada	15	^ n
n$	n	setten, xupin	Gawwada	13	n $
o	o	kuyaʕko toʔokko toʔokko, koɗ	Gawwada	218	o
o$	o	hammakko, ʕaɗunko	Gawwada	339	o $
p	p	sikaapa, ʔaspitte	Gawwada	112	p
^p	p	piye, pokke	Gawwada	92	^ p
p$	p	ɠap, ʔasaap	Gawwada	11	p $
q	q	ʔisqaye, xoqno	Gawwada	34	q
^q	q	qawho, qaaš	Gawwada	44	^ q
q$	q	ʔapaq, qaq	Gawwada	7	q $
r	r	kaarko, harɠo	Gawwada	159	r
^r	r	rakko, raf	Gawwada	18	^ r
r$	r	kor, piir	Gawwada	19	r $
s	s	ʔaspitte, miʔaye ʕasito	Gawwada	65	s
^s	s	sikaapa, sano	Gawwada	76	^ s
s$	s	holas, ɗinis	Gawwada	35	s $
t	t	lootote, hantu hantu	Gawwada	210	t
^t	t	takkaya, taanko	Gawwada	99	^ t
t$	t	keet, kaat	Gawwada	14	t $
u	u	kulunko, ʕaɗunko	Gawwada	173	u
u$	u	hantu hantu, moʔo=nu	Gawwada	5	u $
w	w	kawkawe, ʔawšo	Gawwada	34	w
^w	w	waaɗ, walitte	Gawwada	13	^ w
w$	w	ʔintaw, qaw	Gawwada	2	w $
x	x	ʔaxa, qoxa	Gawwada	10	x
^x	x	xaš, xaha	Gawwada	34	^ x
x$	x	lax, kox	Gawwada	2	x $
y	y	piye, takkaya	Gawwada	78	y
^y	y	yiʔto, ye=šaʔú	Gawwada	16	^ y
y$	y	ʔooy, tay	Gawwada	28	y $
z	z	kize	Gawwada	2	z
^z	z	zayte	Gawwada	1	^ z
^=s	+ s	Err:509	Gawwada	3	^ = s
ʕʕ	ʕ ʕ	leʕʕo, hoʕʕi	Gawwada	3	\u0295 \u0295
ʕs	ʕ s	ʔošoʕsaɗ	Gawwada	2	\u0295 s
šš	ʃ ʃ	ʔašša, kiššaʕ	Gawwada	7	\u0161 \u0161
ɓɓ	ɓ ɓ	rooɓɓile, xaaraɓɓo	Gawwada	2	\u0253 \u0253
cc	c c	kaacca, kaacce	Gawwada	2	c c
ɗɗ	ɗ ɗ	pirraɗɗe ɗamma, haantaɗɗe	Gawwada	10	\u0257 \u0257
ff	f f	ʔuffi, puffaʕe	Gawwada	3	f f
fs	f s	nafsatte ʕak, nafse	Gawwada	2	f s
ɠɠ	ɠ ɠ	ɗaɠɠap, ɗaɠɠis	Gawwada	3	\u0260 \u0260
hh	h h	lahha	Gawwada	1	h h
kk	k k	takkaya, hammakko	Gawwada	127	k k
lh	l h	ɠopolho, halho	Gawwada	7	l h
ll	l l	šullo, ʔille na=sooʕa	Gawwada	43	l l
ls	l s	kalse, kelso	Gawwada	3	l s
mm	m m	hammakko, ɗamma	Gawwada	25	m m
nn	n n	mekinnate, ɗilanne minnete	Gawwada	23	n n
ɲɲ	ɲ ɲ	mooɲɲe	Gawwada	1	\u0272 \u0272
ns	n s	sansalate	Gawwada	1	n s
pp	p p	ʔappa=pa yaaye, siippi	Gawwada	15	p p
qq	q q	hoqqaši, caqqale	Gawwada	9	q q
rh	r h	ʔorhanko, ʔorhe	Gawwada	3	r h
rr	r r	peerri, k’ork’orro	Gawwada	24	r r
sh	s h	ʔishay	Gawwada	1	s h
ss	s s	kissaɗ, kaasse	Gawwada	6	s s
tt	t t	kittatte, ʔaspitte	Gawwada	108	t t
wh	w h	qawho, ʔalawho	Gawwada	4	w h
ws	w s	kawso	Gawwada	1	w s
ww	w w	kawwaʕko ʔí=ħeereʔi, kawwaʕko	Gawwada	4	w w
xx	x x	ʔeemaɗakko ʔixxete	Gawwada	1	x x
yy	y y	mayyi, kayya	Gawwada	8	y y
zz	z z	ʔizzah ʔizzah, ʔizzah	Gawwada	3	z z
Err:509	+ i m	Err:509	Gawwada	1	E r r : 5 0 9
^ʔí=huli$	ʔ í + h u l i	ʔí=huli			^ \u0294 \xed = h u l i $
na=sooʕa$	n a + s o o ʕ a	ʔille na=sooʕa		2	n a = s o o \u0295 a $
(ʔille) paah	ʔ i l l e _ p a a h	(ʔille) paah	Gawwada	1	( \u0294 i l l e )   p a a h
ʔí=powaʕ(aɗ)i	ʔ í + p o w a ʕ a ɗ i	ʔí=powaʕ(aɗ)i	Gawwada	1	\u0294 \xed = p o w a \u0295 ( a \u0257 ) i
ʔí=waršooɗi	ʔ í + w a r ʃ o o ɗ i	ʔí=waršooɗi	Gawwada	1	\u0294 \xed = w a r \u0161 o o \u0257 i
^ʔí=harkišami$	ʔ í + h a r k i ʃ a m i	ʔí=harkišami	Gawwada	3	^ \u0294 \xed = h a r k i \u0161 a m i $
roompo (ʕanɗete)	r o o m p o _ ʕ a n ɗ e t e)	roompo (ʕanɗete)	Gawwada	1	r o o m p o   ( \u0295 a n \u0257 e t e )
(ʕanɗe) ʔí=t’aarama	ʕ a n ɗ e _ ʔ í + tʼ a a r a m a	(ʕanɗe) ʔí=t’aarama	Gawwada	1	( \u0295 a n \u0257 e )   \u0294 \xed = t \u2019 a a r a m a
