Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ə̀	ə̀/ə	bə̀ɣ, də̀j	Ket	2	\u0259 \u0300
ə̄	ə̄/ə	kə̄qt, bə̄n	Ket	9	\u0259 \u0304
ə$	ə	ogə, ɯɯltə	Ket	2	\u0259 $
^ə	ə	ətna deˀŋ, əɣatn	Ket	14	^ \u0259
^ə̀	ə̀/ə	ə̀ɣ	Ket	2	^ \u0259 \u0300
^ə̄	ə̄/ə	ə̄t, ə̄k	Ket	5	^ \u0259 \u0304
ŋ	ŋ	hataŋbet, təŋbaŋqolep	Ket	77	\u014b
ŋ$	ŋ	baˀŋ, iriŋ	Ket	123	\u014b $
ʁ	ʁ	binaʁut, siraʁat	Ket	22	\u0281
ʁ$	ʁ	dàʁ, lə̄ʁ	Ket	5	\u0281 $
š	ʃ	peršep	Ket	2	\u0161
^č	tʃ	časaŋ	Ket	1	^ \u010d
^š	ʃ	škola	Ket	1	^ \u0161
č	tʃ				c \u030c
č$	tʃ	kanča, očkaŋ	Ket	3	\u010d $
č$	tʃ	mač	Ket	1	\u010d $
^š	ʃ				^ s \u030c
ɯ	ɯ	qaqtɯm, bɯst	Ket	35	\u026f
ɯ̀	ɯ̀/ɯ	qɯ̀r, hɯ̀s	Ket	3	\u026f \u0300
ɯ̄	ɯ̄/ɯ	dɯ̄l, hɯ̄j	Ket	22	\u026f \u0304
^ɯ	ɯ	ɯlga, ɯnam əɣam qō	Ket	11	^ \u026f
ɯ̄$	ɯ̄/ɯ	qɯ̄, kɯ̄	Ket	4	\u026f \u0304 $
^ɯ̀	ɯ̀/ɯ	ɯ̀s, ɯ̀n	Ket	3	^ \u026f \u0300
^ɯ̄	ɯ̄/ɯ	ɯ̄ks	Ket	1	^ \u026f \u0304
ʌ	ʌ	uldʌptaŋbaŋ	Ket	1	\u028c
.	_	tam...tam	Ket	3	.
_	_	tam akus ana bən, tam aska ana bən	Ket	87	_
a	a	siraʁat, hataŋbet	Ket	396	a
à	à/a	qàl, qàŋ	Ket	18	\xe0
ā	ā/a	qār, kitathāj	Ket	14	\u0101
^a	a	ajeŋ, aleŋ	Ket	63	^ a
^à	à/a	àq, àr	Ket	4	^ \xe0
^ā	ā/a	āmd hɯ̄j, āt	Ket	4	^ \u0101
a$	a	esla, qoja	Ket	99	a $
^a$	a	a	Ket	1	^ a $
b	b	sambok, igbes	Ket	107	b
^b	b	baˀŋ, beˀp	Ket	119	^ b
d	d	bissajdo, ətna deˀŋ	Ket	57	d
^d	d	dɯ̄l, daan	Ket	85	^ d
d$	d	deld, poezd	Ket	6	d $
e	e	peršep, igbes	Ket	251	e
è	è/e	dèr, sèl	Ket	4	\xe8
ē	ē/e	tēt, bēj	Ket	13	\u0113
^e	e	ejiŋ, esla	Ket	47	^ e
^è	è/e	èn, èj	Ket	7	^ \xe8
^ē	ē/e	ēɣ suul, ēt	Ket	5	^ \u0113
ē	ē/e				e \u0304
e$	e	ture, qəɣe	Ket	9	e $
^ē$	ē/e	ē	Ket	1	^ \u0113 $
g	g	igbes, ɯlga	Ket	57	g
ɢ	ɢ	iŋɢus, tosa tɯjiŋɢat	Ket	5	\u0262
ɣ	ɣ	ēɣ suul, siɣit	Ket	52	\u0263
g$	g	krug, ig	Ket	3	g $
ɣ$	ɣ	dūɣ, ə̀ɣ	Ket	10	\u0263 $
h	h	iŋɢust hāt, āmd hɯ̄j	Ket	5	h
^h	h	həə, hataŋbet	Ket	84	^ h
i	i	siɣit, binomnik	Ket	224	i
ì	ì/i	kìj, tìɣ	Ket	9	\xec
ī	ī/i	qīm, qīp	Ket	23	\u012b
^i	i	igbes, iriŋ	Ket	37	^ i
^ì	ì/i	ìn, ìt	Ket	6	^ \xec
^ī	ī/i	īm, īn	Ket	4	^ \u012b
i$	i	qogdi, ili	Ket	2	i $
ī$	ī/i	nī, kī	Ket	3	\u012b $
^i$	i	i	Ket	1	^ i $
j	j	ejiŋ, qoja	Ket	56	j
j$	j	qōj, qoˀj	Ket	99	j $
k	k	sikurka, eskej	Ket	53	k
^k	k	kūp, keˀt	Ket	96	^ k
k$	k	boˀk, sambok	Ket	33	k $
l	ɮ	qaloq, esla	Ket	186	l
^l	ɮ	laˀm, laŋat	Ket	29	^ l
l$	ɮ	dɯ̄l, ūl	Ket	95	l $
m	m	qimambaam, sambok	Ket	76	m
^m	m	mora, maˀm	Ket	19	^ m
m$	m	qīm, laˀm	Ket	43	m $
n	n	anuntu, binomnik	Ket	115	n
^n	n	nela qariɣa iˀ, nela	Ket	7	^ n
n$	n	èn, ìn	Ket	105	n $
o	o	qaloq, sambok	Ket	210	o
ò	ò/o	dòq, tòʁ	Ket	6	\xf2
ō	ō/o	qōj, qōks	Ket	16	\u014d
^o	o	oŋtils, ogə	Ket	20	^ o
^ō	ō/o	ōks, ōp	Ket	5	^ \u014d
o$	o	bissajdo, aldo	Ket	12	o $
ō$	ō/o	qaɣam əɣam qō, tō	Ket	6	\u014d $
p	p	kuptɯn, laptaq	Ket	29	p
^p	p	peršep, pamet	Ket	11	^ p
p$	p	beˀp, qīp	Ket	54	p $
q	q	dəqŋ, kə̄qt	Ket	57	q
^q	q	qòs, qōj	Ket	182	^ q
q$	q	qaloq, dəˀq	Ket	30	q $
r	r	siraʁat, iriŋ	Ket	67	r
^r	r	remna	Ket	1	^ r
r$	r	qār, qɯ̀r	Ket	18	r $
s	s	esla, ēɣ suul	Ket	107	s
^s	s	sīn, sambok	Ket	105	^ s
s$	s	igbes, beˀs	Ket	82	s $
ts	ts	bitsa	Ket	1	t s
t	t	hataŋbet, iltəp	Ket	167	t
^t	t	ture, toqtet	Ket	95	^ t
t$	t	siraʁat, binaʁut	Ket	204	t $
u	u	binaʁut, tuɣun	Ket	101	u
ù	ù/u	sùl, qùj	Ket	4	\xf9
ū	ū/u	kūp, tūm	Ket	16	\u016b
^u	u	unat, ulvej	Ket	46	^ u
^ù	ù/u	ùt	Ket	1	^ \xf9
^ū	ū/u	ūl, ūɣan	Ket	6	^ \u016b
u$	u	anuntu, sintu	Ket	6	u $
ū$	ū/u	bū, tū	Ket	4	\u016b $
v	v	ulvej, lovetbet	Ket	16	v
^v	v	vrag	Ket	1	^ v
z	z	poezd	Ket	1	z
ŋs	ŋ s	qoŋsajdo	Ket	1	\u014b s
ās$	ā/a s	hās	Ket	1	\u0101 s $
^às$	à/a s	às	Ket	1	^ \xe0 s $
^ās$	ā/a s	ās	Ket	1	^ \u0101 s $
ēs$	ē/e s	dēs, sēs	Ket	2	\u0113 s $
^ēs$	ē/e s	ēs	Ket	4	^ \u0113 s $
ìs$	ì/i s	dìs	Ket	2	\xec s $
^īs$	ī/i s	īs	Ket	2	^ \u012b s $
kss	k sː	qonokssajdo	Ket	1	k s s
ks	k s	haksem, haksut	Ket	12	k s
ks$	k s	ōks, qōks	Ket	20	k s $
ns	n s	kunsa, qusam bənsaŋ qō	Ket	9	n s
òs	ò/o s	qòs keˀt	Ket	2	\xf2 s
òs$	ò/o s	qòs, bena qòs	Ket	11	\xf2 s $
ōs$	ō/o s	lōs	Ket	2	\u014d s $
ps	p s	opsa	Ket	1	p s
qs	q s	eqsaq	Ket	2	q s
rh	r h	parhot	Ket	1	r h
rs	r s	lekarsvo	Ket	1	r s
^ùs$	ù/u s	ùs	Ket	1	^ \xf9 s $
ŋs$	ŋ + s	handaŋs, qoreŋs	Ket	5	\u014b s $
js$	j + s	deŋejs, daan intijs	Ket	6	j s $
lsˀ$	l + sˀ	senkalabelsˀ	Ket	1	l s \u02c0 $
ls	l + s	həlsej, əəlsin	Ket	3	l s
ls$	l + s	oŋtils, qotils	Ket	6	l s $
ns$	n + s	kəns, usens	Ket	3	n s $
qs$	q + s	sijaqs, daqs	Ket	3	q s $
rs$	r + s	eŋŋuŋbers	Ket	1	r s $
th	t + h	kitathāj, kitathaj	Ket	3	t h
ts$	t + s	siraʁats, siɣits	Ket	7	t s $
^tt	t + t	t-tn	Ket	1	^ t t
^peršep$	p e r ʃ e p				^ p e r s \u030c e p $
