Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ny	ɲ				n y
^ny	ɲ				^ n y
o	o	mdogo, konokono	Swahili	268	o
^o	o	-oga, -ona	Swahili	20	^ o
o$	o	mdogo, mdomo	Swahili	199	o $
p	p	kipepeo, -fupi	Swahili	97	p
^p	p	-pata, pepo	Swahili	83	^ p
r	r	-tiririka, -ororo	Swahili	217	r
^r	r	-refu, -ruka	Swahili	34	^ r
s	s	sisi, kosa	Swahili	130	s
^s	s	sisi, sepeto	Swahili	104	^ s
s$	s	rais	Swahili	1	s $
t	t	mtoto, moto	Swahili	198	t
^t	t	titi, -tia rangi	Swahili	98	^ t
th	θ	kiatu cha theluji	Swahili	1	t h
^th	θ	-thubutu, theluji	Swahili	2	^ t h
u	u	ndugu, mkubwa	Swahili	516	u
^u	u	unyoya, ukelele	Swahili	96	^ u
u$	u	ndugu, -refu	Swahili	196	u $
v	v	mviringo, -bivu	Swahili	58	v
^v	v	viwele, -vivu	Swahili	13	^ v
mv	ⁿv				m v
^mv	ⁿv				^ m v
w	w	chawa, -chelewa	Swahili	75	w
^w	w	-wa, wao	Swahili	31	^ w
kh$	x	shekh	Swahili	1	k h $
z	z	mzee, shangazi	Swahili	139	z
^z	z	zimwi, -zuia pumzi	Swahili	16	^ z
nz	ⁿz				n z
^nz	ⁿz				^ n z
chw	tʃ w	mchwa, kichwa	Swahili	2	c h w
^shw	ʃ w	shwari	Swahili	1	^ s h w
jw	dʒ w	mgonjwa, ugonjwa	Swahili	2	j w
bw	ɓ w	mkubwa, -kubwa	Swahili	11	b w
^bw	ɓ w	bwana	Swahili	1	^ b w
dw	ɗ w	-shindwa, bodwe	Swahili	2	d w
gw	ɠ w	kongwa, muungwana	Swahili	7	g w
ksh	k ʃ	-nakshi	Swahili	1	k s h
ks	k s	soksi, ekseli	Swahili	2	k s
kw	k w	mkwe, -rukwa na akili	Swahili	16	k w
^kw	k w	kwa nini, kwapa	Swahili	11	^ k w
lh	l h	Alhamisi	Swahili	1	l h
msh	m ʃ	kiamshakinywa, chamshakinywa	Swahili	2	m s h
^msh	m ʃ	mshahara, mshipi	Swahili	10	^ m s h
^mh	m h	mhimili	Swahili	1	^ m h
^mm	m m	mmea	Swahili	1	^ m m
^ms	m s	msonobari, msalaba	Swahili	12	^ m s
mw	m w	kamwe, zimwi	Swahili	5	m w
^mw	m w	mwana, mwisho	Swahili	43	^ m w
nn	n n	Jumanne	Swahili	1	n n
ns	n s	dansi	Swahili	1	n s
nw	n w	anwani	Swahili	1	n w
pw	p w	mpwa, maji kupwa	Swahili	6	p w
^pw	p w	pwani	Swahili	1	^ p w
^sw	s w	-swaga	Swahili	1	^ s w
tw	t w	kesho kutwa	Swahili	1	t w
^tw	t w	-twanga, -twaa	Swahili	2	^ t w
