Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^R	R/r	Rabu	Indonesian	1	^ R
^r	r	rakus, rasa malu	Indonesian	50	^ r
r$	r	tidur, dapur	Indonesian	151	r $
s	s	kesalahan, masak	Indonesian	167	s
^S	S/s	Senin, Sabtu	Indonesian	4	^ S
^s	s	sebab, sembahyang	Indonesian	172	^ s
ks	ks	maksud, sanksi	Indonesian	8	k s
s$	s	gadis, keras	Indonesian	73	s $
ss	ss/s	massa	Indonesian	1	s s
^sh	s	sholat	Indonesian	1	^ s h
t	t	kutu, tempat tidur	Indonesian	326	t
^t	t	terlambat, tidur	Indonesian	177	^ t
t$	t	terlambat, telat	Indonesian	163	t $
u	u	menumbuk, pisau cukur	Indonesian	695	u
^u	u	urat, udara	Indonesian	23	^ u
u$	u	kutu, terwélu	Indonesian	127	u $
v	v	olive, léver	Indonesian	5	v
^v	v	vonis, vagina	Indonesian	2	^ v
w	w	membawa, tawon	Indonesian	36	w
^w	w	wanita, wol	Indonesian	11	^ w
kw	kʷ	mendakwa, terdakwa	Indonesian	2	k w
kh	x	terakhir, berkhotbah	Indonesian	6	k h
z	z	jenazah, mengizinkan	Indonesian	2	z
'a	ʔ a	Jum'at	Indonesian	1	' a
éh	é/e h	léhér, memperboléhkan	Indonesian	3	\xe9 h
éh$	é/e h	téh	Indonesian	1	\xe9 h $
és	é/e s	melését, menggésék	Indonesian	8	\xe9 s
^és	é/e s	ésok	Indonesian	1	^ \xe9 s
és$	é/e s	menétés	Indonesian	1	\xe9 s $
^és$	é/e s	és	Indonesian	1	^ \xe9 s $
éw	é/e w	bréwok, céwék	Indonesian	5	\xe9 w
gg	g g	menggenggam, tenggelam	Indonesian	64	g g
gh	g h	menghancurkan, menghilang	Indonesian	12	g h
gs	g s	berlangsung, angsa	Indonesian	7	g s
kk	k k	memercikkan, menunjukkan	Indonesian	11	k k
ls	l s	sumpah palsu	Indonesian	1	l s
ns	n s	konspirasi, insang	Indonesian	4	n s
rh	r h	berhenti, berhala	Indonesian	5	r h
rs	r s	kursi, bersih	Indonesian	14	r s
rw	r w	terwélu, arwah	Indonesian	3	r w
^SIM$	s i m	SIM	Indonesian	1	^ S I M $
^TV$	t i f i	TV	Indonesian	1	^ T V $
^WC$	w e s e	WC	Indonesian	1	^ W C $
^PSK$	p eː s k a	PSK	Indonesian	1	^ P S K $
^WTS$	w é/e t éé/eː s	WTS	Indonesian	1	^ W T S $
