Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			13	-nginyi;-marraj;-walija;-rni;-nginyi	U+005E
$	NULL			276	purtuj_kampa-;jiya-;kirrim_kampa-;jipu(n)_pa-;ngayirrp_ma-	U+0024
(	NULL			1	jipu(n)_pa-	U+0028
)	NULL			1	jipu(n)_pa-	U+0029
^ngka_(and_allomorphs)$	ŋ k a	N K A		1	ngka_(and_allomorphs)	U+005E U+006E U+0067 U+006B U+0061 U+005F U+0028 U+0061 U+006E U+0064 U+005F U+0061 U+006C U+006C U+006F U+006D U+006F U+0072 U+0070 U+0068 U+0073 U+0029 U+0024
^-ngka_(and_allomorphs)$	+ ŋ k a	_ N K A		1	-ngka_(and_allomorphs)	U+005E U+002D U+006E U+0067 U+006B U+0061 U+005F U+0028 U+0061 U+006E U+0064 U+005F U+0061 U+006C U+006C U+006F U+006D U+006F U+0072 U+0070 U+0068 U+0073 U+0029 U+0024
^karri-_with_LOCATVE$	k a r r i	K A R R I		1	karri-_with_LOCATVE	U+005E U+006B U+0061 U+0072 U+0072 U+0069 U+002D U+005F U+0077 U+0069 U+0074 U+0068 U+005F U+004C U+004F U+0043 U+0041 U+0054 U+0056 U+0045 U+0024
a	a	A	Gurindji	1341	janja;warrayarl;warrayarl;warrayarl;ngarlaka	U+0061
a$	a	A	Gurindji	205	ngurra;janja;kurlwa;ngarlaka;ngawa	U+0061 U+0024
i	i	I	Gurindji	545	warranginy;pirntiwirti;pirntiwirti;pirntiwirti;jarriny	U+0069
i$	i	I	Gurindji	192	palangarri;pirntiwirti;winyji;yanturri;karnti	U+0069 U+0024
ii	iː	I	Gurindji	6	niil;purriip_marn-;wiingki;wiingki;riitim_ma-	U+0069 U+0069
j	j	J	Gurindji	199	janja;lutju;ngawirlangpirlangjawung;winyji;manyja	U+006A
^j	j	J	Gurindji	145	janja;jurtu;jarriny;jakiliny;janginyina	U+005E U+006A
j$	j	J	Gurindji	16	wumaj;karlaj;karlaj;nyimij;kampij	U+006A U+0024
g	g	K	Gurindji	2	parnngirri;parnnga	U+0067
k	k	K	Gurindji	308	ngarlaka;talukurru;wangkuwala;langkana;pinka	U+006B
^k	k	K	Gurindji	187	kurlwa;karnti;kulumarra;kiki;karrngan	U+005E U+006B
k$	k	K	Gurindji	28	wangaak;patik;kukkuk;jurlak;mukmuk	U+006B U+0024
