Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
ny	ɲ	N		2	ponyuus;maynyaar	U+006E U+0079
ng$	ŋ	N		3	aníng;kúung;kíing	U+006E U+0067 U+0024
b	b	P	Iraqw	47	bambaa'o;kibriiti;masoomba;baabá;baaba	U+0062
p	p	P	Iraqw	28	hhapee;hhapee;hhamparara';qipá;hhampa	U+0070
^b	b	P	Iraqw	60	baa/i;bela;bara;bahari;bambaa'o	U+005E U+0062
^p	p	P	Iraqw	27	panay;ponyuus;paynú;puurú;pilipili	U+005E U+0070
r	ɾ	R	Iraqw	244	teeri;bara;mar'i;bahari;slooroo	U+0072
^r	ɾ	R	Iraqw	3	rangi;reediyo;rais	U+005E U+0072
r$	ɾ	R	Iraqw	51	migir;ba'ár;hamaar;hamaar;garangaar	U+0072 U+0024
s	s	S	Iraqw	77	hhasaangw;kisiwa;masoomba;dasi;dasi	U+0073
^s	s	S	Iraqw	40	see'aay;siiyó;se'eengw;saga;sihhino	U+005E U+0073
^z	z	S	Iraqw	1	zahabu	U+005E U+007A
s$	s	S	Iraqw	74	oohiis;gaas;faras;gwarees;/o/oos	U+0073 U+0024
sh	ʃ	S	Iraqw	10	ayshigá;ayshigá;dayshimóo_bee/i;dayshimo;kishida	U+0073 U+0068
^sh	ʃ	S	Iraqw	4	shaati;shayiiri;shuulee;shitakuus	U+005E U+0073 U+0068
d	d	T	Iraqw	56	gwaanda;gwaanda;mdudu;mdudu;daanda	U+0064
j	dʒ	T	Iraqw	4	fereeji;injolood;moqonjó;injin	U+006A
t	t	T	Iraqw	94	gwa/atamaye;giwti;daqtamó;kibriiti;hhawata	U+0074
^d	d	T	Iraqw	119	duxa;dahhsani;doori;doori;daqtamó	U+005E U+0064
^j	dʒ	T	Iraqw	1	jeela	U+005E U+006A
^t	t	T	Iraqw	25	teeri;talaka;taqeesamo;tumbiim;tuu'aa	U+005E U+0074
ch	tʃ	T	Iraqw	2	muchele;uchagusi	U+0063 U+0068
d$	d	T	Iraqw	4	huland;injolood;gawid;gawid	U+0064 U+0024
t$	t	T	Iraqw	65	mahhát;hat;dombalilit;daamóot;kwislit	U+0074 U+0024
tl	tɬ	T		31	afa_tlawi;ga/alér_tluway;matla/angw;qutlutmo;/antlamo	U+0074 U+006C
ts	tsʼ	T	Iraqw	43	xatsa;xatsa;tsatsa/;dóo_tsir'i;maytsí	U+0074 U+0073
^ch	tʃ	T	Iraqw	4	chumba;choo;chupa;chay	U+005E U+0063 U+0068
^tl	tɬ	T		44	tlooma;tlawi;tlaa/a;tlangí;tluway	U+005E U+0074 U+006C
^ts	tsʼ	T	Iraqw	63	tsinqa;tsatsa/;tsaangw;tsir'i;tsaxway	U+005E U+0074 U+0073
tl$	tɬ	T		12	xorootl;/eetl;/eetl;hhuutl;haatl	U+0074 U+006C U+0024
ts$	tsʼ	T	Iraqw	9	naats;/aankwets;hhuunts;fiits;nikiits	U+0074 U+0073 U+0024
o	o	U	Iraqw	70	hhiyo_niina;hho'oo;hho'o;hho'o;oo_hho’o	U+006F
ó	ó/o	U	Iraqw	21	dóo_tsir'i;dayshimóo_bee/i;dóo_hibambi;daamóot;dee/armóo_tseeree	U+00F3
^o	o	U	Iraqw	1	oili	U+005E U+006F
o$	o	U	Iraqw	88	gil'oo;aayo;hho'oo;oo_hho’o;aayo	U+006F U+0024
oo	oː	U	Iraqw	90	tlooma;slooroo;doori;loo'aa;doori	U+006F U+006F
ó$	ó/o	U	Iraqw	4	daqtamó;siiyó;moqonjó;baló	U+00F3 U+0024
^oo	oː	U	Iraqw	11	ooh;oohiis;oo_hho’o;ooniit;oohamamáy	U+005E U+006F U+006F
oo$	oː	U	Iraqw	27	slooroo;xa'noo;duuxoo;aakoo;aakoo	U+006F U+006F U+0024
w	w	W	Iraqw	64	kisiwa;afa_tlawi;tlawi;ga/alér_tluway;giwti	U+0077
^w	w	W	Iraqw	30	wakri;waqát;waa/;wah;waxe	U+005E U+0077
w$	w	W	Iraqw	33	tlaw;/aarúw;tutuuw;malmaw;wageeqaw	U+0077 U+0024
u	u	Y	Iraqw	167	duxa;ga/alér_tluway;fur'aa;tluway;kúung	U+0075
ú	ú/u	Y	Iraqw	12	baabú_niina;kúung;mugúl;gurú_niina;murúu	U+00FA
^u	u	Y	Iraqw	15	uryee;umaangw;uma;usi;uhmo	U+005E U+0075
u$	u	Y	Iraqw	36	yaamu;barafu;awu;mdudu;matsaafu	U+0075 U+0024
uu	uː	Y	Iraqw	86	kuunseeli;huunkáy;quu’i;duux;duuxoo	U+0075 U+0075
ú$	ú/u	Y	Iraqw	11	/awtú;/atú;paynú;puurú;naanú	U+00FA U+0024
ngw	ũ	Y		5	nangw_nangw;gwangwaraa';mibaangw_nee_wak;mibaangw_nee_tsar;mibaangw_nee_koo'an	U+006E U+0067 U+0077
ngw$	ũ	Y		44	hhasaangw;hhalangw;slahhaangw;tsaangw;naangw	U+006E U+0067 U+0077 U+0024
-	+	_	Iraqw	1	kil’-	U+002D
_	_	_	Iraqw	87	afa_tlawi;ga/alér_tluway;hali_ya_hewa;hali_ya_hewa;hhiyo_niina	U+005F
xs	x s	G S	Iraqw	1	gixsa	U+0078 U+0073
'a	ʔ a	H A	Iraqw	34	ma'ay;loo'aa;fur'aa;mar'afi;mar'afi	U+0027 U+0061
'á	ʔ á/a	H A	Iraqw	4	ba'ár;koo'án;lat'áangw;deelór_koo'án	U+0027 U+00E1
'a$	ʔ a	H A	Iraqw	7	ii'a;baa'a;taa'a;saa'a;a'a	U+0027 U+0061 U+0024
'e	ʔ e	H E	Iraqw	11	ya'ee;de'eeamusmo;se'eengw;ya'ee;ya'ee	U+0027 U+0065
'i	ʔ i	H I	Iraqw	10	xir'iit;goo'iim;hi'iit;ta'iim;ti'iit	U+0027 U+0069
'í	ʔ í/i	H I	Iraqw	2	inoo'ín;ee'ít	U+0027 U+00ED
'i$	ʔ i	H I	Iraqw	14	mar'i;gi'i;lee'i;dóo_tsir'i;tsir'i	U+0027 U+0069 U+0024
'n	ʔ n	H N	Iraqw	3	xa'noo;fu'naay;xa'noo	U+0027 U+006E
hhs	ħ s	H S	Iraqw	1	dahhsani	U+0068 U+0068 U+0073
'o	ʔ o	H U	Iraqw	9	gil'oo;hho'oo;nor'oos;sol'oot;sokno'oot	U+0027 U+006F
'o$	ʔ o	H U	Iraqw	6	bambaa'o;hho'o;hho'o;kwalo'o;/ayto'o	U+0027 U+006F U+0024
hw	h w	H W	Iraqw	1	kahwa	U+0068 U+0077
'u	ʔ u	H Y	Iraqw	9	fu'unay;du'uum;tlee'usmo;bu'utu;pu'umpuu'	U+0027 U+0075
ks	k s	K S	Iraqw	1	soksi	U+006B U+0073
qs	q s	K S	Iraqw	1	muqsli	U+0071 U+0073
lhh	l ħ	L H	Iraqw	1	malhhari	U+006C U+0068 U+0068
ll	l l	L L	Iraqw	1	filliimbi	U+006C U+006C
lw	l w	L W	Iraqw	1	ilwa	U+006C U+0077
mhh	m ħ	M H	Iraqw	3	hhamhhamo;hhamhhamo;hhamhhamo	U+006D U+0068 U+0068
nhh	n ħ	N H	Iraqw	2	qanhhi;na/óo_qanhhi	U+006E U+0068 U+0068
ns	n s	N S	Iraqw	14	kuunseeli;hiinsl;hhansáy;hhansla;slansli	U+006E U+0073
nw	n w	N W	Iraqw	1	anwaani	U+006E U+0077
rhh	ɾ ħ	R H	Iraqw	3	hhirhheermo;slarhhamá;hharhhár	U+0072 U+0068 U+0068
rs	ɾ s	R S	Iraqw	1	murslaqat	U+0072 U+0073
rw	ɾ w	R W	Iraqw	4	surwaali;arwi;irwaa;barwa	U+0072 U+0077
ós$	ó/o s	U S	Iraqw	2	inós;kilós	U+00F3 U+0073 U+0024
