Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			48	/ameeni;/ameeni;/awa/awi;/awtú;/awtamo	U+005E
$	NULL			35	tsatsa/;daa/;waa/;hunguu/;tlii/	U+0024
^mangwaré’$	m a ŋqʷ a r é/e ʔ	M A N A R E H		1	mangwaré’	U+005E U+006D U+0061 U+006E U+0067 U+0077 U+0061 U+0072 U+00E9 U+2019 U+0024
a	a	A	Iraqw	712	hhapee;hhapee;hhasaangw;xatsa;bara	U+0061
á	á/a	A	Iraqw	49	hhahháy;mahhát;huunkáy;maamáy;maamáy	U+00E1
^a	a	A	Iraqw	73	afa_tlawi;asla;ayshigá;ayshigá;aníng	U+005E U+0061
a$	a	A	Iraqw	192	tlooma;bela;xatsa;duxa;kisiwa	U+0061 U+0024
aa	aː	A	Iraqw	263	yaamu;baa/i;hhasaangw;gwaanda;naa/ari	U+0061 U+0061
á$	á/a	A	Iraqw	20	baabá;ayshigá;ayshigá;qipá;muuná	U+00E1 U+0024
^aa	aː	A	Iraqw	10	aayo;aakoo;aakoo;aama;aama	U+005E U+0061 U+0061
aa$	aː	A	Iraqw	16	naanaa;makaa;hikwaa;damaa;itnaa	U+0061 U+0061 U+0024
f	f	B	Iraqw	48	afa_tlawi;barafu;mar'afi;mar'afi;mifugo	U+0066
^f	f	B	Iraqw	35	fur'aa;faras;fu'unay;fara;fartá_saga	U+005E U+0066
f$	f	B	Iraqw	8	tsuuf;kuuf;diif;tla/aaf;/iif	U+0066 U+0024
e	e	E	Iraqw	47	bela;hali_ya_hewa;de'eeamusmo;de'eeamusmo;se'eengw	U+0065
é	é/e	E	Iraqw	5	ga/alér_tluway;atén;giyéet;slambaré/;ayarén	U+00E9
e$	e	E	Iraqw	14	ya'ee;gwa/atamaye;ya'ee;ya'ee;kundóo_ya'ee	U+0065 U+0024
ee	eː	E	Iraqw	141	teeri;kuunseeli;/ameeni;/ameeni;deena	U+0065 U+0065
é$	é/e	E	Iraqw	1	malé	U+00E9 U+0024
^ee	eː	E	Iraqw	3	eehar;eem;ee'ít	U+005E U+0065 U+0065
ee$	eː	E	Iraqw	24	hhapee;hhapee;hee;haree;xwaylitee	U+0065 U+0065 U+0024
x	x	G	Iraqw	12	duxa;duuxoo;foxár_duunga';gongooxi;xaxayo	U+0078
^x	x	G	Iraqw	31	xatsa;xatsa;xa'noo;xaawi;xorormi	U+005E U+0078
x$	x	G	Iraqw	8	duux;tsororoox;soox;daraax;dix	U+0078 U+0024
xw	xʷ	G	Iraqw	6	tsaxway;xwaranxwaar;axwaari;tsaxwa;axwees	U+0078 U+0077
^xw	xʷ	G	Iraqw	4	xwaylitee;xwaa'ari;xwaranxwaar;xweera	U+005E U+0078 U+0077
xw$	xʷ	G	Iraqw	3	tlaaxw;intlaaxw;tlaaxw	U+0078 U+0077 U+0024
/	ʕ̰/ʕ	H		177	baa/i;naa/ari;tlaa/a;tsatsa/;kwara/a	U+002F
h	h	H	Iraqw	35	bahari;hali_ya_hewa;oohiis;dóo_hibambi;kahari	U+0068
’	ʔ	H	Iraqw	11	quu’i;oo_hho’o;hat_hho’oo;af’untluuri;al_hhe’eesay	U+2019
'$	ʔ	H	Iraqw	54	hara';hhiya';hhiya';kuungá';hhamparara'	U+0027 U+0024
^h	h	H	Iraqw	63	hara';huunkáy;hali_ya_hewa;hee;haree	U+005E U+0068
h$	h	H	Iraqw	11	ooh;wah;wah;loh;ooh	U+0068 U+0024
hh	ħ	H	Iraqw	44	hhahháy;slahhaangw;mahhát;oo_hho’o;hat_hhiya	U+0068 U+0068
’$	ʔ	H	Iraqw	6	tsutsuu’;tsuu’;diidá’;hatla’;gwaa’	U+2019 U+0024
^hh	ħ	H	Iraqw	43	hhapee;hhapee;hhasaangw;hhalangw;hhahháy	U+005E U+0068 U+0068
hh$	ħ	H	Iraqw	34	kiihh;slarahh;daahh;tleehh;taahh	U+0068 U+0068 U+0024
i	i	I	Iraqw	225	kisiwa;kisiwa;tsinqa;giwti;hali_ya_hewa	U+0069
í	í/i	I	Iraqw	7	aayí_niina;aníng;kíing;diwíl;girirík	U+00ED
^i	i	I	Iraqw	40	inós;inoo'ín;intsaangw;itnaa;ineera	U+005E U+0069
i$	i	I	Iraqw	168	teeri;baa/i;afa_tlawi;bahari;tlawi	U+0069 U+0024
ii	iː	I	Iraqw	128	oohiis;kibriiti;hhiyo_niina;baabú_niina;aayí_niina	U+0069 U+0069
í$	í/i	I	Iraqw	9	tlangí;maytsí;makookí;loosí;/antsí	U+00ED U+0024
^ii	iː	I	Iraqw	14	ii'a;ii'a_wasl;iidaahh;iitlaw;iina	U+005E U+0069 U+0069
ii$	iː	I	Iraqw	1	dii	U+0069 U+0069 U+0024
y	j	J	Iraqw	72	gwa/atamaye;hali_ya_hewa;aayo;xwaylitee;hhiya'	U+0079
^y	j	J	Iraqw	13	yaamu;ya'ee;ya'ee;ya'ee;ya/ti	U+005E U+0079
y$	j	J	Iraqw	55	ma'ay;hhahháy;ga/alér_tluway;huunkáy;tluway	U+0079 U+0024
g	g	K	Iraqw	35	migir;ayshigá;ayshigá;mifugo;saga	U+0067
k	k	K	Iraqw	75	mankari;mankari;huunkáy;talaka;aakoo	U+006B
q	q	K	Iraqw	53	tsinqa;daqtamó;nyarqan;darqafi;tlaaqati	U+0071
^g	g	K	Iraqw	91	gara;ga/alér_tluway;giwti;gil'oo;gaas	U+005E U+0067
^k	k	K	Iraqw	75	kisiwa;kuunseeli;kibriiti;kúung;kíing	U+005E U+006B
^q	q	K	Iraqw	33	quu’i;qawri;qawtani;qipá;qutlutmo	U+005E U+0071
g$	g	K	Iraqw	5	tseeg;tseeg;tliig;doog;breki_tseeg	U+0067 U+0024
gw	gʷ	K	Iraqw	1	hara_gwaa'	U+0067 U+0077
k$	k	K	Iraqw	9	girirík;sliik;kiriik;tuntuuk;wak	U+006B U+0024
kw	kʷ	K	Iraqw	7	hikwaa;afkwá_koonki;afkwá_isimo;/aankwets;tlakwaay	U+006B U+0077
q$	q	K	Iraqw	11	tsuuq;tiiq;fiiq;siiq;daaq	U+0071 U+0024
qw	qʷ	K	Iraqw	9	daqwaay;slaqwa;laqwaal;laqwaal;inqwár	U+0071 U+0077
^gw	gʷ	K	Iraqw	16	gwaanda;gwa/atamaye;gwaanda;gwarees;gweehhamo	U+005E U+0067 U+0077
^kw	kʷ	K	Iraqw	15	kwara/a;kwalo'o;kwa/aangw;kwasiiyangw;kwislit	U+005E U+006B U+0077
^qw	qʷ	K	Iraqw	6	qwaslaaramoo;qwari;qwaree/amo;qwaar;qweets	U+005E U+0071 U+0077
kw$	kʷ	K	Iraqw	10	dir/akw;daqa_tlaakw;narakw;iiraakw;gita/a_tlaakw	U+006B U+0077 U+0024
qw$	qʷ	K	Iraqw	2	faanqw;slaaqw	U+0071 U+0077 U+0024
l	l	L	Iraqw	137	bela;hhalangw;kuunseeli;ga/alér_tluway;hali_ya_hewa	U+006C
^l	l	L	Iraqw	37	loo'aa;lee'i;laqwaal;laqwaal;lufu/ay	U+005E U+006C
l$	l	L	Iraqw	14	diwíl;mugúl;hiinsl;laqwaal;laqwaal	U+006C U+0024
sl	ɬ	L		23	asla;amaslahhi;kwislit;qwaslaaramoo;xoosla	U+0073 U+006C
^sl	ɬ	L		38	slooroo;slahhaangw;slee;slaqwa;sluhhoo	U+005E U+0073 U+006C
sl$	ɬ	L		9	na/asl;ii'a_wasl;afa_wasl;xoosl;doosl	U+0073 U+006C U+0024
m	m	M	Iraqw	196	yaamu;tlooma;bambaa'o;gwa/atamaye;daqtamó	U+006D
^m	m	M	Iraqw	92	mar'i;ma'ay;mankari;mankari;mahhát	U+005E U+006D
m$	m	M	Iraqw	40	tlatiim;tumbiim;/ayiim;du'uum;huuriim	U+006D U+0024
n	n	N	Iraqw	151	gwaanda;dahhsani;tsinqa;mankari;mankari	U+006E
^n	n	N	Iraqw	33	naa/ari;na/aay;naangw;na/aay;naanaa	U+005E U+006E
n$	n	N	Iraqw	12	atén;inoo'ín;nyarqan;saaqáan;koo'án	U+006E U+0024
ng	ŋ	N		26	tlangí;daangi;kuungá';angamia;miringa	U+006E U+0067
