Grapheme	IPA	SCA	Languages	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL		NULL	0		NULL
$	NULL		NULL	0		NULL
^ei$	ɛi	E	Dutch	1	ei	U+005E U+0065 U+0069 U+0024
^aap$	aː p	A P	Dutch	1	aap	U+005E U+0061 U+0061 U+0070 U+0024
^as$	ɑ s	A S	Dutch	2	as;as	U+005E U+0061 U+0073 U+0024
^aas$	aː s	A S	Dutch	1	aas	U+005E U+0061 U+0061 U+0073 U+0024
^oud$	ɑu t	A T	Dutch	1	oud	U+005E U+006F U+0075 U+0064 U+0024
^fee$	f eː	B E	Dutch	1	fee	U+005E U+0066 U+0065 U+0065 U+0024
^vee$	v eː	B E	Dutch	1	vee	U+005E U+0076 U+0065 U+0065 U+0024
^eik$	ɛi k	E K	Dutch	1	eik	U+005E U+0065 U+0069 U+006B U+0024
^en$	ɛ n	E N	Dutch	1	en	U+005E U+0065 U+006E U+0024
^een$	eː n	E N	Dutch	1	een	U+005E U+0065 U+0065 U+006E U+0024
^eb$	ɛ p	E P	Dutch	1	eb	U+005E U+0065 U+0062 U+0024
^ijs$	ɛi s	E S	Dutch	1	ijs	U+005E U+0069 U+006A U+0073 U+0024
^eed$	eː t	E T	Dutch	1	eed	U+005E U+0065 U+0065 U+0064 U+0024
^het$	ə t	E T	Dutch	2	het;het	U+005E U+0068 U+0065 U+0074 U+0024
^hij$	h ɛi	H E	Dutch	2	hij;hij	U+005E U+0068 U+0069 U+006A U+0024
^hoe$	h uː	H Y	Dutch	1	hoe	U+005E U+0068 U+006F U+0065 U+0024
^ik$	ɪ k	I K	Dutch	1	ik	U+005E U+0069 U+006B U+0024
^in$	ɪ n	I N	Dutch	3	in;in;in	U+005E U+0069 U+006E U+0024
^ja$	j aː	J A	Dutch	1	ja	U+005E U+006A U+0061 U+0024
^jij$	j ɛi	J E	Dutch	1	jij	U+005E U+006A U+0069 U+006A U+0024
^koe$	k uː	K Y	Dutch	1	koe	U+005E U+006B U+006F U+0065 U+0024
^lui$	l œy	L U	Dutch	1	lui	U+005E U+006C U+0075 U+0069 U+0024
^moe$	m uː	M Y	Dutch	1	moe	U+005E U+006D U+006F U+0065 U+0024
^na$	n aː	N A	Dutch	1	na	U+005E U+006E U+0061 U+0024
^nee$	n eː	N E	Dutch	1	nee	U+005E U+006E U+0065 U+0065 U+0024
^nu$	n yː	N Y	Dutch	1	nu	U+005E U+006E U+0075 U+0024
^bij$	b ɛi	P E	Dutch	1	bij	U+005E U+0062 U+0069 U+006A U+0024
^zee$	z eː	S E	Dutch	1	zee	U+005E U+007A U+0065 U+0065 U+0024
^zij$	z ɛi	S E	Dutch	3	zij;zij;zij	U+005E U+007A U+0069 U+006A U+0024
^te$	t ə	T E	Dutch	1	te	U+005E U+0074 U+0065 U+0024
^dij$	d ɛi	T E	Dutch	1	dij	U+005E U+0064 U+0069 U+006A U+0024
^thee$	t eː	T E	Dutch	1	thee	U+005E U+0074 U+0068 U+0065 U+0065 U+0024
^die$	d iː	T I	Dutch	1	die	U+005E U+0064 U+0069 U+0065 U+0024
^of$	ɔ f	U B	Dutch	1	of	U+005E U+006F U+0066 U+0024
^oog$	oː x	U G	Dutch	1	oog	U+005E U+006F U+006F U+0067 U+0024
^ooi$	oː j	U J	Dutch	1	ooi	U+005E U+006F U+006F U+0069 U+0024
^uil$	œy l	U L	Dutch	1	uil	U+005E U+0075 U+0069 U+006C U+0024
^oom$	oː m	U M	Dutch	3	oom;oom;oom	U+005E U+006F U+006F U+006D U+0024
^op$	ɔ p	U P	Dutch	1	op	U+005E U+006F U+0070 U+0024
^oor$	oː r	U R	Dutch	1	oor	U+005E U+006F U+006F U+0072 U+0024
^os$	ɔ s	U S	Dutch	1	os	U+005E U+006F U+0073 U+0024
^wij$	ʋ ɛi	W E	Dutch	3	wij;wij;wij	U+005E U+0077 U+0069 U+006A U+0024
^wie$	ʋ iː	W I	Dutch	1	wie	U+005E U+0077 U+0069 U+0065 U+0024
^uur$	yː r	Y R	Dutch	1	uur	U+005E U+0075 U+0075 U+0072 U+0024
^acht$	ɑ x t	A G T	Dutch	1	acht	U+005E U+0061 U+0063 U+0068 U+0074 U+0024
^alle$	ɑ l ə	A L E	Dutch	1	alle	U+005E U+0061 U+006C U+006C U+0065 U+0024
^als$	ɑ l s	A L S	Dutch	1	als	U+005E U+0061 U+006C U+0073 U+0024
^arm$	ɑ r m	A R M	Dutch	2	arm;arm	U+005E U+0061 U+0072 U+006D U+0024
^auto$	ɑu t oː	A T U	Dutch	1	auto	U+005E U+0061 U+0075 U+0074 U+006F U+0024
^vaak$	v aː k	B A K	Dutch	1	vaak	U+005E U+0076 U+0061 U+0061 U+006B U+0024
^val$	v ɑ l	B A L	Dutch	1	val	U+005E U+0076 U+0061 U+006C U+0024
^fout$	f ɑu t	B A T	Dutch	1	fout	U+005E U+0066 U+006F U+0075 U+0074 U+0024
^vijf$	v ɛi f	B E B	Dutch	1	vijf	U+005E U+0076 U+0069 U+006A U+0066 U+0024
^vijg$	v ɛi x	B E G	Dutch	1	vijg	U+005E U+0076 U+0069 U+006A U+0067 U+0024
^veel$	v eː l	B E L	Dutch	1	veel	U+005E U+0076 U+0065 U+0065 U+006C U+0024
^ver$	v ɛ r	B E R	Dutch	1	ver	U+005E U+0076 U+0065 U+0072 U+0024
^veer$	v eː r	B E R	Dutch	1	veer	U+005E U+0076 U+0065 U+0065 U+0072 U+0024
^vet$	v ɛ t	B E T	Dutch	1	vet	U+005E U+0076 U+0065 U+0074 U+0024
^vin$	v ɪ n	B I N	Dutch	1	vin	U+005E U+0076 U+0069 U+006E U+0024
^vier$	v iː r	B I R	Dutch	1	vier	U+005E U+0076 U+0069 U+0065 U+0072 U+0024
^vis$	v ɪ s	B I S	Dutch	1	vis	U+005E U+0076 U+0069 U+0073 U+0024
^vlo$	v l oː	B L U	Dutch	1	vlo	U+005E U+0076 U+006C U+006F U+0024
^fuik$	f œy k	B U K	Dutch	1	fuik	U+005E U+0066 U+0075 U+0069 U+006B U+0024
^vol$	v ɔ l	B U L	Dutch	1	vol	U+005E U+0076 U+006F U+006C U+0024
^vuil$	v œy l	B U L	Dutch	1	vuil	U+005E U+0076 U+0075 U+0069 U+006C U+0024
^voor$	v oː r	B U R	Dutch	2	voor;voor	U+005E U+0076 U+006F U+006F U+0072 U+0024
^vos$	v ɔ s	B U S	Dutch	1	vos	U+005E U+0076 U+006F U+0073 U+0024
^vuur$	v yː r	B Y R	Dutch	1	vuur	U+005E U+0076 U+0075 U+0075 U+0072 U+0024
^voet$	v uː t	B Y T	Dutch	1	voet	U+005E U+0076 U+006F U+0065 U+0074 U+0024
^elf$	ɛ l f	E L B	Dutch	2	elf;elf	U+005E U+0065 U+006C U+0066 U+0024
^els$	ɛ l s	E L S	Dutch	1	els	U+005E U+0065 U+006C U+0073 U+0024
^eend$	eː n t	E N T	Dutch	1	eend	U+005E U+0065 U+0065 U+006E U+0064 U+0024
^eten$	eː t ə	E T E	Dutch	1	eten	U+005E U+0065 U+0074 U+0065 U+006E U+0024
^gaan$	x aː n	G A N	Dutch	1	gaan	U+005E U+0067 U+0061 U+0061 U+006E U+0024
^gat$	x ɑ t	G A T	Dutch	1	gat	U+005E U+0067 U+0061 U+0074 U+0024
^goud$	x ɑu t	G A T	Dutch	1	goud	U+005E U+0067 U+006F U+0075 U+0064 U+0024
^gauw$	x ɑu ʋ	G A W	Dutch	1	gauw	U+005E U+0067 U+0061 U+0075 U+0077 U+0024
^gek$	x ɛ k	G E K	Dutch	1	gek	U+005E U+0067 U+0065 U+006B U+0024
^geel$	x eː l	G E L	Dutch	1	geel	U+005E U+0067 U+0065 U+0065 U+006C U+0024
^geit$	x ɛi t	G E T	Dutch	1	geit	U+005E U+0067 U+0065 U+0069 U+0074 U+0024
^gif$	x ɪ f	G I B	Dutch	1	gif	U+005E U+0067 U+0069 U+0066 U+0024
^gier$	x iː r	G I R	Dutch	1	gier	U+005E U+0067 U+0069 U+0065 U+0072 U+0024
^god$	x ɔ t	G U T	Dutch	1	god	U+005E U+0067 U+006F U+0064 U+0024
^goed$	x uː t	G Y T	Dutch	1	goed	U+005E U+0067 U+006F U+0065 U+0064 U+0024
^haai$	h aː j	H A J	Dutch	1	haai	U+005E U+0068 U+0061 U+0061 U+0069 U+0024
^haak$	h aː k	H A K	Dutch	1	haak	U+005E U+0068 U+0061 U+0061 U+006B U+0024
^haan$	h aː n	H A N	Dutch	1	haan	U+005E U+0068 U+0061 U+0061 U+006E U+0024
^haar$	h aː r	H A R	Dutch	1	haar	U+005E U+0068 U+0061 U+0061 U+0072 U+0024
^haas$	h aː s	H A S	Dutch	1	haas	U+005E U+0068 U+0061 U+0061 U+0073 U+0024
^hout$	h ɑu t	H A T	Dutch	1	hout	U+005E U+0068 U+006F U+0075 U+0074 U+0024
^hek$	h ɛ k	H E K	Dutch	1	hek	U+005E U+0068 U+0065 U+006B U+0024
^hel$	h ɛ l	H E L	Dutch	2	hel;hel	U+005E U+0068 U+0065 U+006C U+0024
^hen$	h ɛ n	H E N	Dutch	1	hen	U+005E U+0068 U+0065 U+006E U+0024
^heet$	h eː t	H E T	Dutch	1	heet	U+005E U+0068 U+0065 U+0065 U+0074 U+0024
^hiel$	h iː l	H I L	Dutch	1	hiel	U+005E U+0068 U+0069 U+0065 U+006C U+0024
^hier$	h iː r	H I R	Dutch	1	hier	U+005E U+0068 U+0069 U+0065 U+0072 U+0024
^hof$	h ɔ f	H U B	Dutch	1	hof	U+005E U+0068 U+006F U+0066 U+0024
^hoog$	h oː x	H U G	Dutch	2	hoog;hoog	U+005E U+0068 U+006F U+006F U+0067 U+0024
^hooi$	h oː j	H U J	Dutch	1	hooi	U+005E U+0068 U+006F U+006F U+0069 U+0024
^heup$	h øː p	H U P	Dutch	1	heup	U+005E U+0068 U+0065 U+0075 U+0070 U+0024
^huis$	h œy s	H U S	Dutch	1	huis	U+005E U+0068 U+0075 U+0069 U+0073 U+0024
^huid$	h œy t	H U T	Dutch	1	huid	U+005E U+0068 U+0075 U+0069 U+0064 U+0024
^hoek$	h uː k	H Y K	Dutch	1	hoek	U+005E U+0068 U+006F U+0065 U+006B U+0024
^hoer$	h uː r	H Y R	Dutch	1	hoer	U+005E U+0068 U+006F U+0065 U+0072 U+0024
^hut$	h ʏ t	H Y T	Dutch	1	hut	U+005E U+0068 U+0075 U+0074 U+0024
^hoed$	h uː t	H Y T	Dutch	1	hoed	U+005E U+0068 U+006F U+0065 U+0064 U+0024
^idee$	iː d eː	I T E	Dutch	1	idee	U+005E U+0069 U+0064 U+0065 U+0065 U+0024
^yam$	j ɑ m	J A M	Dutch	1	yam	U+005E U+0079 U+0061 U+006D U+0024
^jaar$	j aː r	J A R	Dutch	1	jaar	U+005E U+006A U+0061 U+0061 U+0072 U+0024
^jas$	j ɑ s	J A S	Dutch	2	jas;jas	U+005E U+006A U+0061 U+0073 U+0024
^jeuk$	j øː k	J U K	Dutch	1	jeuk	U+005E U+006A U+0065 U+0075 U+006B U+0024
^jong$	j ɔ ŋ	J U N	Dutch	1	jong	U+005E U+006A U+006F U+006E U+0067 U+0024
^juk$	j ʏ k	J Y K	Dutch	1	juk	U+005E U+006A U+0075 U+006B U+0024
^kaak$	k aː k	K A K	Dutch	1	kaak	U+005E U+006B U+0061 U+0061 U+006B U+0024
^kaal$	k aː l	K A L	Dutch	1	kaal	U+005E U+006B U+0061 U+0061 U+006C U+0024
^kam$	k ɑ m	K A M	Dutch	1	kam	U+005E U+006B U+0061 U+006D U+0024
^kaap$	k aː p	K A P	Dutch	1	kaap	U+005E U+006B U+0061 U+0061 U+0070 U+0024
^kar$	k ɑ r	K A R	Dutch	1	kar	U+005E U+006B U+0061 U+0072 U+0024
^kaas$	k aː s	K A S	Dutch	1	kaas	U+005E U+006B U+0061 U+0061 U+0073 U+0024
^kous$	k ɑu s	K A S	Dutch	1	kous	U+005E U+006B U+006F U+0075 U+0073 U+0024
^kat$	k ɑ t	K A T	Dutch	1	kat	U+005E U+006B U+0061 U+0074 U+0024
^koud$	k ɑu t	K A T	Dutch	1	koud	U+005E U+006B U+006F U+0075 U+0064 U+0024
^keel$	k eː l	K E L	Dutch	1	keel	U+005E U+006B U+0065 U+0065 U+006C U+0024
^kin$	k ɪ n	K I N	Dutch	1	kin	U+005E U+006B U+0069 U+006E U+0024
^kip$	k ɪ p	K I P	Dutch	1	kip	U+005E U+006B U+0069 U+0070 U+0024
^kies$	k iː s	K I S	Dutch	1	kies	U+005E U+006B U+0069 U+0065 U+0073 U+0024
^kieuw$	k iː ʋ	K I W	Dutch	1	kieuw	U+005E U+006B U+0069 U+0065 U+0075 U+0077 U+0024
^klei$	k l ɛi	K L E	Dutch	1	klei	U+005E U+006B U+006C U+0065 U+0069 U+0024
^knie$	k n iː	K N I	Dutch	1	knie	U+005E U+006B U+006E U+0069 U+0065 U+0024
^kom$	k ɔ m	K U M	Dutch	1	kom	U+005E U+006B U+006F U+006D U+0024
^kop$	k ɔ p	K U P	Dutch	1	kop	U+005E U+006B U+006F U+0070 U+0024
^kuit$	k œy t	K U T	Dutch	1	kuit	U+005E U+006B U+0075 U+0069 U+0074 U+0024
^laag$	l aː x	L A G	Dutch	1	laag	U+005E U+006C U+0061 U+0061 U+0067 U+0024
^lam$	l ɑ m	L A M	Dutch	2	lam;lam	U+005E U+006C U+0061 U+006D U+0024
^lang$	l ɑ ŋ	L A N	Dutch	2	lang;lang	U+005E U+006C U+0061 U+006E U+0067 U+0024
^laat$	l aː t	L A T	Dutch	1	laat	U+005E U+006C U+0061 U+0061 U+0074 U+0024
^leeg$	l eː x	L E G	Dutch	1	leeg	U+005E U+006C U+0065 U+0065 U+0067 U+0024
^lijk$	l ɛi k	L E K	Dutch	1	lijk	U+005E U+006C U+0069 U+006A U+006B U+0024
^lijm$	l ɛi m	L E M	Dutch	1	lijm	U+005E U+006C U+0069 U+006A U+006D U+0024
^lijn$	l ɛi n	L E N	Dutch	1	lijn	U+005E U+006C U+0069 U+006A U+006E U+0024
^leer$	l eː r	L E R	Dutch	1	leer	U+005E U+006C U+0065 U+0065 U+0072 U+0024
^leeuw$	l eː ʋ	L E W	Dutch	1	leeuw	U+005E U+006C U+0065 U+0065 U+0075 U+0077 U+0024
^lip$	l ɪ p	L I P	Dutch	1	lip	U+005E U+006C U+0069 U+0070 U+0024
^lied$	l iː t	L I T	Dutch	1	lied	U+005E U+006C U+0069 U+0065 U+0064 U+0024
^lof$	l ɔ f	L U B	Dutch	1	lof	U+005E U+006C U+006F U+0066 U+0024
^long$	l ɔ ŋ	L U N	Dutch	1	long	U+005E U+006C U+006F U+006E U+0067 U+0024
^loon$	l oː n	L U N	Dutch	1	loon	U+005E U+006C U+006F U+006F U+006E U+0024
^luis$	l œy s	L U S	Dutch	2	luis;luis	U+005E U+006C U+0075 U+0069 U+0073 U+0024
^lood$	l oː t	L U T	Dutch	1	lood	U+005E U+006C U+006F U+006F U+0064 U+0024
^luid$	l œy t	L U T	Dutch	1	luid	U+005E U+006C U+0075 U+0069 U+0064 U+0024
^maag$	m aː x	M A G	Dutch	1	maag	U+005E U+006D U+0061 U+0061 U+0067 U+0024
^man$	m ɑ n	M A N	Dutch	3	man;man;man	U+005E U+006D U+0061 U+006E U+0024
^maan$	m aː n	M A N	Dutch	1	maan	U+005E U+006D U+0061 U+0061 U+006E U+0024
^mat$	m ɑ t	M A T	Dutch	1	mat	U+005E U+006D U+0061 U+0074 U+0024
^meel$	m eː l	M E L	Dutch	1	meel	U+005E U+006D U+0065 U+0065 U+006C U+0024
^meer$	m eː r	M E R	Dutch	2	meer;meer	U+005E U+006D U+0065 U+0065 U+0072 U+0024
^mes$	m ɛ s	M E S	Dutch	2	mes;mes	U+005E U+006D U+0065 U+0073 U+0024
^met$	m ɛ t	M E T	Dutch	1	met	U+005E U+006D U+0065 U+0074 U+0024
^meeuw$	m eː ʋ	M E W	Dutch	1	meeuw	U+005E U+006D U+0065 U+0065 U+0075 U+0077 U+0024
^mier$	m iː r	M I R	Dutch	1	mier	U+005E U+006D U+0069 U+0065 U+0072 U+0024
^mooi$	m oː j	M U J	Dutch	1	mooi	U+005E U+006D U+006F U+006F U+0069 U+0024
^muis$	m œy s	M U S	Dutch	1	muis	U+005E U+006D U+0075 U+0069 U+0073 U+0024
^mug$	m ʏ x	M Y G	Dutch	1	mug	U+005E U+006D U+0075 U+0067 U+0024
^muur$	m yː r	M Y R	Dutch	1	muur	U+005E U+006D U+0075 U+0075 U+0072 U+0024
^naam$	n aː m	N A M	Dutch	1	naam	U+005E U+006E U+0061 U+0061 U+006D U+0024
^nat$	n ɑ t	N A T	Dutch	1	nat	U+005E U+006E U+0061 U+0074 U+0024
^nauw$	n ɑu ʋ	N A W	Dutch	1	nauw	U+005E U+006E U+0061 U+0075 U+0077 U+0024
^neef$	n eː f	N E B	Dutch	3	neef;neef;neef	U+005E U+006E U+0065 U+0065 U+0066 U+0024
^nek$	n ɛ k	N E K	Dutch	1	nek	U+005E U+006E U+0065 U+006B U+0024
^neet$	n eː t	N E T	Dutch	1	neet	U+005E U+006E U+0065 U+0065 U+0074 U+0024
^nier$	n iː r	N I R	Dutch	1	nier	U+005E U+006E U+0069 U+0065 U+0072 U+0024
^niet$	n iː t	N I T	Dutch	1	niet	U+005E U+006E U+0069 U+0065 U+0074 U+0024
^nieuw$	n iː ʋ	N I W	Dutch	1	nieuw	U+005E U+006E U+0069 U+0065 U+0075 U+0077 U+0024
^nok$	n ɔ k	N U K	Dutch	1	nok	U+005E U+006E U+006F U+006B U+0024
^neus$	n øː s	N U S	Dutch	1	neus	U+005E U+006E U+0065 U+0075 U+0073 U+0024
^noot$	n oː t	N U T	Dutch	1	noot	U+005E U+006E U+006F U+006F U+0074 U+0024
^nul$	n ʏ l	N Y L	Dutch	1	nul	U+005E U+006E U+0075 U+006C U+0024
^baai$	b aː j	P A J	Dutch	1	baai	U+005E U+0062 U+0061 U+0061 U+0069 U+0024
^bal$	b ɑ l	P A L	Dutch	1	bal	U+005E U+0062 U+0061 U+006C U+0024
^paal$	p aː l	P A L	Dutch	1	paal	U+005E U+0070 U+0061 U+0061 U+006C U+0024
