Grapheme	IPA
$	NULL
(	NULL
)	NULL
*$	NULL
-	+
-$	NULL
-CL	NULL
.	NULL
1	⁵⁵ +
1$	⁵⁵
1)$	⁵⁵
1/3	¹¹
2	³⁵ +
2$	³⁵
2)$	³⁵
2-$	³⁵
2/4	³⁵
3	²¹⁴ +
3$	²¹⁴
3)$	²¹⁴
3-$	²¹⁴
3-(	²¹⁴ +
4	⁵¹ +
4$	⁵¹
4)$	⁵¹
4-	⁵¹ +
4/1	⁵¹
4/3	⁵¹
5	⁰ +
5$	⁰
VCL	NULL
X	NULL
^	NULL
^-	NULL
^-a	a ⁰
^X	NULL
^Ying	j i ŋ
^_	NULL
^a	a
^a$	a
^ai	ai
^ai$	ai
^aŋ	a ŋ
^ang$	a ŋ
^ao	au
^b	p
^c	tsʰ
^ch	ʈʂʰ
^chi	ʈʂʰ ʅ
^ci	tsʰ ɿ
^d	t
^e	ɤ
^e$	ɤ
^ei	əi
^en	ə n
^en$	ə n
^eng$	ə ŋ
^er	ə˞
^er$	ə˞
^f	f
^g	k
^g$	k
^gong1-	k ʊ ŋ ⁵⁵
^h	x
^hou	x ɔu
^i	i
^i$	i
^ian	j ɛ n
^ian$	j ɛ n
^iang	j a ŋ
^in	i n
^ing	i ŋ
^iong	j ʊ ŋ
^iu	j ou
^j	tɕ
^ji3-CL$	tɕ i ²¹⁴
^k	kʰ
^l	l
^liang	l j a ŋ
^liang2ci4_or_liang2_VCL	l j a ŋ ³⁵ + tsʰ ɿ ⁵¹
^m	m
^n	n
^n$	n
^na3-CL$	n a ³⁵
^nan2-(de)	n a n ³⁵ + d ə ⁰
^ng	ŋ
^ng$	ŋ
^o	o
^o$	o
^ong	ʊ ŋ
^ong$	ʊ ŋ
^ou	ɔu
^p	pʰ
^q	tɕʰ
^r	ʐ
^r$	ʐ
^s	s
^sh	ʂ
^shi	ʂ ʅ
^si	s ɿ
^t	tʰ
^u	u
^u$	u
^ui	w əi̯
^w	w
^x	ɕ
^xuan	ɕ ɥ ɛ n
^y	j
^y	ɥ
^yan	j ɛ n
^yang	j a ŋ
^yin	j i n
^ying	j i ŋ
^yong	j ʊ ŋ
^yu	ɥ y
^yu1	ɥ y ⁵⁵
^yu2	ɥ y ³⁵
^yu3	ɥ y ²¹⁴
^yu4	ɥ y ⁵¹
^yuan	ɥ ɛ n
^yun	ɥ y n
^z	ts
^zh	ʈʂ
^zhi	ʈʂ ʅ
^zhi	ʈʐ ʅ
^zi	ts ɿ
uo	w ɔ
^uo	w ɔ
^ü	y
_	NULL
_$	NULL
_...)_	NULL
_..._	NULL
_X_	NULL
a	a
a$	a
ai	ai
ai$	ai
ang$	a ŋ
ao	au
b	p
c	tsʰ
ch	ʈʂʰ
chi	ʈʂʰ ʅ
ci	tsʰ ɿ
d	t
e	ɤ
e$	ɤ
ei	əi
en	ə n
en$	ə n
eng$	ə ŋ
er	ə˞
er$	ə˞
f	f
g	k
g$	k
h	x
hou	x ɔu
i	i
i$	i
ian	j ɛ n
ian$	j ɛ n
iang	j a ŋ
in	i n
ing	i ŋ
iong	j ʊ ŋ
iu	j ou
j	tɕ
ji3-CL$	tɕ i ²¹⁴
k	kʰ
l	l
liang	l j a ŋ
m	m
n	n
n$	n
ng	ŋ
ng$	ŋ
o	o
o$	o
ong	ʊ ŋ
ong$	ʊ ŋ
ou	ɔu
p	pʰ
q	tɕʰ
r	ʐ
r$	ʐ
s	s
sh	ʂ
shi	ʂ ʅ
si	s ɿ
t	tʰ
u	u
u$	u
ui	w əi̯
w	w
x	ɕ
xuan	ɕ ɥ ɛ n
y	ɥ
yan	j ɛ n
yang	j a ŋ
yin	j i n
ying	j i ŋ
yong	j ʊ ŋ
yu	ɥ y
yu1	ɥ y ⁵⁵
yu2	ɥ y ³⁵
yu3	ɥ y ²¹⁴
yu4	ɥ y ⁵¹
yuan	ɥ ɛ n
yun	ɥ y n
z	ts
zh	ʈʂ
zhi	ʈʂ ʅ
zhi	ʈʐ ʅ
zi	ts ɿ
ü	y
