Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
i	i	I	Kildin Saami	198	njivv’l;liegk’;liek’š;mierr;tivvt_čāʒ’	U+0069
í	í/i	I	Kildin Saami	8	krokadíl;pravít’el’stva;r’elígija;tiel’evízor;el’ektríčeske	U+00ED
ī	ī/iː	I	Kildin Saami	85	tīr’m’es’-ŋull;tīr’mes’;tīr’mes’-jūkks;pīŋŋk;cīgk	U+012B
ɨ	ɨ	I	Kildin Saami	110	mɨrr;rɨnnt;vɨrr;kɨvv’n;mūrr-ɨll	U+0268
^i	i	I	Kildin Saami	4	instrum’ént;innjes’;imm’el’-sānn’;imm’el’	U+005E U+0069
^ī	ī/iː	I	Kildin Saami	7	īŋŋ;īnn;īnces’-pierrk;īnckenč;īŋŋk	U+005E U+012B
^ɨ	ɨ	I	Kildin Saami	10	ɨlas;ɨll;ɨll’te;ɨšštne;ɨššte	U+005E U+0268
ī$	ī/iː	I	Kildin Saami	1	mī	U+012B U+0024
ɨ$	ɨ	I	Kildin Saami	2	vilɨ;vɨborɨ	U+0268 U+0024
ɨ̄	ɨ̄	I	Kildin Saami	1	pɨ̄nnej	U+0268 U+0304
j	j	J	Kildin Saami	117	njivv’l;njoarrk;cuegk’_ja_aʒ’;tīr’mes’-jūkks;vūjnas	U+006A
^j	j	J	Kildin Saami	73	jēmm’n’e;jāvv’r;jōgk;jēmm’n’e-pušštnehk’;jērrk	U+005E U+006A
j$	j	J	Kildin Saami	38	vīllj;puarsa_vīllj;nūra_vīll’j;vuerr’pen’_ja_vīlj;neapaj	U+006A U+0024
jj	jː	J	Kildin Saami	90	kājjv;piejjv;nījjt;vɨjjte_kūjje;vɨjjte_kūjje	U+006A U+006A
jj$	jː	J	Kildin Saami	19	kūjj;ajj;mɨjj;tɨjj;sɨjj	U+006A U+006A U+0024
jjh	j̥ː	J	Kildin Saami	9	noajjhtma;pājjhk;kɨjjhm;kɨjjhte;peajjht	U+006A U+006A U+0068
jjh’	j̥ʲː	J		1	lūjjh’ke	U+006A U+006A U+0068 U+2019
g	g	K	Kildin Saami	82	liegk’;lagúna;cuegk’_ja_aʒ’;cuegk’;jōgk	U+0067
k	k	K	Kildin Saami	184	čārrke;tōllkassk;čuacckte;spička;vɨjjte_kūjje	U+006B
^g	g	K	Kildin Saami	3	grabl’a;guejke;gaz’ét	U+005E U+0067
^k	k	K	Kildin Saami	233	kānn’t;kuellh’k;kuerrk;kājjv;kūššk	U+005E U+006B
g$	g	K	Kildin Saami	3	šig;tuarrem-vīg;bumeraŋg	U+0067 U+0024
g’	gʲ	K		3	mieg’er’;pueg’en’;cueg’es’	U+0067 U+2019
k$	k	K	Kildin Saami	126	vueŋŋk;kuellh’k;kuerrk;njoarrk;jōgk	U+006B U+0024
kk	kː	K	Kildin Saami	7	tīr’mes’-jūkks;piekkarak;ukks;oakkše;okkne	U+006B U+006B
k’	kʲ	K		44	pāhk’;liegk’;liek’š;ak’eán;cuegk’_ja_aʒ’	U+006B U+2019
kk’	kʲː	K		4	vukk’se;vuekk’s;sākk’s;mākk’semvudt	U+006B U+006B U+2019
l	l	L	Kildin Saami	100	tōlnjūxxčem’;ɨlas;olma;oalmolma;oalmolma	U+006C
^l	l	L	Kildin Saami	79	lavv’n;liegk’;liek’š;lūxxt;lagúna	U+005E U+006C
l$	l	L	Kildin Saami	21	njivv’l;suel;pēvvl;ōss’el;krokadíl	U+006C U+0024
ll	lː	L	Kildin Saami	77	ēllmannt;čāʒ’-čullm;tōllkassk;vīllj;puarsa_vīllj	U+006C U+006C
l’	lʲ	L		52	poal’a;rōd’x’el’;pl’eménihk;pl’eménihk;njuemmel’	U+006C U+2019
lh’	l̥ʲ	L		1	pɨlh’kej-čūššk	U+006C U+0068 U+2019
ll$	lː	L	Kildin Saami	20	tīr’m’es’-ŋull;tōll;ɨll;mūrr-ɨll;tāll	U+006C U+006C U+0024
llh	l̥ː	L	Kildin Saami	3	cullhk;kāllht;tollhk	U+006C U+006C U+0068
ll’	lʲː	L		89	all’m;puell’te;pūll’e;puell’te;all’k	U+006C U+006C U+2019
llh’	l̥ʲː	L		7	kuellh’k;kāllh’č;mullh’t;pāllh’kte;pāllh’k	U+006C U+006C U+0068 U+2019
m	m	M	Kildin Saami	86	ēllmannt;tīr’mes’;tīr’mes’-jūkks;olma;oalmolma	U+006D
^m	m	M	Kildin Saami	95	mɨrr;mōnter;mierr;mūrr;mānn	U+005E U+006D
m$	m	M	Kildin Saami	35	čāʒ’-čullm;all’m;nāim;kūim;až’xem-jēn’xem	U+006D U+0024
mm	mː	M	Kildin Saami	11	nēmmp;njuemmel’;kuemmer’;njumme;lammp	U+006D U+006D
m’	mʲ	M		25	tīr’m’es’-ŋull;tōlnjūxxčem’;jūm’ehk;oar’es’-līx’em’;līx’em’	U+006D U+2019
^m’	mʲ	M		1	m’eds’estrá	U+005E U+006D U+2019
mm$	mː	M	Kildin Saami	5	čūmm;limm;njаmm;nēmm;pomm	U+006D U+006D U+0024
mm’	mʲː	M		25	jēmm’n’e;vūmm’;lāmm’p;jēmm’n’e-pušštnehk’;skumm’p	U+006D U+006D U+2019
n	n	N	Kildin Saami	118	vūntas;mōnter;lagúna;jēmm’n’e-pušštnehk’;vūjnas	U+006E
ŋ	ŋ	N	Kildin Saami	8	tīr’m’es’-ŋull;kɨrr’tej-sāhpliŋk;sāhpliŋk;āhkliŋk;tiejnčliŋk	U+014B
^n	n	N	Kildin Saami	88	njivv’l;njoarrk;nēmmp;nɨzan;nɨzan-	U+005E U+006E
n$	n	N	Kildin Saami	36	lavv’n;ak’eán;sievv’n;kɨvv’n;nɨzan	U+006E U+0024
nn	nː	N	Kildin Saami	50	ēllmannt;rɨnnt;mannj;pɨ̄nnej;pienne	U+006E U+006E
n’	nʲ	N		32	jēmm’n’e;pueš’en’;jēmm’n’e-pušštnehk’;vuerr’pen’;puarsa_vuerr’pen’	U+006E U+2019
ŋŋ	ŋː	N	Kildin Saami	20	vueŋŋk;pīŋŋk;niŋŋless;niŋŋless_jēb’eš’;pūŋŋluvve	U+014B U+014B
ŋ’	ŋʲ	N		2	maŋ’el’t;sieŋ’kes’	U+014B U+2019
nn$	nː	N	Kildin Saami	30	puenn;vūnn;mānn;kunn;īnn	U+006E U+006E U+0024
nn'	nʲː	N		1	sɨnn'	U+006E U+006E U+0027
nnh	n̥ː	N	Kildin Saami	1	vɨnnht	U+006E U+006E U+0068
nn’	nʲː	N		50	kānn’t;jēnn’;vūnn’;vūnn’;jēnn’-piell’	U+006E U+006E U+2019
ŋŋ$	ŋː	N	Kildin Saami	3	šēŋŋ;īŋŋ;pūŋŋ	U+014B U+014B U+0024
ŋŋ’	ŋʲː	N		8	roaŋŋ’k;toaŋŋ’k;roaŋŋ’k;tieŋŋ’k;tieŋŋ’k	U+014B U+014B U+2019
nnh’	n̥ʲː	N		1	riennh’k	U+006E U+006E U+0068 U+2019
b	b	P	Kildin Saami	31	kabán;jēbaš’;čābar;vierbl’ud;vuejjv-kābp’	U+0062
p	p	P	Kildin Saami	77	jēmm’n’e-pušštnehk’;spička;vuerr’pen’;puarsa_vuerr’pen’;nūra_vuerr’pen’	U+0070
^b	b	P	Kildin Saami	10	banann;batát;bambúk;bārban;būb’en	U+005E U+0062
^p	p	P	Kildin Saami	174	puenn;pāhk’;pueš’en’;poal’a;piejjv	U+005E U+0070
b$	b	P	Kildin Saami	2	koab;kōrreb	U+0062 U+0024
b’	bʲ	P		5	oar’es’-jēb’eš’;niŋŋless_jēb’eš’;jēb’eš’-alkа;ab’ezjána;būb’en	U+0062 U+2019
p$	p	P	Kildin Saami	31	nēmmp;lāmm’p;vūffp;vūhp;skumm’p	U+0070 U+0024
pp	pː	P	Kildin Saami	5	sōppt;vūppt;kōppče;rūppse;rāppče	U+0070 U+0070
p’	pʲ	P		21	vuejjv-kābp’;lūbp’;kīdt-lābp’;nābp’;kiehp’ness	U+0070 U+2019
bb’	bʲː	P		1	ābb’r	U+0062 U+0062 U+2019
pp$	pː	P	Kildin Saami	1	sipp	U+0070 U+0070 U+0024
pp’	pʲː	P		10	lapp’s;viepp’s;kɨpp’tma;cɨpp’c;lapp’se	U+0070 U+0070 U+2019
r	r	R	Kildin Saami	85	pārnenč;pārnenč;nūra_vīll’j;nūra_vuerr’pen’;pīras	U+0072
^r	r	R	Kildin Saami	59	rɨnnt;roattkje;rōd’x’el’;rōdt;rīmm’n	U+005E U+0072
r$	r	R	Kildin Saami	24	mōnter;jāvv’r;ābb’r;mādter;čābar	U+0072 U+0024
rh	r̥	R	Kildin Saami	4	jorhttelle;jorhtte;jorhte;kɨrhte	U+0072 U+0068
rr	rː	R	Kildin Saami	72	kuerrk;njoarrk;čārrke;pōrrk;jērrk	U+0072 U+0072
r’	rʲ	R		33	tīr’m’es’-ŋull;tīr’mes’;tīr’mes’-jūkks;oar’es’;oar’es’-līx’em’	U+0072 U+2019
^r’	rʲ	R		1	r’elígija	U+005E U+0072 U+2019
rr$	rː	R	Kildin Saami	28	mɨrr;mierr;vɨrr;mūrr;mūrr	U+0072 U+0072 U+0024
rr’	rʲː	R		55	urr’t;vārr’;pārr’ša;pārr’n;vuerr’pen’	U+0072 U+0072 U+2019
rrh$	r̥ː	R	Kildin Saami	1	šērrh	U+0072 U+0072 U+0068 U+0024
rrh’	r̥ʲː	R		3	čūrrh’š;jērrh’t;nurrh’t	U+0072 U+0072 U+0068 U+2019
s	s	S	Kildin Saami	45	kɨrr’tej-sāhpliŋk;jēnas-jūll’k;oaʒe_sājjm;vērr-sūnn;āmm’se	U+0073
z	z	S	Kildin Saami	17	nɨzan;nɨzan-;koaza;oar’es’-koaza;koaza-alka	U+007A
š	ʃ	S	Kildin Saami	28	pārr’ša;jēnn’-šagk’;veazvušk-tārr’v;veazvušk-piess’;cɨrmšuvve	U+0161
ž	ʒ	S	Kildin Saami	2	kuedt’-žɨva;moažant	U+017E
^s	s	S	Kildin Saami	115	suel;sōppt;sievv’n;sūvv;spička	U+005E U+0073
^z	z	S	Kildin Saami	7	zeaht’;zeaht’;zierkal;zoabel’;zakonn	U+005E U+007A
^š	ʃ	S	Kildin Saami	33	šēŋŋ;šūrr_nāvv’t;šagk’;šlēhkle;šoajval	U+005E U+0161
^ž	ʒ	S	Kildin Saami	3	žɨva;žɨva;žoarr	U+005E U+017E
s$	s	S	Kildin Saami	51	vūntas;tīr’mes’-jūkks;lapp’s;vūjnas;ɨlas	U+0073 U+0024
ss	sː	S	Kildin Saami	40	tōllkassk;liessk;liessk-āhk’;liessk-kāll’es’;niŋŋless_jēb’eš’	U+0073 U+0073
s’	sʲ	S		70	tīr’m’es’-ŋull;tīr’mes’;tīr’mes’-jūkks;kūjes’;kāll’es’	U+0073 U+2019
z$	z	S	Kildin Saami	5	oaz;poaz;oaz;puaz;sɨz	U+007A U+0024
z’	zʲ	S		7	sɨz’n;vūz’xe;vūz’xuvve;pāz’xе;rāz’-aka	U+007A U+2019
š$	ʃ	S	Kildin Saami	14	liek’š;čūrrh’š;jevneš;miedаš;veazveš	U+0161 U+0024
šš	ʃː	S	Kildin Saami	12	kūššk;jēmm’n’e-pušštnehk’;čūššk;pɨlh’kej-čūššk;kōšške	U+0161 U+0161
š’	ʃʲ	S		9	pueš’en’;jēbaš’;oar’es’-jēb’eš’;niŋŋless_jēb’eš’;jēb’eš’-alkа	U+0161 U+2019
ž$	ʒ	S	Kildin Saami	1	māk’semuž	U+017E U+0024
ž’	ʒ’	S		3	až’xem-jēn’xem;viež’ar;mier’ež’	U+017E U+2019
ss$	sː	S	Kildin Saami	12	niŋŋless;koass;kiehp’ness;kāssv-koahtess;kūss	U+0073 U+0073 U+0024
ss’	sʲː	S		18	kuess’k;kuess’k;ōss’el;oass’te;pēss’-mūrr	U+0073 U+0073 U+2019
šš$	ʃː	S	Kildin Saami	17	nɨšš;čūʒlemušš;līšš;pōrrmušš;jugkmušš	U+0161 U+0161 U+0024
šš’	ʃʲː	S		16	nɨšš’k;kašš’ne;pāšš’ke;pāšš’te;šɨšš’en’	U+0161 U+0161 U+2019
ss’$	sʲː	S		11	sīss’;piess’;veazvušk-piess’;koass’;pēss’	U+0073 U+0073 U+2019 U+0024
c	tʃ	T	Kildin Saami	16	jūll’k-ciehp;pūcke;lɨhce;lɨhcej;īnces’-pierrk	U+0063
d	d	T	Kildin Saami	87	mūdt;mādter;rōdt;kuedt’-žɨva;kuedt’-loann’t	U+0064
t	t	T	Kildin Saami	209	vūntas;mōnter;tivvt_čāʒ’;jēmm’n’e-pušštnehk’;puell’te	U+0074
č	tʃ	T	Kildin Saami	36	tivvt_čāʒ’;čāʒ’-čullm;tōlnjūxxčem’;spička;pɨlh’kej-čūššk	U+010D
ǯ	dʒ	T	Kildin Saami	7	āǯ-piell’;paǯe;paǯe;vīǯe;vīǯe	U+01EF
^c	tʃ	T	Kildin Saami	23	cuegk’_ja_aʒ’;cuegk’;cīgk;cuemp;cɨrmšuvve	U+005E U+0063
^d	d	T	Kildin Saami	2	dača;dvīgat’el’	U+005E U+0064
^t	t	T	Kildin Saami	81	tivvt_čāʒ’;tāss’t;tīr’m’es’-ŋull;tīr’mes’;tōllkassk	U+005E U+0074
^č	tʃ	T	Kildin Saami	70	čāʒ’;čāʒ’-čullm;čārrke;čūvv;čuacckte	U+005E U+010D
c$	tʃ	T	Kildin Saami	16	kēnnc;kēnnc;pōnnc;pūdc;kūdc	U+0063 U+0024
cc	tsː	T	Kildin Saami	7	čuacckte;piecck;kēccke;njūcck;vēcckе	U+0063 U+0063
c’	tʃʲ	T		8	kuec’kem’;vuehc’;uc’ne;māhc’e;kahc’e	U+0063 U+2019
d$	d	T	Kildin Saami	8	vierbl’ud;ēd;sād;riad;nuejd	U+0064 U+0024
dd	dː	T	Kildin Saami	1	loaddv	U+0064 U+0064
d’	dʲ	T		5	rōd’x’el’;maŋŋ’ed’;sūvv’ed’;priezid’ént;svid’ét’el’stva	U+0064 U+2019
t$	t	T	Kildin Saami	120	ēllmannt;urr’t;rɨnnt;kānn’t;sōppt	U+0074 U+0024
tt	tː	T	Kildin Saami	8	roattkje;piettex;kōttk;šōttke;puattke	U+0074 U+0074
t’	tʲ	T		30	zeaht’;zeaht’;kuedt’-žɨva;kuedt’-loann’t;rūdt’e-piell’	U+0074 U+2019
č$	tʃ	T	Kildin Saami	13	pārnenč;pārnenč;kāllh’č;vuennč;ninnč	U+010D U+0024
čč	tʃː	T	Kildin Saami	7	sūjjn-njuččkej;ruččkes’_pāll;njuččke;koččex;pɨččker	U+010D U+010D
ǯ$	dʒ	T	Kildin Saami	3	aǯ;kieǯ;kieǯ	U+01EF U+0024
cc$	tʃː	T	Kildin Saami	1	kūcc	U+0063 U+0063 U+0024
cc’	tʃʲː	T		2	kācc’ke;čacc’ke	U+0063 U+0063 U+2019
dd’	dʲː	T		2	kiedd’k;ladd’v	U+0064 U+0064 U+2019
tt’	tʲː	T		4	kūtt’k;lātt’k;cuett’k;rātt’ke	U+0074 U+0074 U+2019
o	o	U	Kildin Saami	173	poal’a;njoarrk;oalmolma;oalmolma-;koab	U+006F
ó	ó/o	U	Kildin Saami	5	maniók;kajót;jenót;xam’el’ón;katóre	U+00F3
ō	ō/oː	U	Kildin Saami	53	mōnter;sōppt;jōgk;tōllkassk;pōrrk	U+014D
о	o	U	Kildin Saami	1	pоаfčas	U+043E
^o	o	U	Kildin Saami	31	olma;oalmolma;oalmolma-;oahka;oar’es’	U+005E U+006F
^ō	ō/oː	U	Kildin Saami	5	ōss’el;ōllk;ōxxte;ōdt;ōxxte	U+005E U+014D
o$	o	U	Kildin Saami	3	pončo;rādio;što	U+006F U+0024
u	u	Y	Kildin Saami	273	puenn;pueš’en’;suel;vueŋŋk;kuellh’k	U+0075
ú	ú/u	Y	Kildin Saami	4	lagúna;kukurúza;bambúk;avtobúss	U+00FA
ū	ū/uː	Y	Kildin Saami	171	vūntas;vūmm’;vūnn;lūxxt;kūššk	U+016B
^u	u	Y	Kildin Saami	9	urr’t;ull;ukks;uc’ne;ujjte	U+005E U+0075
^ū	ū/uː	Y	Kildin Saami	1	ūdles’	U+005E U+016B
ú$	ú/u	Y	Kildin Saami	1	keŋgurú	U+00FA U+0024
-	+	_	Kildin Saami	126	čāʒ’-čullm;jēmm’n’e-pušštnehk’;tīr’m’es’-ŋull;tīr’mes’-jūkks;mūrr-ɨll	U+002D
_	_	_	Kildin Saami	52	cuegk’_ja_aʒ’;cuegk’_ja_aʒ’;tivvt_čāʒ’;vɨjjte_kūjje;puarsa_vīllj	U+005F
^=	+	_	Kildin Saami	1	=še	U+005E U+003D
āh	ā/aː h	A H	Kildin Saami	15	pāhk’;liessk-āhk’;kɨrr’tej-sāhpliŋk;sāhpliŋk;nāhp’	U+0101 U+0068
^āh	ā/aː h	A H	Kildin Saami	5	āhk’;āhk’;āhkev;āhkliŋk;āhkev	U+005E U+0101 U+0068
āss$	ā/aː sː	A S	Kildin Saami	2	čāss;čāss	U+0101 U+0073 U+0073 U+0024
āss’	ā/aː s’ː	A S	Kildin Saami	9	tāss’t;kāss’;rāss’;rāss’;rāss’	U+0101 U+0073 U+0073 U+2019
fs	f s	B S	Kildin Saami	1	voafsxess	U+0066 U+0073
fs$	f s	B S	Kildin Saami	4	sefs;piefs;sefs;kuefs	U+0066 U+0073 U+0024
ēʒ$	ē/eː dz	E C	Kildin Saami	1	vēʒ	U+0113 U+0292 U+0024
ēh	ē/eː h	E H	Kildin Saami	3	šlēhkle;kēhče;jēhk	U+0113 U+0068
ēss$	ē/eː sː	E S	Kildin Saami	1	kēss	U+0113 U+0073 U+0073 U+0024
īh	ī/iː h	I H	Kildin Saami	2	kīhče;mīhk’	U+012B U+0068
īss$	ī/iː sː	I S	Kildin Saami	1	rīss	U+012B U+0073 U+0073 U+0024
ks	k s	K S	Kildin Saami	1	saf’kse	U+006B U+0073
ls	l s	L S	Kildin Saami	2	kielselle;kielsellemušš	U+006C U+0073
ns	n s	N S	Kildin Saami	3	instrum’ént;lājnse;moajnse	U+006E U+0073
ns$	n s	N S	Kildin Saami	1	vens	U+006E U+0073 U+0024
ps	p s	P S	Kildin Saami	1	lūpste	U+0070 U+0073
ps$	p s	P S	Kildin Saami	1	aps	U+0070 U+0073 U+0024
rs	r s	R S	Kildin Saami	3	puarsa_vīllj;puarsa_vuerr’pen’;korse	U+0072 U+0073
^ōʒ	ō/oː dz	U C	Kildin Saami	1	ōʒe	U+005E U+014D U+0292
ōh	ō/oː h	U H	Kildin Saami	5	lōhk;lōhk;lōhk-čuevvt;čōhke;lōhk	U+014D U+0068
^ōh	ō/oː h	U H	Kildin Saami	3	ōhpnuvve;ōhpnuvve;ōhpnuvvej	U+005E U+014D U+0068
ós$	ó/o s	U S	Kildin Saami	1	kokós	U+00F3 U+0073 U+0024
ōss$	ō/oː sː	U S	Kildin Saami	1	kōss	U+014D U+0073 U+0073 U+0024
