Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^ee	eː	E	Q'eqchi'	8	eek'asink_rix_u;eeb’;eetalil;eelelik;eechanink	U+005E U+0065 U+0065
j	x	G	Q'eqchi'	157	k’ajob’;sujew;ch’ajom;saaj_al;ch’ajom	U+006A
^j	x	G	Q'eqchi'	109	jachoj_ib’;jotz;joob’aq;juruch';jolom	U+005E U+006A
j$	x	G	Q'eqchi'	77	sib’j;na’_eechej;xka’_alalb’ej;ketomj;aj_xoj	U+006A U+0024
jw	xʷ	G	Q'eqchi'	3	ka’ajwi’_laa’o;tz’ejwal;tz'ejwal	U+006A U+0077
^jw	xʷ	G	Q'eqchi'	1	jwees	U+005E U+006A U+0077
'	ʔ	H		136	xche'el_kab';k'atq_jolom;ru'uj_tu';pospo'oy;k'amk'ot	U+0027
h	h	H	Q'eqchi'	57	samahi’;xyampi_ha’;ch’och’_sutsu_chi_ha’;chi_re_ha’;pumpuukil_ha’	U+0068
’	ʔ	H		48	xe’toon;te’elch’ol;laa’in;laa’at;laa’o	U+2019
^h	h	H	Q'eqchi'	47	ha’;hiik;hab’;humuk;hi’	U+005E U+0068
h$	h	H	Q'eqchi'	2	xchu’i_keh;tuh	U+0068 U+0024
’$	ʔ	H	Q'eqchi'	17	samahi’;k’iche’;che’;si’;ko’	U+2019 U+0024
i	i	I	Q'eqchi'	584	ru_chi_ch’och’;samahi’;xyampi_ha’;ch’och’_sutsu_chi_ha’;kontineent	U+0069
^i	i	I	Q'eqchi'	46	iq’;iq’;ixq;ixq;ixqa’al	U+005E U+0069
i$	i	I	Q'eqchi'	10	sa'_yi;ani;ji;ru_ji;tweek’asi	U+0069 U+0024
ii	iː	I	Q'eqchi'	68	hiik;tiix;tiix;xrabin_iitz’in;tziitzib’	U+0069 U+0069
^ii	iː	I	Q'eqchi'	5	iitz’in;iitz’in;iiqank;iitz’inb’ej;iib'ej	U+005E U+0069 U+0069
y	j	J	Q'eqchi'	92	xyampi_ha’;poyanam;inna’_inyuwa’;ranab’_xyuwa’;xyuwa’_ixaqil	U+0079
^y	j	J	Q'eqchi'	60	yuwa’;yuk;yak;ye;yuqyuqink	U+005E U+0079
y$	j	J	Q'eqchi'	33	b’ab’ay;kuy;kawaay;kawaay;xna’_kawaay	U+0079 U+0024
g	g	K	Q'eqchi'	5	b’orego;igo;algo;kanguru;iglees	U+0067
k	k	K	Q'eqchi'	218	pumpuukil_ha’;pumpuukil_ha’;pekil_ha’;raq’kaaq;lemskaaq	U+006B
q	q	K	Q'eqchi'	114	woqx;kaq_sut_iq’;kaqlaaq’;saqen;choqlenk	U+0071
^g	g	K	Q'eqchi'	2	granyon;ganso	U+005E U+0067
^k	k	K	Q'eqchi'	223	kontineent;kumb’;kaaq;kaaq;kaq_sut_iq’	U+005E U+006B
^q	q	K	Q'eqchi'	22	qoch;q’ol_is;qachok;qatzok;qoorank	U+005E U+0071
g$	g	K	Q'eqchi'	1	testiig	U+0067 U+0024
k$	kʰ	K		533	ochoch_pek;ch’anaak;pek;hiik;choqlenk	U+006B U+0024
k'	kʼ	K		54	poolok'il;eek'asink_rix_u;rik'ok;k'amk'ot;matk'ek	U+006B U+0027
k’	kʼ	K		32	k’ak’naab’;xpisk’_ha’;aak’ab’;ralal_xk’ajol;aj_k’aak’alehom_ketomq	U+006B U+2019
q$	qʰ	K		71	tuq;raq’kaaq;lemskaaq;xrepom_kaaq;kaaq	U+0071 U+0024
q'	qʼ	K		68	kux_uq'm;na'_uq'm;naq'_kun;naq'_it;musiq'ak	U+0071 U+0027
qw	qʷ	K	Q'eqchi'	3	anaqwan;anaqwan;tiqwal	U+0071 U+0077
q’	qʼ	K		40	taq’a;taq’a;saq’e;raq’kaaq;kaq_sut_iq’	U+0071 U+2019
^kw	gʷ	K	Q'eqchi'	2	kwaart;kwenta	U+005E U+006B U+0077
^k’	kʼ	K		44	k’ak’naab’;k’anha’;k’iche’;k’ajob’;k’at	U+005E U+006B U+2019
^q'	qʼ	K		39	q'uusank;q'un;q'emkun;q'an;q'aaneq	U+005E U+0071 U+0027
k'$	kʼ	K		9	sek';wa'leb'_sek';xeek';t'ok';b'alak'	U+006B U+0027 U+0024
k’$	kʼ	K		21	ruk’;xik’;uk’;k’ot_uk’;xook’	U+006B U+2019 U+0024
q'$	qʼ	K		16	ru'uj_aq';kenq';naq';xna'aj_tiiq';chaq'	U+0071 U+0027 U+0024
l	l	L	Q'eqchi'	391	sulul;palaw;palaw;palaw;pumpuukil_ha’	U+006C
^l	l	L	Q'eqchi'	63	lemskaaq;lemskaaq;lut;laa’in;laa’at	U+005E U+006C
l$	l	L	Q'eqchi'	262	sulul;tzuul;uul;saaj_al;saaj_ixqa’al	U+006C U+0024
m	m	M	Q'eqchi'	167	samahi’;xyampi_ha’;pumpuukil_ha’;pumpuukil_ha’;nima’	U+006D
^m	m	M	Q'eqchi'	83	mu;mama’;mel;muul;mukuy	U+005E U+006D
m$	m	M	Q'eqchi'	99	chahim;repom;xam;raq’xam;ruuxam	U+006D U+0024
n	n	N	Q'eqchi'	427	kontineent;kontineent;kontineent;ch’anaak;ch’ina_ha’	U+006E
^n	n	N	Q'eqchi'	60	nima’;na’;na’chin;na’_eechej;neb’a’	U+005E U+006E
n$	n	N	Q'eqchi'	127	siwan;saqen;kutan;kach’in;rab’in	U+006E U+0024
b	b	P	Q'eqchi'	5	xrabin_iitz’in;tiburon;alfombra;tiimbr;sabana	U+0062
p	p	P	Q'eqchi'	59	xyampi_ha’;ochoch_pek;pumpuukil_ha’;pumpuukil_ha’;xpisk’_ha’	U+0070
^p	p	P	Q'eqchi'	100	poqs;palaw;palaw;palaw;pumpuukil_ha’	U+005E U+0070
b'	ɓ	P		152	rub'el_e;b'aqel_xb'een_tel;yiib'ej;alob'aal;ab'aj	U+0062 U+0027
b’	ɓ	P		147	kumb’;k’ak’naab’;saab’;aak’ab’;k’ajob’	U+0062 U+2019
p$	pʰ	P		9	chup;ch’up;jip;kachimp;poop	U+0070 U+0024
^b'	ɓ	P		58	b'aqel_jolom;b'aqel_xb'een_tel;b'anok;b'anonel;b'an	U+005E U+0062 U+0027
^b’	ɓ	P		58	b’oolha’;b’ab’ay;b’eelom;b’ooyx;b’aak	U+005E U+0062 U+2019
b'$	ɓ	P		58	rochoch_kab';xche'el_kab';xukub';maatzab';k'ehok_chuq'ub'	U+0062 U+0027 U+0024
r	ɾ	R	Q'eqchi'	187	chi_re_ha’;xrepom_kaaq;xrabin_iitz’in;xrab’in_as;ka’_ralal	U+0072
^r	r	R	Q'eqchi'	127	ru_chi_ch’och’;raq’kaaq;repom;raq’xam;ruuxam	U+005E U+0072
r$	r	R	Q'eqchi'	38	potreer;karneer;karneer;karneer;loor	U+0072 U+0024
s	s	S	Q'eqchi'	104	ch’och’_sutsu_chi_ha’;xpisk’_ha’;kaq_sut_iq’;as_e;so’sol	U+0073
x	ʃ	S	Q'eqchi'	135	choxa;raq’xam;ruuxam;k’ehok_xam;ruuxam	U+0078
z	z	S	Q'eqchi'	39	tzuul;tzo’_kaxlan;motzo’;tzonok’;b’itzkiri’	U+007A
^s	s	S	Q'eqchi'	123	sulul;samahi’;siwan;suut_ha’;saab’	U+005E U+0073
^x	ʃ	S	Q'eqchi'	123	xyampi_ha’;xpisk’_ha’;xrepom_kaaq;xchu’i_keh;xam	U+005E U+0078
s$	s	S	Q'eqchi'	35	poos;as;as;xrab’in_as;mes	U+0073 U+0024
x$	ʃ	S	Q'eqchi'	57	woqx;tiix;tiix;laa’ex;koral_wakax	U+0078 U+0024
z$	z	S	Q'eqchi'	5	jotz;katzkatz;mitz;b'olotz;potzpotz	U+007A U+0024
^xx	ʃː	S	Q'eqchi'	1	xxaqab’ankil	U+005E U+0078 U+0078
d	d	T	Q'eqchi'	8	kordero;seda;kandeel;rueda;soldaa	U+0064
t	t	T	Q'eqchi'	211	kontineent;suut_ha’;kaq_sut_iq’;tuntunkil_choq;kutan	U+0074
^d	d	T	Q'eqchi'	1	domiin	U+005E U+0064
^t	t	T	Q'eqchi'	151	tzuul;taq’a;taq’a;tuq;tuntunkil_choq	U+005E U+0074
ch	tʃ	T	Q'eqchi'	99	ru_chi_ch’och’;ch’och’_sutsu_chi_ha’;ochoch_pek;ochoch_pek;k’iche’	U+0063 U+0068
d$	d	T	Q'eqchi'	3	seb’aad;elektrisidad;periood	U+0064 U+0024
t$	tʰ	T		60	kontineent;k’at;taat;lut;amaq’il_tenamit	U+0074 U+0024
t'	tʼ	T		15	at'isb'ak;t'ojt'o;t'ust'u;t'urt'u;jot'ok	U+0074 U+0027
t’	tʼ	T		2	let’ok;xut’uk	U+0074 U+2019
^ch	tʃ	T	Q'eqchi'	60	chi_re_ha’;che’;choxa;chahim;chu’ke	U+005E U+0063 U+0068
^t'	tʼ	T		18	t'uru'_xjolom;t'ojt'o;t'uru';t'ust'u;t'urt'u	U+005E U+0074 U+0027
^t’	tʼ	T		5	t’iw;t’usub’;t’ikr;t’uyub’ank;t’ane’k	U+005E U+0074 U+2019
ch$	tʃ	T	Q'eqchi'	24	k’uch;qoch;aj_uch;soch;paachach	U+0063 U+0068 U+0024
ch'	tʃʼ	T		46	jach'ok;hach'lenk;hach'ok;mich'mo;ch'ina_ch'iich'	U+0063 U+0068 U+0027
ch’	tʃʼ	T		21	ru_chi_ch’och’;ch’och’_sutsu_chi_ha’;pach’il_ha’;kach’in;te’elch’ol	U+0063 U+0068 U+2019
t'$	tʼ	T		2	loot';b'ut'	U+0074 U+0027 U+0024
tz'	tsʼ	T		19	mutz'mutz'ink;mutz'mutz'ink;wotz'okil;atz'am;yatz'ok	U+0074 U+007A U+0027
tz’	tsʼ	T		13	iitz’in;iitz’in;xrabin_iitz’in;uutz’u’uj;aj_tz’ak	U+0074 U+007A U+2019
^ch'	tʃʼ	T		34	ch'ool;ch'och';ch'ina_ch'iich';ch'utleb'aal;ch'epok	U+005E U+0063 U+0068 U+0027
^ch’	tʃʼ	T		26	ch’och’;ch’och’;ch’och’_sutsu_chi_ha’;ch’anaak;ch’ina_ha’	U+005E U+0063 U+0068 U+2019
^tz'	tsʼ	T		29	tz'uumal_e;tz'ejwal;tz'eqok_ib';tz'apxik;tz'okaak	U+005E U+0074 U+007A U+0027
^tz’	tsʼ	T		18	tz’ab’;tz’ik;tz’ik;tz’i’;tz’aak	U+005E U+0074 U+007A U+2019
ch'$	tʃʼ	T		16	juruch';ch'och';ch'ina_ch'iich';k'onk'ookil_ch'iich';ch'ina_ch'iich'	U+0063 U+0068 U+0027 U+0024
ch’$	tʃʼ	T		11	ru_chi_ch’och’;ch’och’;ch’och’;rax_ch’och’;ich’	U+0063 U+0068 U+2019 U+0024
tz'$	tsʼ	T		5	mutz';b'aqsotz';jutz';laatz';lemtz'	U+0074 U+007A U+0027 U+0024
tz’$	tsʼ	T		4	sotz’;b’atz’;utz’;kok’_utz’	U+0074 U+007A U+2019 U+0024
o	o	U	Q'eqchi'	674	ru_chi_ch’och’;ch’och’;ch’och’;poqs;ch’och’_sutsu_chi_ha’	U+006F
^o	o	U	Q'eqchi'	27	ochoch_pek;ob’eja;oq;ojb'ak;ok_chi_ha'	U+005E U+006F
o$	o	U	Q'eqchi'	47	po;laa’o;laa’o;haa’o;ka’ajwi’_laa’o	U+006F U+0024
oo	oː	U	Q'eqchi'	56	b’oolha’;poos;xe’toon;b’ooyx;loor	U+006F U+006F
^oo	oː	U	Q'eqchi'	4	oos;oorn;oob';oor	U+005E U+006F U+006F
w	w	W	Q'eqchi'	66	siwan;yuwa’;inna’_inyuwa’;ranab’_xyuwa’;xyuwa’_ixaqil	U+0077
^w	w	W	Q'eqchi'	44	woqx;winq;wakax;warom;wark	U+005E U+0077
w$	w	W	Q'eqchi'	20	palaw;palaw;palaw;sujew;chakow	U+0077 U+0024
u	u	Y	Q'eqchi'	417	ru_chi_ch’och’;sulul;sulul;ch’och’_sutsu_chi_ha’;ch’och’_sutsu_chi_ha’	U+0075
^u	u	Y	Q'eqchi'	17	uch_ch’o;uk’;utz’;ulul;u’uj	U+005E U+0075
u$	u	Y	Q'eqchi'	52	mu;sa’_u;xnaq’_u;rix_u;rismal_u	U+0075 U+0024
uu	uː	Y	Q'eqchi'	55	tzuul;pumpuukil_ha’;pumpuukil_ha’;suut_ha’;ruuxam	U+0075 U+0075
^uu	uː	Y	Q'eqchi'	4	uul;uuq;uutz’u’uj;uutz'u'uj	U+005E U+0075 U+0075
-	+	_	Q'eqchi'	1	aj-lab'aal_kutan	U+002D
_	_	_	Q'eqchi'	431	ru_chi_ch’och’;ru_chi_ch’och’;xyampi_ha’;ch’och’_sutsu_chi_ha’;ch’och’_sutsu_chi_ha’	U+005F
a'	a ʔ	A H		37	na'_uq'm;sa'_yi;xa'wak;na'_uuchik;sa'_yu'am	U+0061 U+0027
a’	a ʔ	A H		59	saaj_ixqa’al;ch’ina_ixqa’al;ixqa’al;inna’_inyuwa’;ixa’an	U+0061 U+2019
a'$	a ʔ	A H		17	ok_chi_ha';puchha';porha';ruq'_ka';uk'a'	U+0061 U+0027 U+0024
a’$	a ʔ	A H		47	xyampi_ha’;ch’och’_sutsu_chi_ha’;chi_re_ha’;ha’;pumpuukil_ha’	U+0061 U+2019 U+0024
js	x s	G S	Q'eqchi'	1	q'ajsink	U+006A U+0073
ks	k s	K S	Q'eqchi'	2	siksotk;inyeksion	U+006B U+0073
qs	q s	K S	Q'eqchi'	1	b'aqsotz'	U+0071 U+0073
qs$	q s	K S	Q'eqchi'	1	poqs	U+0071 U+0073 U+0024
ls	l s	L S	Q'eqchi'	2	pulseer;papelseya	U+006C U+0073
ls$	l s	L S	Q'eqchi'	1	miercools	U+006C U+0073 U+0024
ms	m s	M S	Q'eqchi'	8	lemskaaq;lemskaaq;sumsuukil;sumsuukil;kamsink	U+006D U+0073
ms$	m s	M S	Q'eqchi'	3	mams;nums;k’ams	U+006D U+0073 U+0024
ns	n s	N S	Q'eqchi'	3	ganso;insekto;b’alq’unsink	U+006E U+0073
ns$	n s	N S	Q'eqchi'	2	luuns;lisens	U+006E U+0073 U+0024
^nw	n w	N W	Q'eqchi'	1	nwes	U+005E U+006E U+0077
ps$	p s	P S	Q'eqchi'	1	paaps	U+0070 U+0073 U+0024
^pw	p w	P W	Q'eqchi'	1	pwerta	U+005E U+0070 U+0077
rs	r s	R S	Q'eqchi'	2	sursu;sursu	U+0072 U+0073
rs$	r s	R S	Q'eqchi'	1	b’yers	U+0072 U+0073 U+0024
rw	r w	R W	Q'eqchi'	1	serwees	U+0072 U+0077
xs	ʃ s	S S	Q'eqchi'	4	nim_xsa';maak'a'_xsa';oxsut;xyalb’al_xsahil	U+0078 U+0073
^xs	ʃ s	S S	Q'eqchi'	2	xsu_oq;xsumenkil	U+005E U+0078 U+0073
xw	ʃ w	S W	Q'eqchi'	1	oxwa	U+0078 U+0077
^xw	ʃ w	S W	Q'eqchi'	1	xwah_kar	U+005E U+0078 U+0077
^tw	t w	T W	Q'eqchi'	1	tweek’asi	U+005E U+0074 U+0077
u’	u ʔ	Y H		9	chu’ke;xchu’i_keh;tu’q’ixq;sa’_u’uj;ru’uj_uq’	U+0075 U+2019
a'a	a ʔ a	A H A	Q'eqchi'	20	rix_ja'aj;xna'aj_tiiq';xya'al_kab';xya'al_tu';na'ajink	U+0061 U+0027 U+0061
lh	l + h	L _ H	Q'eqchi'	1	b’oolha’	U+006C U+0068
ll	l + l	L _ L	Q'eqchi'	1	tzolleb'aal	U+006C U+006C
nh	n + h	N _ H	Q'eqchi'	1	k’anha’	U+006E U+0068
nn	n + n	N _ N	Q'eqchi'	1	inna’_inyuwa’	U+006E U+006E
rh	r + h	R _ H	Q'eqchi'	1	porha'	U+0072 U+0068
chh	tʃ + h	T _ H	Q'eqchi'	1	puchha'	U+0063 U+0068 U+0068
u'u	u ʔ u	Y H Y	Q'eqchi'	7	ru'uj_aq';ru'uj_oq;ru'uj_tu';chu'uk;uutz'u'uj	U+0075 U+0027 U+0075
