Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^y	j	J	Bezhta	44	yuk’o_zaƛo;yuq’o_isi;yaccal;y-uq’o_iyo;yuq’o_iyo	U+005E U+0079
y$	j	J	Bezhta	23	xay;qorolay;xoy;ič’ey;kündäy	U+0079 U+0024
g	g	K	Bezhta	51	soyyā_gäččo;halagab;ägärɬi;t’iga;šügö	U+0067
k	k	K	Bezhta	100	ulka;akean;picka;bikinab;atabākiyoɬi	U+006B
q	q	K	Bezhta	63	hasa_qäƛeyoɬi;aqo;ölöqän;aqo-qowa;aqo-qowa	U+0071
^g	g	K	Bezhta	25	got’;got’;güdä-gedo;güdä;gedo	U+005E U+0067
^k	k	K	Bezhta	70	ko;kantinent;kayƛoyo;kayƛoyo;kanɬi	U+005E U+006B
^q	q	K	Bezhta	28	qo;qorolay;qizan;qal;qat	U+005E U+0071
g$	g	K	Bezhta	4	šag;õg;nalog;četverg	U+0067 U+0024
k$	k	K	Bezhta	11	korolik;maymalak;äᵑɣäläš_kik;katilok;panidennik	U+006B U+0024
k’	kʼ	K		79	č’ink’ilɬi;ẽxe_k’äyƛöčäš_mäče;yuk’o_zaƛo;-ek’el-;-ek’e-	U+006B U+2019
q$	q	K	Bezhta	9	boq;wodo-boq;hawa-baq;läq;piq	U+0071 U+0024
q’	qʼ	K		89	aq’o_y-ẽƛe-;aqo_y-õq’o-yo;uq’o_is;yuq’o_isi;uq’o_abo	U+0071 U+2019
q”	qʼ	K	Bezhta	2	-õq”o-;öᵑq”öbuƛ’o	U+0071 U+201D
^k’	kʼ	K		44	k’ā;k’emusa;k’ado-miqā;k’oco;k’ok’oyo	U+005E U+006B U+2019
^q’	q	K		45	q’ica;q’owa;q’owa;q’unƛella;q’orolaw	U+005E U+0071 U+2019
l	l	L	Bezhta	242	ulka;č’ink’ilɬi;halagab;ƛ’alo;mäče_laxƛōɬi	U+006C
ɬ	ɬ	L	Bezhta	73	ät’iɬi;ɬäräʔɬi;č’ink’ilɬi;raɬad;mäče_laxƛōɬi	U+026C
^l	l	L	Bezhta	15	laga;läq;läƛ’_-ẽƛ’eyo;läqdä-;laxƛol-	U+005E U+006C
^ɬ	ɬ	L	Bezhta	27	ɬäräʔɬi;ɬi;ɬišel-;ɬüʔ-ƛ-;ɬiyac’-	U+005E U+026C
l$	l	L	Bezhta	33	dunnal;räʔäl;waccal;yaccal;umumal	U+006C U+0024
ɬ$	ɬ	L	Bezhta	3	xisalaɬ;hũɬ;hũɬlaɬ	U+026C U+0024
m	m	M	Bezhta	99	cumri;ẽxe_k’äyƛöčäš_mäče;has-mus;c’oys_mic;hǟmö	U+006D
^m	m	M	Bezhta	97	mizo;mäče;miso;mǟ;maydan	U+005E U+006D
m$	m	M	Bezhta	6	ädäm;q’ǟm;müɣättǟš_q’äm;kim;t’im	U+006D U+0024
n	n	N	Bezhta	152	č’ink’ilɬi;kantinent;kantinent;kantinent;onox	U+006E
^n	n	N	Bezhta	48	nuzo;naslo;naco;nucodaq_t’ot’;nuqulco_mäče	U+005E U+006E
n$	n	N	Bezhta	57	maydan;akean;wan;insan;ölöqän	U+006E U+0024
b	b	P	Bezhta	109	wodo-boq;hawa-baq;abo;aboddās;atabākiyoɬi	U+0062
p	p	P	Bezhta	19	papugay;päpät’ö;ƛaplaɣe;ƛ’alis_ƛaplaɣe;zaipab	U+0070
^B	B/b	P	Bezhta	1	Bet’erhan	U+005E U+0042
^b	b	P	Bezhta	108	bizo;boq;bolo;bikinab;bet’erhan	U+005E U+0062
^p	p	P	Bezhta	39	pax;pöp;picka;papugay;pil	U+005E U+0070
b$	b	P	Bezhta	44	halagab;bikinab;c’uyab;bikinab;c’uyab	U+0062 U+0024
p$	p	P	Bezhta	1	pöp	U+0070 U+0024
p’	pʼ	P		10	p’äp’älö;č’ap’;p’ilp’il;näp’či;sap’uni	U+0070 U+2019
^p’	pʼ	P		5	p’äp’älö;p’ilp’il;p’alt’o;p’ap’iros;p’ip’it’i	U+005E U+0070 U+2019
r	r	R	Bezhta	143	ät’iraƛ’;ɬäräʔɬi;cumri;hayri;ɣadri	U+0072
^r	r	R	Bezhta	21	raƛ’;räʔäl;raɬad;ruz;rähät_bökči-	U+005E U+0072
r$	r	R	Bezhta	30	hüt’-qumur;toxtur;čäydär;čakar;žawhar	U+0072 U+0024
s	s	S	Bezhta	108	miso;hasa_qäƛeyoɬi;has-mus;c’oys_mic;isi	U+0073
z	z	S	Bezhta	69	mizo;bizo;yuk’o_zaƛo;nuzo;qizan	U+007A
š	ʃ	S	Bezhta	50	ẽxe_k’äyƛöčäš_mäče;ƛišiyo;mašola;ɬišel-;mahar_kešeyoɬi	U+0161
ž	ʒ	S	Bezhta	32	häžä;öžö;öžö;besdal_öžö;miže	U+017E
^s	s	S	Bezhta	49	soyyā_gäččo;soyya;suk’o;suk’o;sakoneli	U+005E U+0073
^z	z	S	Bezhta	26	zaƛo;zoƛ’o;zoƛ’o;zizida-;zaipab	U+005E U+007A
^š	ʃ	S	Bezhta	29	šed;šügö;šeblo;šelo;šebo	U+005E U+0161
^ž	ʒ	S	Bezhta	13	žanaza;žöž;žawhar;žüɣ;žö	U+005E U+017E
s$	s	S	Bezhta	34	has;has;has-mus;is;uq’o_is	U+0073 U+0024
z$	z	S	Bezhta	10	õz;ruz;ɣiz;kiz;kiraz	U+007A U+0024
š$	ʃ	S	Bezhta	9	beš;-iq’eʔeš;palaš;naq’iš;beš	U+0161 U+0024
ž$	ʒ	S	Bezhta	4	žöž;äᵑž;bež;xarž	U+017E U+0024
d	d	T	Bezhta	137	maydan;hidoci;xida;wodo;wodo-boq	U+0064
t	t	T	Bezhta	62	tato;kantinent;beyten;atabākiyoɬi;q’ätälö	U+0074
č	tʃ	T	Bezhta	37	mäče;ẽxe_k’äyƛöčäš_mäče;ẽxe_k’äyƛöčäš_mäče;mäče_laxƛōɬi;nuqulco_mäče	U+010D
ƛ	tɬ	T	Bezhta	76	ẽxe_k’äyƛöčäš_mäče;mäče_laxƛōɬi;kayƛoyo;hasa_qäƛeyoɬi;kayƛoyo	U+019B
^d	d	T	Bezhta	24	dunnal;delfin;dursa;dursa;do	U+005E U+0064
^t	t	T	Bezhta	33	tato;tit;tarakan;tüwä-;töbǟ	U+005E U+0074
^č	tʃ	T	Bezhta	16	čik’e;čayka;čaynik’;čäydär;čakar	U+005E U+010D
^ƛ	tɬ	T	Bezhta	22	ƛišiyo;ƛile;ƛordena;ƛaplaɣe;ƛöᵑwä	U+005E U+019B
c’	tsʼ	T		51	häymän-boc’i;xoyc’on;bac’o;ɣalbac’;c’ac’aka	U+0063 U+2019
d$	d	T	Bezhta	11	šed;raɬad;kid;kid;kid	U+0064 U+0024
t$	t	T	Bezhta	29	kantinent;tit;kit;qat;k’ihmat	U+0074 U+0024
t’	tʼ	T		77	ät’iraƛ’;ät’iɬi;bet’erhan;it’ino_is;it’ino_isi	U+0074 U+2019
č$	tʃ	T	Bezhta	7	warač;peč;peč;kirpič;qanč	U+010D U+0024
č’	tʃʼ	T		30	ič’ey;mäč’ä;ɣeč’i;ɬūᵑs_ɣeč’i;q’äč’ä	U+010D U+2019
ƛ$	tɬ	T	Bezhta	5	bogoƛ;istiʔoƛ;müɣäƛ;äƛ;iƛ	U+019B U+0024
ƛ’	tɬʼ	T		67	häyš_ƛ’äq’e;zoƛ’o;buq’o_zaƛ’o;zoƛ’o;läƛ’_-ẽƛ’eyo	U+019B U+2019
^c’	tsʼ	T		29	c’o;c’oys_mic;c’uyab;c’uyab;c’ima	U+005E U+0063 U+2019
^t’	tʼ	T		20	t’axe;t’iga;t’ot’;t’im;t’abak’o	U+005E U+0074 U+2019
^č’	tʃʼ	T		9	č’ink’ilɬi;č’ike;č’amal;č’ap’;č’aɣa	U+005E U+010D U+2019
^ƛ’	tɬʼ	T		24	ƛ’alo;ƛ’alis_ƛaplaɣe;ƛ’aqa;ƛ’aq’alo;ƛ’amo	U+005E U+019B U+2019
t’$	tʼ	T		10	got’;got’;nucodaq_t’ot’;t’ot’;c’it’	U+0074 U+2019 U+0024
č’$	tʃʼ	T		4	müč’;yöxič’;keč’;qač’	U+010D U+2019 U+0024
ƛ’$	tɬʼ	T		7	raƛ’;ät’iraƛ’;biƛ’;hũƛ’;daƛ’	U+019B U+2019 U+0024
o	o	U	Bezhta	455	got’;onox;soyyā_gäččo;soyya;moh	U+006F
õ	õ	U	Bezhta	20	aqo_y-õq’o-yo;yõso;yõsoqan;-õso-;-õq”o-	U+00F5
ö	œ	U	Bezhta	62	pöp;ẽxe_k’äyƛöčäš_mäče;ölöqän;besdal_öžö;böƛöqä	U+00F6
ō	oː	U	Bezhta	6	mäče_laxƛōɬi;nukōɬi;talih_buɣōɬi;k’ok’ōɬi;zina_bōyoɬi	U+014D
ȭ	õː	U	Bezhta	1	büwähȭɬi	U+022D
^o	o	U	Bezhta	9	onox;otaxi;okko;okko;ok’dagi	U+005E U+006F
^õ	õ	U	Bezhta	10	õz;õs;õx_gähiyo;õx_gähiyo_yaq-;õxo	U+005E U+00F5
^ö	œ	U	Bezhta	10	öžö;ölöqän;öžö;ömrö_b-ow-;ömrö_b-ow-	U+005E U+00F6
o$	o	U	Bezhta	226	mizo;tato;miso;bizo;ko	U+006F U+0024
oo	oː	U	Bezhta	1	käčeɬiyooɬi	U+006F U+006F
ö$	œ	U	Bezhta	52	hǟmö;öžö;öžö;besdal_öžö;šügö	U+00F6 U+0024
öᵑ	œ̃	U	Bezhta	3	yöᵑtö;šöᵑƛö;höᵑššöna	U+00F6 U+1D51
ō$	oː	U	Bezhta	6	kō;q’ō;q’ō;hoʔō;qoqō	U+014D U+0024
^öᵑ	œ̃	U	Bezhta	2	öᵑq”öbuƛ’o;öᵑq’önä	U+005E U+00F6 U+1D51
ȫᵑ$	œ̃ː	U	Bezhta	1	xȫᵑ	U+022B U+1D51 U+0024
w	w	W	Bezhta	75	hawa;hawa-baq;aqo-qowa;q’owa;q’owa	U+0077
^w	w	W	Bezhta	16	wan;wodo;wodo-boq;waccal;weka	U+005E U+0077
w$	w	W	Bezhta	7	q’orolaw;kaw;kanaw;amru_bow;äyibiyaw	U+0077 U+0024
u	u	Y	Bezhta	164	dunnal;cumri;yuk’o_zaƛo;has-mus;hudo	U+0075
ü	y	Y	Bezhta	51	šügö;güdä-gedo;güdä;kündäy;hüt’-qumur	U+00FC
ũ	ũ	Y	Bezhta	9	cũha;hũca;hũƛ’;hũk’ā;-ũco-	U+0169
^u	u	Y	Bezhta	14	ulka;uq’o_is;umumal;uq’o_abo;uq’o_abo	U+005E U+0075
^ü	y	Y	Bezhta	2	üč’äräb;üštel	U+005E U+00FC
u$	u	Y	Bezhta	8	ixu;daru;zahru;näži-xaɣu;asru	U+0075 U+0024
üᵑ	ỹ	Y	Bezhta	2	k’äy_-üᵑxöl-;k’äy_-üᵑxö-	U+00FC U+1D51
ũ$	ũ	Y	Bezhta	1	ʔãʔũ	U+0169 U+0024
ūᵑ	ũː	Y	Bezhta	1	ɬūᵑs_ɣeč’i	U+016B U+1D51
üᵑ$	ỹ	Y	Bezhta	1	ɬüᵑ	U+00FC U+1D51 U+0024
ūᵑ$	ũː	Y	Bezhta	1	c’ūᵑ	U+016B U+1D51 U+0024
-	+	_	Bezhta	580	has-mus;wodo-boq;hawa-baq;-ek’el-;-ek’el-	U+002D
_	_	_	Bezhta	221	soyyā_gäččo;ẽxe_k’äyƛöčäš_mäče;ẽxe_k’äyƛöčäš_mäče;mäče_laxƛōɬi;hasa_qäƛeyoɬi	U+005F
ās	aː s	A S	Bezhta	3	õq’q’aʔdās_mäče;biqqaʔdās_mäče;emedās_mex	U+0101 U+0073
ās$	aː s	A S	Bezhta	4	aboddās;iyoddās;aboddās;iyoddās	U+0101 U+0073 U+0024
cc	ts ts	C C	Bezhta	5	waccal;yaccal;-eccak’-;žawab_niccas_suk’o;-ẽccak’-	U+0063 U+0063
äh	æ h	E H	Bezhta	15	hähda-;õx_gähiyo;õx_gähiyo_yaq-;rähät_bökči-;k’ähälab	U+00E4 U+0068
^äh	æ h	E H	Bezhta	1	ähi	U+005E U+00E4 U+0068
äh$	æ h	E H	Bezhta	2	däh;yaraɣ-mätäh	U+00E4 U+0068 U+0024
^äᵑh	æ̃ h	E H	Bezhta	1	äᵑheyo	U+005E U+00E4 U+1D51 U+0068
xx	x x	G G	Bezhta	1	-ixxo	U+0078 U+0078
īs	iː s	I S	Bezhta	1	ɬīs_momola	U+012B U+0073
īs$	iː s	I S	Bezhta	1	dīs	U+012B U+0073 U+0024
yy	j j	J J	Bezhta	5	soyyā_gäččo;soyya;soyya;k’öyyä;k’öyyä	U+0079 U+0079
kk	k k	K K	Bezhta	5	okko;okko;kilos_okko;okko_-ow-;kikko	U+006B U+006B
qq	q q	K K	Bezhta	1	biqqaʔdās_mäče	U+0071 U+0071
ll	l l	L L	Bezhta	8	q’unƛella;räʔälliƛ’a_-ečel-;giɬillo;öllö;kello	U+006C U+006C
ɬs	ɬ s	L S	Bezhta	1	marč’ok’oɬso_mex	U+026C U+0073
mm	m m	M M	Bezhta	2	tammako;ƛämmö	U+006D U+006D
nn	n n	N N	Bezhta	3	dunnal;panidennik;sunnat	U+006E U+006E
ns	n s	N S	Bezhta	1	insan	U+006E U+0073
bs	b s	P S	Bezhta	1	habsaʔat	U+0062 U+0073
rh	r h	R H	Bezhta	6	bet’erhan;gurhel;bet’erhan;bet’erhan;berhenɬi	U+0072 U+0068
rr	r r	R R	Bezhta	2	örrä;hörrä-	U+0072 U+0072
rs	r s	R S	Bezhta	2	dursa;dursa	U+0072 U+0073
ss	s s	S S	Bezhta	1	qusso	U+0073 U+0073
zz	z z	S S	Bezhta	1	ezzeʔan	U+007A U+007A
šš	ʃ ʃ	S S	Bezhta	3	-äᵑššö;šüššö;höᵑššöna	U+0161 U+0161
dd	d d	T T	Bezhta	12	aboddās;iyoddās;aboddās;iyoddās;c’uddo_c’emuc’	U+0064 U+0064
tt	t t	T T	Bezhta	3	müɣättǟš_q’äm;müɣättǟš;müɣättǟ_-üƛ’-	U+0074 U+0074
čč	tʃ tʃ	T T	Bezhta	5	soyyā_gäččo;yäže_gäččö;käččö;ãq’lo_gäččö;äyib_gäččö	U+010D U+010D
ƛƛ	tɬ tɬ	T T	Bezhta	5	koƛƛoɬi;coƛƛo-;q’uƛƛo;yaƛƛokos;koƛƛo	U+019B U+019B
^öh	œ h	U H	Bezhta	1	öhdä-	U+005E U+00F6 U+0068
öw	œ w	U W	Bezhta	2	xöwǟ-;ɬöwa-	U+00F6 U+0077
öᵑw	œ̃ w	U W	Bezhta	2	ƛöᵑwä;q’eyas_ƛöᵑwä	U+00F6 U+1D51 U+0077
wh	w h	W H	Bezhta	1	žawhar	U+0077 U+0068
üh	y h	Y H	Bezhta	3	č’ühi;yühi;mühkänäb	U+00FC U+0068
üh$	y h	Y H	Bezhta	1	rüh	U+00FC U+0068 U+0024
üw	y w	Y W	Bezhta	6	häq’üwä;tüwä-;-üwö;-üwö-;püwä-	U+00FC U+0077
