Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL		NULL	0		NULL
$	NULL			302	dalga-;dʒəgdə-;nul-;ʃi:-;uyumə:-	U+0024
(	NULL			3	adirga_(mʊrɪn);bata_(bəyə);tʃuwa_(bəyə)	U+0028
)	NULL			3	adirga_(mʊrɪn);bata_(bəyə);tʃuwa_(bəyə)	U+0029
a	a	A	Oroqen	457	bʊɣaŋi_əlginin;tʊkala;tɔ:rag;tilbaka;kadar	U+0061
^a	a	A	Oroqen	94	amʊdʒi;amʊkan;agdɪ;aɲan;aʃɪ	U+005E U+0061
a$	a	A	Oroqen	127	tʊkala;tilbaka;bira;mɔ:ʃa;bʊwa	U+0061 U+0024
a:	aː	A	Oroqen	65	ɪla:n;una:dʒɪkan;una:dʒɪ;ʊna:dʒɪ_nəkun;atirkka:tʃan	U+0061 U+003A
^a:	aː	A	Oroqen	5	a:kin;a:ʃɪn-;a:wʊn;a:lan;a:n	U+005E U+0061 U+003A
a:$	aː	A	Oroqen	3	wudʒa:;nʊŋa:;dɔ:la:	U+0061 U+003A U+0024
ɸ	ɸ	B	Oroqen	1	daiɸu	U+0278
β	β	B	Oroqen	2	kaβila;ʃaβi	U+03B2
^ɸ	ɸ	B	Oroqen	1	ɸəytin	U+005E U+0278
ə	ə	E	Oroqen	319	bʊɣaŋi_əlginin;ʃigdəmki;dalayŋi_ŋə:kən;ultəkə;urkinən	U+0259
ɛ	ɛ	E	Oroqen	31	ʊlgɛr;iʃɛkək;bɛga;yɛla;adirga_ʊlgɛn	U+025B
^ə	ə	E	Oroqen	80	ədin;ətirkən;ənin;əkunən;əkin	U+005E U+0259
e:	eː	E	Oroqen	4	be:wyaŋ;de:n;de:nyəŋ;gawle:n	U+0065 U+003A
ə$	ə	E	Oroqen	126	urə;ultəkə;tur_urtərgətʃə;ʃiləkʃə;tigdə	U+0259 U+0024
ə:	əː	E	Oroqen	58	dalayŋi_ŋə:kən;ʃə:run;uyumə:-;yə:yə;kurə:kə:n	U+0259 U+003A
ɛ$	ɛ	E	Oroqen	10	kumɛ;tʃawtʃalɛ;tutuyɛ;ʃəlbɛ;turgidɛ	U+025B U+0024
ɛ:	ɛː	E	Oroqen	23	ata:kɛ:ŋi_adɪlɪn;yɛ:ʃa;yɛ:ʃaŋi_wun;ʃɛ:n;ʃɛ:muki	U+025B U+003A
^ə:	əː	E	Oroqen	4	ə:m;ə:-;ə:ri-;ə:m	U+005E U+0259 U+003A
ə:$	əː	E	Oroqen	12	tələ:;tə:;ərgilə:;tədʒə:;tʃi:tʃə:	U+0259 U+003A U+0024
ɛ:$	ɛː	E	Oroqen	5	ulkəkən_ɔmɔlɛ:;ata:kɛ:;bɛ:;bəbɛ:;gɛ:	U+025B U+003A U+0024
x	x	G	Oroqen	4	uyəpdilə_axɪ;axakan_utə;ərəxəltɛ:-;inxaŋ	U+0078
ɣ	ɣ	G	Oroqen	10	bʊɣaŋi_əlginin;tɔɣɔ;mɛɣan;tubiɣə;dʒiɣa	U+0263
^h	h	H	Oroqen	1	hudʒau	U+005E U+0068
i	i	I	Oroqen	264	bʊɣaŋi_əlginin;bʊɣaŋi_əlginin;bʊɣaŋi_əlginin;tilbaka;ʃirgi	U+0069
ɪ	ɪ	I	Oroqen	138	kʊdɪr;dɪlatʃa;ɔʃɪkta;talɪɲʊ;ɲɪray	U+026A
^i	i	I	Oroqen	55	iʃɛkək;iltʃi;ima:n;ima:kan;igə:tʃən	U+005E U+0069
^ɪ	ɪ	I	Oroqen	19	ɪla:n;ɪmana;ɪlɪkʃa;ɪʃakɪ;ɪla	U+005E U+026A
i$	i	I	Oroqen	82	ʃirgi;ʃigdəmki;amʊdʒi;iltʃi;adi	U+0069 U+0024
i:	iː	I	Oroqen	17	ʃi:-;mi:rə;əri:-;uli:-;udi:n	U+0069 U+003A
ɪ$	ɪ	I	Oroqen	38	agdɪ;aʃɪ;aʃɪ;una:dʒɪ;uyəpdilə_axɪ	U+026A U+0024
ɪ:	ɪː	I	Oroqen	3	kaptʃɪ:-;ʃɪ:la;ʊkɪ:-	U+026A U+003A
^i:	iː	I	Oroqen	9	i:gə;i:yə;i:nikin;i:kə;i:kə	U+005E U+0069 U+003A
i:$	iː	I	Oroqen	4	bi:;ʃi:;ʃuʃi:;ni:	U+0069 U+003A U+0024
ɪ:$	ɪː	I	Oroqen	2	aʃakɪ:;adɪ:	U+026A U+003A U+0024
g	g	K	Oroqen	142	bʊɣaŋi_əlginin;ʃirgi;ʃigdəmki;ʊlgɛr;tur_urtərgətʃə	U+0067
k	k	K	Oroqen	359	tʊkala;tilbaka;yɔpkɔn;ʃigdəmki;dalayŋi_ŋə:kən	U+006B
^g	g	K	Oroqen	58	gək;gək_ukur;gək_kʊnin;gək_ʊlgɛn;gək_mʊrɪn	U+005E U+0067
^k	k	K	Oroqen	90	kadar;kumɛ;kɔ:kun;kʊdɪr;kɔ:kan	U+005E U+006B
g$	g	K	Oroqen	3	tɔ:rag;dʒəg;dʒəg	U+0067 U+0024
k$	k	K	Oroqen	9	iʃɛkək;gək;umuruk;uyuk;ulirək	U+006B U+0024
