Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ǔ	ǔ/u	kǔltù	Kanuri	1	\u01d4
^ù	ù/u	ùgú	Kanuri	1	^ \xf9
ǔ	ǔ/u				u \u030c
u$	u	jâu, kâu	Kanuri	5	u $
ù$	ù/u	kùrúwù, nə̀mjàù	Kanuri	73	\xf9 $
ú$	ú/u	káwú, kánnú	Kanuri	39	\xfa $
û$	û/u	kə̀mbû, cû	Kanuri	8	\xfb $
w	w	kùrúwù, báwànráwàngànà	Kanuri	95	w
^w	w	wátə́, wártə́	Kanuri	41	^ w
z	z	nzə̀mbòràm, nzə̀mbò	Kanuri	44	z
^z	z	zâr bûbè, záwà súbè	Kanuri	23	^ z
^-a$	+ a	-a	Kanuri	1	^ - a $
cc	tʃ tʃ	bàccíà	Kanuri	1	c c
àsh	à/a ʃ	kàskàshí, kàshíngò	Kanuri	2	\xe0 s h
^àsh	à/a ʃ	àshêm zə̀mtə́, àsháná	Kanuri	3	^ \xe0 s h
àh	à/a h	wàhàrtə́	Kanuri	1	\xe0 h
às	à/a s	kàsò, mágàsù	Kanuri	22	\xe0 s
âs	â/a s	ngâsô	Kanuri	1	\xe2 s
^às	à/a s	àsír	Kanuri	1	^ \xe0 s
âs$	â/a s	gə̀lâs, bâs	Kanuri	2	\xe2 s $
àw	à/a w	tàttàwí, ràwò	Kanuri	42	\xe0 w
^àw	à/a w	àwó, àwá cíntà	Kanuri	2	^ \xe0 w
bb	b b	cíbbù, dábbà	Kanuri	5	b b
ésh	é/e ʃ	àdréshì	Kanuri	1	\xe9 s h
ès	è/e s	fə̀rèsìdân, ngèstə́	Kanuri	2	\xe8 s
és	é/e s	yéstə́, césà	Kanuri	3	\xe9 s
èw	è/e w	mèwú, nə̀mlèwáà	Kanuri	5	\xe8 w
éw	é/e w	sə̀kùldə̀réwà, béwó	Kanuri	3	\xe9 w
gw	g w	kwàngwàrám, díwò kôngwâ	Kanuri	2	g w
ìs	ì/i s	fìsàttə́, bìské	Kanuri	4	\xec s
ìs$	ì/i s	kúrìs	Kanuri	1	\xec s $
îs$	î/i s	pòlîs	Kanuri	1	\xee s $
ìw	ì/i w	gàpcìwùnó, yìwàltò	Kanuri	13	\xec w
kk	k k	kókkó, kákkù	Kanuri	33	k k
kw	k w	kwákwà	Kanuri	1	k w
^kw	k w	kwâ, kwângâ	Kanuri	12	^ k w
ll	l l	féllè, bólàwúllàm	Kanuri	11	l l
ls	l s	súlsúl	Kanuri	1	l s
lw	l w	tə́lwù, súlwé	Kanuri	9	l w
mm	m m	nə̀mmə̀náfùk, sámmá	Kanuri	4	m m
ms	m s	gúmsù, kámsàl	Kanuri	2	m s
nsh	n ʃ	kə̀nshê	Kanuri	1	n s h
nn	n n	yînná, kánnú	Kanuri	16	n n
òs	ò/o s	kòsòmá, mòsóró	Kanuri	2	\xf2 s
ós	ó/o s	wóstə́, sósì	Kanuri	6	\xf3 s
ôs$	ô/o s	bùrôs	Kanuri	1	\xf4 s $
òw	ò/o w	hòwùmtə́, bòwòtà	Kanuri	7	\xf2 w
ów	ó/o w	hówùm, kówò	Kanuri	10	\xf3 w
psh	p ʃ	tə́pshì	Kanuri	1	p s h
rr	r r	fêrrò kə̀mbâ, nûrrà	Kanuri	2	r r
rs	r s	sérsér, kə́rsàsà	Kanuri	4	r s
rw	r w	kùrwúdì, kúrwú	Kanuri	24	r w
tt	t t	báttà, tàttàwí	Kanuri	27	t t
ùs	ù/u s	kùsótò, mùsùwár	Kanuri	16	\xf9 s
ùw	ù/u w	kùwúì, lùwálà	Kanuri	22	\xf9 w
