Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^áa	áa/aː	A		2	áa'àa;áadàlíi	U+005E U+00E1 U+0061
aa$	aː	A	Hausa	7	bàakín_ruwaa;gádón_fítôowaa;sàkaa;ìnaa;májájjáawaa	U+0061 U+0061 U+0024
àa$	àa/aː	A		343	dúuníyàa;gáaɓàa;báhàa;báhàa;gùugúwàa	U+00E0 U+0061 U+0024
áa$	áa/aː	A		314	ƙásáa;ƙásáa;ƙùuráa;ƙásáa;rúwáa	U+00E1 U+0061 U+0024
âa$	âa/aː	A		10	ɗán_wâa;'yár̃_wâa;sâa;àbín_shâa;sâa	U+00E2 U+0061 U+0024
f	ɸ	B	Hausa	112	ràafíi;kúmfáa;táfkìi;máhàifáa;r̃áafàníi	U+0066
^f	ɸ	B	Hausa	62	fíilíi;fàdámàa;fàaráa;fáatàa;fúskàa	U+005E U+0066
f$	ɸ	B	Hausa	1	kwâf	U+0066 U+0024
ff	ɸ	B	Hausa	2	fíffíkèe;dàfáffée	U+0066 U+0066
è	è/e	E	Hausa	9	hárshèn_wútáa;káshè_áurée;gárkèn_sháanúu;támàcèn_àládèe;máalàm_bùuɗè_líttáafíi	U+00E8
é	é/e	E	Hausa	4	fénnì;kéndìr̃;féntì;kàléndà	U+00E9
ê	ê/e	E	Hausa	4	kùr̃shêt;sìkêt;bêl;fêl	U+00EA
^é	é/e	E	Hausa	1	émtì	U+005E U+00E9
ee	eː	E	Hausa	1	sàareewàa	U+0065 U+0065
è$	è/e	E	Hausa	7	màcè;támàcè;támàcè;kwántàa_dà_màcè;cí_màcè	U+00E8 U+0024
èe	èe/eː	E		17	tèekú;tèekú;shèeƙáa;màƙèesúu;kújèeráa	U+00E8 U+0065
é$	é/e	E	Hausa	12	à_kàryé;à_màtsé;à_kwàncé;à_mìiƙé;à_kántàré	U+00E9 U+0024
ée	ée/eː	E		40	jéemáagèe;ɓéer̃áa;ƙéegée;bàréewáa;géemùu	U+00E9 U+0065
ê$	ê/e	E	Hausa	1	kàfê	U+00EA U+0024
èe$	èe/eː	E		88	dúutsèe;dúutsèe;ƙóonèe;káshèe;ícèe	U+00E8 U+0065 U+0024
ée$	ée/eː	E		68	ítàacée;mài_háskée;háskée;gàajìmàarée;áurée	U+00E9 U+0065 U+0024
êe$	êe/eː	E		1	cêe	U+00EA U+0065 U+0024
h	h	H	Hausa	32	báhàa;báhàa;mài_háskée;dúhùu;máhàifáa	U+0068
’	ʔ	H	Hausa	8	Júmmá’àa;r̃á’àyíi;r̃á’àyíi;ná’àm;ì’ìnáa	U+2019
^h	h	H	Hausa	68	háyìi;hádàríi;háskée;házóo;hárshèn_wútáa	U+005E U+0068
^ƴ	ʔʲ	H	Hausa	2	ƴântaa;ƴar̃_wâa_or_ɗan_wâa	U+005E U+01B4
^'y	ʔʲ	H	Hausa	11	'yáa;'yáa;'yár̃_úwáa;'yár̃_úwáa;'yár̃_wâa	U+005E U+0027 U+0079
^’y	ʔʲ	H	Hausa	1	’yár̃_ítàacée	U+005E U+2019 U+0079
i	i	I	Hausa	111	mài_háskée;máhàifáa;màráinìyáa;ákàifáa;ákàifáa	U+0069
ì	ì/i	I	Hausa	100	tsìbíríi;ríijìyáa;gìgízàr̃_ƙásáa;gàajìmàarée;ágóolìyáa	U+00EC
í	í/i	I	Hausa	295	dúuníyàa;tsìbíríi;bàakín_ruwaa;ígíyàr̃_rúwáa;ràaƙúmín_rúwáa	U+00ED
î	î/i	I	Hausa	7	cîn_rúwáa;jîp;fîn;Lìtìnîn;jînƙái	U+00EE
^i	i	I	Hausa	1	ita	U+005E U+0069
^ì	ì/i	I	Hausa	3	ìyáalìi;ìnaa;ì’ìnáa	U+005E U+00EC
^í	í/i	I	Hausa	26	ígíyàr̃_rúwáa;ítàacée;ínúwàa;ískàa;ískàa	U+005E U+00ED
i$	i	I	Hausa	23	kái;àmóosànín_kâi;kâi;yí_ámái;yí_jìmmáa'ìi	U+0069 U+0024
ì$	ì/i	I	Hausa	22	námíjì;námíjì;námíjì;sóocì;hánkícì	U+00EC U+0024
ìi	ìi/iː	I		8	mácìijíi;cìizáa;rìigár̃_máatáa;mátsìiyàacíi;mài_tsìiníi	U+00EC U+0069
í$	í/i	I	Hausa	20	gàjí;cí;àbíncí;àbíncí;yí	U+00ED U+0024
íi	íi/iː	I		50	fíilíi;ríijìyáa;jàríirìi;jíikàa;jíikàa	U+00ED U+0069
î$	î/i	I	Hausa	1	tìsî	U+00EE U+0024
ìi$	ìi/iː	I		108	tsáunìi;háyìi;kwárìi;táfkìi;dáajìi	U+00EC U+0069 U+0024
íi$	íi/iː	I		251	yàashíi;fíilíi;ràafíi;tsìbíríi;kòogíi	U+00ED U+0069 U+0024
y	j	J	Hausa	181	dúuníyàa;háyìi;ígíyàr̃_rúwáa;ríijìyáa;yána$yìi	U+0079
^y	j	J	Hausa	98	yàashíi;yána$yìi;yáaròo;yáarínyàa;yàayáa	U+005E U+0079
yy	jː	J	Hausa	5	kèewàyáyyée;ɓòoyáyyée;báyyànáa;mài_jíyyàa;gàyyatàa	U+0079 U+0079
g	g	K	Hausa	100	kòogóo;ígíyàr̃_rúwáa;kòogíi;gùugúwàa;gìgízàr̃_ƙásáa	U+0067
k	k	K	Hausa	261	bàakín_ruwaa;tèekú;tèekú;táfkìi;mài_háskée	U+006B
ƙ	kʼ	K	Hausa	89	ràaƙúmín_rúwáa;gìgízàr̃_ƙásáa;ƙànƙáráa;ƙànƙáráa;màráƙíi	U+0199
^g	g	K	Hausa	98	gáaɓàa;gùugúwàa;gìgízàr̃_ƙásáa;gàajìmàarée;gárwáashíi	U+005E U+0067
^k	k	K	Hausa	134	kòogóo;kúmfáa;kòogíi;kúrmíi;kúnnàa	U+005E U+006B
^ƙ	kʼ	K	Hausa	57	ƙásáa;ƙásáa;ƙùuráa;ƙásáa;ƙànƙáráa	U+005E U+0199
gg	gː	K	Hausa	2	gwággò;gággáfáa	U+0067 U+0067
gw	gʷ	K	Hausa	8	tágwàayée;àgwàagwá;àgwàagwá;màƙwágwàróo;gwángwáníi	U+0067 U+0077
k$	k	K	Hausa	3	ɓútúk;fôk;fôk	U+006B U+0024
kk	kː	K	Hausa	1	shákkàa	U+006B U+006B
kw	kʷ	K	Hausa	15	àkwíyàa;ɗán_àkwíyàa;'yár̃_àkwíyàa;kwàlkwátàa;dòodón_kwàɗíi	U+006B U+0077
ky	kʲ	K		6	kyànkyásòo;yí_kyár̃máa;àlkyábbàa;mài_kyâu;bâa_kyâu	U+006B U+0079
ƙw	kʼʷ	K	Hausa	5	dáƙwálwáa;ƙwálƙwálwáa;màƙwágwàróo;lánƙwàsáa;máƙwàbcíi	U+0199 U+0077
ƙy	k’ʲ	K		1	ƙyálƙyàláa	U+0199 U+0079
^gw	gʷ	K	Hausa	12	gwággò;gwáuróo;gwándòo;gwíiwàr̃_hánnúu;gwíwàa	U+005E U+0067 U+0077
^kw	kʷ	K	Hausa	30	kwárìi;kwàlkwátàa;kwàɗóo;kwíɓìi;kwányáa	U+005E U+006B U+0077
^ky	kʲ	K		1	kyànkyásòo	U+005E U+006B U+0079
^ƙw	kʼʷ	K	Hausa	14	ƙwàaróo;ƙwálƙwálwáa;ƙwàuríi;ƙwàrú;ƙwàayáa	U+005E U+0199 U+0077
^ƙy	k’ʲ	K		4	ƙyânwáa;ƙyáayáa;ƙyáashíi;ƙyálƙyàláa	U+005E U+0199 U+0079
l	l	L	Hausa	122	fíilíi;ágòolà;ágóolìyáa;ìyáalìi;támàcèn_àládèe	U+006C
^L	L/l	L	Hausa	3	Láhádì;Lìtìnîn;Láaràbá	U+005E U+004C
^l	l	L	Hausa	27	léeɓèe;làasáa;líkítà;láasàa;lílìn	U+005E U+006C
l$	l	L	Hausa	6	kwâl;bêl;táawùl;fêl;cízìl	U+006C U+0024
ll	lː	L	Hausa	21	àllón_kàafáaɗàa;kárìn_kùmállóo;ƙùllúu;àllúur̃àa;bàsílláa	U+006C U+006C
m	m	M	Hausa	178	kúmfáa;ràaƙúmín_rúwáa;fàdámàa;kúrmíi;sámà	U+006D
^m	m	M	Hausa	176	mài_háskée;mùtûm;màcè;mátàashíi;míjìi	U+005E U+006D
m$	m	M	Hausa	8	mùtûm;kûm;gâm;kúllúm;ná’àm	U+006D U+0024
mm	mː	M	Hausa	10	hámmàtáa;yí_hámmàa;yí_jìmmáa'ìi;àbíncín_yâmmáa;tsûmmáa	U+006D U+006D
n	n	N	Hausa	372	dúuníyàa;tsáunìi;bàakín_ruwaa;ràaƙúmín_rúwáa;ráanáa	U+006E
^n	n	N	Hausa	32	námíjì;námíjì;níi;námíjì;náamàa	U+005E U+006E
n$	n	N	Hausa	27	óobìn;lílìn;bóotìn;fîn;màasôn	U+006E U+0024
nn	nː	N	Hausa	21	kúnnàa;ínnàa;ínnàa;kûnnée;fáatàr̃_kûnnée	U+006E U+006E
b	b	P	Hausa	134	tsìbíríi;ùbáa;bàabáaníi;báabà;báabàaníi	U+0062
ɓ	ɓ	P	Hausa	21	tàɓóo;gáaɓàa;ráaɓáa;zálɓèe;kwíɓìi	U+0253
^b	b	P	Hausa	98	bàakín_ruwaa;báhàa;báhàa;bàkán_gízòo;bùdúrwáa	U+005E U+0062
^ɓ	ɓ	P	Hausa	16	ɓéer̃áa;ɓútúk;ɓáarèe;ɓáurée;ɓáawóo	U+005E U+0253
b$	b	P	Hausa	1	r̃ôb	U+0062 U+0024
bb	bː	P	Hausa	8	ábbàaníi;dábbàa;dábbóobíi;bàbbán_ɗán_yátsàa;àlkyábbàa	U+0062 U+0062
p$	p	P	Hausa	1	jîp	U+0070 U+0024
ɓɓ	ɓː	P	Hausa	1	ɓúɓɓúkéekèe	U+0253 U+0253
r	r	R	Hausa	270	ƙùuráa;kwárìi;tsìbíríi;bàakín_ruwaa;ígíyàr̃_rúwáa	U+0072
^r	ɽ	R	Hausa	52	ràafíi;rúwáa;ràaƙúmín_rúwáa;ríijìyáa;ráanáa	U+005E U+0072
rh	ɽː	R	Hausa	2	múrhùu;múrhùu	U+0072 U+0068
rr	ɽː	R	Hausa	1	rárràfáa	U+0072 U+0072
r̃	r	R	Hausa	142	ígíyàr̃_rúwáa;gìgízàr̃_ƙásáa;àr̃áadùu;tár̃nátsáa;'yár̃_úwáa	U+0072 U+0303
^r̃	r	R	Hausa	10	r̃áafàníi;r̃áafàníi;r̃ôb;r̃éezàa;r̃àatôo	U+005E U+0072 U+0303
r̃$	r	R	Hausa	16	téebùr̃;kéndìr̃;shéebùr̃;shéebùr̃;shà'îr̃	U+0072 U+0303 U+0024
r̃r̃	rː	R	Hausa	1	jár̃r̃àbáa	U+0072 U+0303 U+0072 U+0303
s	s	S	Hausa	90	ƙásáa;ƙásáa;ƙásáa;gìgízàr̃_ƙásáa;mài_háskée	U+0073
z	z	S	Hausa	42	gìgízàr̃_ƙásáa;bàkán_gízòo;házóo;bàzáwàr̃áa;kàazáa	U+007A
^s	s	S	Hausa	92	sámà;sùrúkíi;sùrúkíi;sùrúkáa;sùrúkáa	U+005E U+0073
^z	z	S	Hausa	33	zúur̃íyàa;zàkáràa;zálɓèe;zóomóo;záakìi	U+005E U+007A
sh	ʃ	S	Hausa	64	yàashíi;gárwáashíi;káshèe;mátàashíi;káshè_áurée	U+0073 U+0068
ss	sː	S	Hausa	1	sássàƙáa	U+0073 U+0073
ts	sʼ	S	Hausa	47	dúutsèe;dúutsèe;tár̃nátsáa;tsúntsúu;tsúutsàa	U+0074 U+0073
zz	zː	S	Hausa	3	àzzákàr̃íi;zàzzàɓíi;zàzzágàa	U+007A U+007A
^sh	ʃ	S	Hausa	42	shíi;sháanúu;shèeƙáa;sháahòo;shànshàaníi	U+005E U+0073 U+0068
^ts	sʼ	S	Hausa	26	tsáunìi;tsìbíríi;tsáawáa;tsóohóo;tsóohúwáa	U+005E U+0074 U+0073
c	tʃ	T	Hausa	66	ítàacée;ícèe;màcè;támàcè;támàcè	U+0063
d	d	T	Hausa	114	túdùu;fàdámàa;àr̃áadùu;hádàríi;bùdúrwáa	U+0064
j	dʒ	T	Hausa	55	ríijìyáa;dáajìi;gàajìmàarée;námíjì;námíjì	U+006A
t	t	T	Hausa	157	ítàacée;wátàa;wútáa;hárshèn_wútáa;mùtûm	U+0074
ɗ	ɗ	T	Hausa	65	góoɗíyáa;máalàm_bùuɗè_líttáafíi;dòodón_kwàɗíi;kwàɗóo;dáuɗàr̃_kûnnée	U+0257
^J	J/dʒ	T	Hausa	1	Júmmá’àa	U+005E U+004A
^T	T/t	T	Hausa	1	Tàláatà	U+005E U+0054
^c	tʃ	T	Hausa	32	cínyàa;cíibíyàa;cínyàa;cìizáa;cí_màcè	U+005E U+0063
^d	d	T	Hausa	71	dúuníyàa;dúutsèe;dáajìi;dúutsèe;dúhùu	U+005E U+0064
^j	dʒ	T	Hausa	54	jàríirìi;jíikàa;jíikàa;jàakíi;jéemáagèe	U+005E U+006A
^t	t	T	Hausa	97	tàɓóo;túdùu;tèekú;tèekú;táfkìi	U+005E U+0074
^ɗ	ɗ	T	Hausa	36	ɗáa;ɗáa;ɗáa;ɗán_úwáa;ɗán_úwáa	U+005E U+0257
cc	tʃː	T	Hausa	2	íccèn_ƙóofàa;àmìntáccée	U+0063 U+0063
dd	dː	T	Hausa	3	díddígèe;díddígèe;yí_àddú'àa	U+0064 U+0064
jj	dʒː	T	Hausa	5	jíjjígèe;jíjjígèe;jijjigèe;jìjjífíi;májájjáawaa	U+006A U+006A
t$	t	T	Hausa	6	kùr̃shêt;kwât;shât;sìkêt;bût	U+0074 U+0024
tt	tː	T	Hausa	5	máalàm_bùuɗè_líttáafíi;kútúttúrèe;táttàaráa;dáttíijòo;líttáafìi	U+0074 U+0074
o	o	U	Hausa	1	ƴar̃_wâa_or_ɗan_wâa	U+006F
ò	ò/o	U	Hausa	1	bàr̃kònóo	U+00F2
ó	ó/o	U	Hausa	5	dòodón_kwàɗíi;àllón_kàafáaɗàa;gádón_fítôowaa;ƙólóolówáa;dón_mèe	U+00F3
ô	ô/o	U	Hausa	5	fôk;r̃ôb;màasôn;fôk;bôm	U+00F4
ò$	ò/o	U	Hausa	1	gwággò	U+00F2 U+0024
òo	òo/oː	U		26	kòogóo;kòogíi;tòokáa;ágòolà;dòodón_kwàɗíi	U+00F2 U+006F
ó$	ó/o	U	Hausa	1	àgóogó	U+00F3 U+0024
óo	óo/oː	U		74	ƙóonàa;ƙóonèe;tsóohóo;tsóohúwáa;ágóolìyáa	U+00F3 U+006F
ô$	ô/o	U	Hausa	1	bàmbô	U+00F4 U+0024
ôo	ôo/oː	U		1	gádón_fítôowaa	U+00F4 U+006F
^óo	óo/oː	U		1	óobìn	U+005E U+00F3 U+006F
òo$	òo/oː	U		40	bàkán_gízòo;yáaròo;ángòo;sháahòo;gwándòo	U+00F2 U+006F U+0024
óo$	óo/oː	U		70	tàɓóo;kòogóo;tàuràaróo;házóo;tsóohóo	U+00F3 U+006F U+0024
ôo$	ôo/oː	U		7	màntôo;bùtôo;bùlôo;r̃àatôo;sôo	U+00F4 U+006F U+0024
w	w	W	Hausa	114	bàakín_ruwaa;rúwáa;ígíyàr̃_rúwáa;ràaƙúmín_rúwáa;gùugúwàa	U+0077
^w	w	W	Hausa	34	wátàa;wútáa;wútsíyàa;wúyàa;wúyàn_hánnúu	U+005E U+0077
u	u	Y	Hausa	147	dúuníyàa;ƙùuráa;tsáunìi;dúutsèe;bàakín_ruwaa	U+0075
ù	ù/u	Y	Hausa	123	ƙùuráa;túdùu;gùugúwàa;àr̃áadùu;dúhùu	U+00F9
ú	ú/u	Y	Hausa	328	dúuníyàa;dúutsèe;túdùu;rúwáa;kúmfáa	U+00FA
û	û/u	Y	Hausa	10	háyáaûíi;mùtûm;kûnnée;fáatàr̃_kûnnée;dáuɗàr̃_kûnnée	U+00FB
^ù	ù/u	Y	Hausa	4	ùbáa;ùbáa_kíntàa;ùngùlúu;ùmúr̃tàa	U+005E U+00F9
^ú	ú/u	Y	Hausa	5	úwáa;úwáa_kíntàa;úulù;úwár̃_máƙéeráa;úkù	U+005E U+00FA
u$	u	Y	Hausa	71	túdùu;àr̃áadùu;dúhùu;kàawúu;kàawúu	U+0075 U+0024
ù$	ù/u	Y	Hausa	13	mútù;bùr̃kùtù;úulù;gúdù;gúdù	U+00F9 U+0024
ú$	ú/u	Y	Hausa	16	tèekú;tèekú;àkú;bùgú;ƙwàrú	U+00FA U+0024
ûu	ûu/uː	Y		2	shûuméekàa;làmbàtûu	U+00FB U+0075
-	+	_	Hausa	4	mùtûm-mùtùmíi;yànzú-yànzú;sànnú-sànnú;lóokàcí-lóokàcí	U+002D
_	_	_	Hausa	327	bàakín_ruwaa;ígíyàr̃_rúwáa;ràaƙúmín_rúwáa;gìgízàr̃_ƙásáa;mài_háskée	U+005F
àh	à/a h	A H	Hausa	6	ƙàhóo;mài_àr̃àháa;fàhímtàa;ƙàhóo;wútán_jàhánnàmàa	U+00E0 U+0068
àh$	à/a h	A H	Hausa	1	Allàh	U+00E0 U+0068 U+0024
às	à/a s	A S	Hausa	10	máràs_láafíyàa;màsóor̃óo;bàsílláa;lánƙwàsáa;máràs_zúrfíi	U+00E0 U+0073
^Às	à/a s	A S	Hausa	1	Àsábàr̃	U+005E U+00C0 U+0073
às$	à/a s	A S	Hausa	2	gábàs;tákwàs	U+00E0 U+0073 U+0024
àsh	à/a ʃ	A S	Hausa	5	ƙàshíi;ƙàshín_báayáa;dáasàshíi;ƙàshín_kàafáaɗàa;àlmákàshíi	U+00E0 U+0073 U+0068
àss	à/a sː	A S	Hausa	2	másàssàƙíi;másàssàƙíi	U+00E0 U+0073 U+0073
âs$	â/a s	A S	Hausa	1	bâs	U+00E2 U+0073 U+0024
^àsh	à/a ʃ	A S	Hausa	2	àsháanáa;àshìr̃ín	U+005E U+00E0 U+0073 U+0068
àw	à/a w	A W	Hausa	3	jàwáabìi;báa_dà_jàwáabìi;hàwáinìyáa	U+00E0 U+0077
'à	ʔ à/a	H A	Hausa	8	sáa'àa;sáa'àa;ráshìn_sáa'àa;áa'àa;jàmá'àa	U+0027 U+00E0
'á	ʔ á/a	H A	Hausa	2	má'áikátáa;àl'áadàa	U+0027 U+00E1
'ì	ʔ ì/i	H I	Hausa	3	yí_jìmmáa'ìi;bàláa'ìn_yúnwàa;dáa'ìr̃áa	U+0027 U+00EC
'î	ʔ î/i	H I	Hausa	1	shà'îr̃	U+0027 U+00EE
ìs	ì/i s	I S	Hausa	1	tìsî	U+00EC U+0073
^ìs	ì/i s	I S	Hausa	2	ìsá;ìsá	U+005E U+00EC U+0073
ìsh	ì/i ʃ	I S	Hausa	1	yí_átìsháa	U+00EC U+0073 U+0068
îs$	î/i s	I S	Hausa	3	Àlhàmîs;bîs;tùr̃nàbîs	U+00EE U+0073 U+0024
^ìsh	ì/i ʃ	I S	Hausa	1	ìsháar̃àa	U+005E U+00EC U+0073 U+0068
lh	l h	L H	Hausa	2	àlhàr̃íníi;Àlhàmîs	U+006C U+0068
lw	l w	L W	Hausa	3	dáƙwálwáa;ƙwálƙwálwáa;fàtálwáa	U+006C U+0077
ms	m s	M S	Hausa	1	ámsàa	U+006D U+0073
ns	n s	N S	Hausa	4	bùnsúrúu;ƙúnsàa;sánsànáa;sánsáníi	U+006E U+0073
nsh	n ʃ	N S	Hausa	4	shànshàaníi;yí_mínsháaríi;shínshìnáa;mài_ƙánshíi	U+006E U+0073 U+0068
nw	n w	N W	Hausa	4	ƙyânwáa;jí_yúnwàa;bàláa'ìn_yúnwàa;tsánwáa	U+006E U+0077
r̃h	r h	R H	Hausa	1	tàr̃hôo	U+0072 U+0303 U+0068
rsh	ɽ ʃ	R S	Hausa	6	hárshèn_wútáa;hárshèe;ƙàrshée;ná_ƙàrshée;ƙàrshée	U+0072 U+0073 U+0068
r̃s	r s	R S	Hausa	1	fúr̃súnàa	U+0072 U+0303 U+0073
r̃sh	r ʃ	R S	Hausa	2	kùr̃shêt;hùr̃shéetìi	U+0072 U+0303 U+0073 U+0068
rw	ɽ w	R W	Hausa	5	gárwáashíi;bùdúrwáa;jí_ƙíshírwáa;kúsùrwáa;ɓàrɓárwáa	U+0072 U+0077
r̃w	r w	R W	Hausa	2	yí_kár̃kár̃wàa;sádáukâr̃wáa	U+0072 U+0303 U+0077
ów	ó/o w	U W	Hausa	1	ƙólóolówáa	U+00F3 U+0077
ùh	ù/u h	Y H	Hausa	1	tùhúmtàa	U+00F9 U+0068
ùs	ù/u s	Y S	Hausa	2	dúrƙùsáa;dáakùsáa	U+00F9 U+0073
ùw	ù/u w	Y W	Hausa	3	ƙwándùwáa;káar̃ùwà;tákàr̃dár̃_háihùwáa	U+00F9 U+0077
