Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
i$	i	I	Imbabura Quechua	149	kaspi;rumi;inti;kuychi;yaku_wiki	U+0069 U+0024
y	j	J	Imbabura Quechua	145	tiyu;manya;mayu;pukyu;rayu	U+0079
^y	j	J	Imbabura Quechua	56	yunga;yaku;yaku_wambuy;yaku_wambuy;yaku_akapana	U+005E U+0079
y$	j	J	Imbabura Quechua	42	yaku_wambuy;yaku_wambuy;allpa_chukchuy;samay;pay	U+0079 U+0024
g	g	K	Imbabura Quechua	44	rilampagu;wagra;wagra;wagra;sachaguagra	U+0067
k	k	K	Imbabura Quechua	271	allpa_jaku;urku;jaka;yaku;mama_kucha	U+006B
q	q	K	Imbabura Quechua	3	kuriquinga;piqui;kulqui	U+0071
^g	g	K	Imbabura Quechua	7	gallu;gansu;garsa;granu;ganana	U+005E U+0067
^k	k	K	Imbabura Quechua	179	kucha;kucha;kaspi;killa;kulun	U+005E U+006B
k$	k	K	Imbabura Quechua	34	ñukanchik;michik;atuk;bijsayuk;jambik	U+006B U+0024
l	l	L	Imbabura Quechua	113	rilampagu;kulun;awilu;awila;istablu	U+006C
^l	l	L	Imbabura Quechua	19	luziru;luru;liyón;lulun;lanzana	U+005E U+006C
l$	l	L	Imbabura Quechua	9	animal;albañil;sinsil;asul;papil	U+006C U+0024
m	m	M	Imbabura Quechua	148	pacha_mama;pacha_mama;pamba;mama_kucha;mama_kucha	U+006D
^m	m	M	Imbabura Quechua	111	manya;mama_kucha;mama_kucha;mayu;micha	U+005E U+006D
n	n	N	Imbabura Quechua	529	manya;yaku_akapana;ninan_tamya;ninan_tamya;nina	U+006E
ñ	ɲ	N	Imbabura Quechua	31	wañuchina;ñaña;paya_ñaña;paya_ñaña;jipa_ñaña	U+00F1
^n	n	N	Imbabura Quechua	11	ninan_tamya;nina;nina;nina_muru;ninakuru	U+005E U+006E
^ñ	ɲ	N	Imbabura Quechua	27	ñaña;ñitu;ñita;ñaupa_runakuna;ñuka	U+005E U+00F1
n$	ŋ	N	Imbabura Quechua	43	kulun;karbun;jachun;jachun;kan	U+006E U+0024
b	b	P	Imbabura Quechua	81	pamba;yaku_wambuy;yaku_wambuy;karbun;wambra	U+0062
p	p	P	Imbabura Quechua	135	allpa;allpa;allpa_jaku;yaku_akapana;turu_allpa	U+0070
^b	b	P	Imbabura Quechua	43	byuda;byudu;buyi;baka;bistya	U+005E U+0062
^p	p	P	Imbabura Quechua	103	pacha_mama;pamba;putsuju;pukyu;paya_ñaña	U+005E U+0070
r	ɾ	R	Imbabura Quechua	272	turu;urku;turu_allpa;luziru;wayra	U+0072
r$	ɾ	R	Imbabura Quechua	9	yawar;tenedur;tilar;shwiter;labradur	U+0072 U+0024
s	s	S	Imbabura Quechua	96	kaspi;rasu;rasu;fúsfuru;kusa	U+0073
z	z	S	Imbabura Quechua	22	luziru;kazarana;kazamintu;kazarashka_runa;kazarashka_warmi	U+007A
^r	ʐ	S	Imbabura Quechua	46	rumi;rilampagu;rayu;rasu;rasu	U+005E U+0072
^s	s	S	Imbabura Quechua	67	sacha;samay;subrinu;subrina;sachaguagra	U+005E U+0073
^z	z	S	Imbabura Quechua	4	zambu;zafana;zunfa;zunfu	U+005E U+007A
ll	ʒ	S	Imbabura Quechua	129	allpa;allpa;allpa_jaku;turu_allpa;allpa_chukchuy	U+006C U+006C
rr	ʐ	S	Imbabura Quechua	9	burru;arrusa;jirraminta;sirruchu;jirriru	U+0072 U+0072
s$	s	S	Imbabura Quechua	28	millisus;añas;sintupis;barbas;alas	U+0073 U+0024
sh	ʃ	S	Imbabura Quechua	98	kushni;kazarashka_runa;kazarashka_warmi;ushi;pishku	U+0073 U+0068
zh	ʒ	S	Imbabura Quechua	1	jwizhu	U+007A U+0068
^ll	ʒ	S	Imbabura Quechua	35	llantu;llama;llama;llama;llaushana	U+005E U+006C U+006C
^sh	ʃ	S	Imbabura Quechua	29	shiku;shimi;shimi;shungu;shinchi	U+005E U+0073 U+0068
lll	ʒ	S	Imbabura Quechua	1	kailllalla	U+006C U+006C U+006C
sh$	ʃ	S	Imbabura Quechua	3	ñapash;ñapash;-pash	U+0073 U+0068 U+0024
d	d	T	Imbabura Quechua	73	swidru;swidru;swidra;swidra;padastru	U+0064
t	t	T	Imbabura Quechua	158	utuju;ninan_tamya;jatun_wambra;tayta;ñitu	U+0074
^d	d	T	Imbabura Quechua	10	dibursyu;dyablillu;didu;didu;dibina	U+005E U+0064
^t	t	T	Imbabura Quechua	88	turu;tiyu;turu_allpa;tamya;tayta	U+005E U+0074
ch	tʃ	T	Imbabura Quechua	168	pacha_mama;mama_kucha;mama_kucha;kucha;kucha	U+0063 U+0068
^ch	tʃ	T	Imbabura Quechua	69	churi;churikuna;chita;chita;chushij	U+005E U+0063 U+0068
o	o	U	Imbabura Quechua	4	koku;umbrospi_markana;kosa;koshtumbri	U+006F
ó	ó/o	U	Imbabura Quechua	1	liyón	U+00F3
o$	o	U	Imbabura Quechua	2	impwesto;dumingo	U+006F U+0024
w	w	W	Imbabura Quechua	61	yaku_wambuy;yaku_wambuy;jawa_pacha;yaku_wiki;jatun_wambra	U+0077
^w	w	W	Imbabura Quechua	65	wayra;wañuchina;warmi;warmi;wambra	U+005E U+0077
u	u	Y	Imbabura Quechua	585	turu;yunga;utuju;mama_kucha;putsuju	U+0075
ú	ú/u	Y	Imbabura Quechua	4	fúsfuru;rilijyún;tilibisyún;indijsyún	U+00FA
^u	u	Y	Imbabura Quechua	57	urku;utuju;uchufa;ushi;ukucha	U+005E U+0075
u$	u	Y	Imbabura Quechua	239	allpa_jaku;turu;tiyu;urku;utuju	U+0075 U+0024
-	+	_	Imbabura Quechua	11	-lla;-pash;-manta;-kpi;-pi	U+002D
_	_	_	Imbabura Quechua	130	pacha_mama;allpa_jaku;mama_kucha;mama_kucha;yaku_wambuy	U+005F
fs	ɸ s	B S	Imbabura Quechua	1	chafsina	U+0066 U+0073
js	x s	G S	Imbabura Quechua	3	bijsayuk;sijsi;indijsyún	U+006A U+0073
jsh	x ʃ	G S	Imbabura Quechua	6	shijshi;ujsha_wasi;ujsha_kata;ujsha;llujshina	U+006A U+0073 U+0068
^jw	x w	G W	Imbabura Quechua	3	jwibes;jwizhu;jwis	U+005E U+006A U+0077
ks	k s	K S	Imbabura Quechua	2	tuksina;wiksa	U+006B U+0073
^kw	k w	K W	Imbabura Quechua	2	kwinta;kwadradu	U+005E U+006B U+0077
ls	l s	L S	Imbabura Quechua	1	bulsiku	U+006C U+0073
mp	m b	M P		8	rilampagu;lampara;sisa_pampa;impwesto;timpu	U+006D U+0070
np	m b	M P		3	punpuni;pinpillitu;wakinpi	U+006E U+0070
ms	m s	M S	Imbabura Quechua	5	amsa;kimsa;kimsaniki;kimsa_kutin;amsa	U+006D U+0073
nts	n dz	N C		1	kintsilgu	U+006E U+0074 U+0073
ng	ŋ g	N K		48	yunga;anga;anga;kuriquinga;singa	U+006E U+0067
nk	ŋ g	N K		11	kankuna;añanku;anku;runkana;unkushka	U+006E U+006B
nr	ŋ ɾ	N R		3	rinri;rinri_kara;rinri_mapa	U+006E U+0072
ns	n s	N S	Imbabura Quechua	2	gansu;sinsil	U+006E U+0073
nt	n d	N T		41	inti;llantu;yanta;jinti;kazamintu	U+006E U+0074
nch	n dʒ	N T		26	ñukanchik;chunchuli;shinchi;shungunchina;kancha	U+006E U+0063 U+0068
ps	p s	P S	Imbabura Quechua	1	tipsina	U+0070 U+0073
rs	ɾ s	R S	Imbabura Quechua	4	dibursyu;garsa;sarsillu;karsil	U+0072 U+0073
rw	r w	R W	Imbabura Quechua	1	trwinu	U+0072 U+0077
sw	s w	S W	Imbabura Quechua	1	aswila	U+0073 U+0077
^rw	ʐ w	S W	Imbabura Quechua	2	rwana;rwida	U+005E U+0072 U+0077
^sw	s w	S W	Imbabura Quechua	6	swidru;swidru;swidra;swidra;swiltu	U+005E U+0073 U+0077
^shw	ʃ w	S W	Imbabura Quechua	1	shwiter	U+005E U+0073 U+0068 U+0077
^dw	d w	T W	Imbabura Quechua	1	dwindi	U+005E U+0064 U+0077
^tw	t w	T W	Imbabura Quechua	1	twalla	U+005E U+0074 U+0077
ws	w s	W S	Imbabura Quechua	4	kawsana;alli_kawsay;kawsana;kawsay	U+0077 U+0073
