Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
ə́$	ə́/ɨ	I	Kanuri	226	búgə́;máltə́;máltə́;wàstə́;nyìyàtə́	U+0259 U+0301 U+0024
ə̌$	ə̌/ɨ	I	Kanuri	1	kə̀skə̌	U+0259 U+030C U+0024
y	j	J	Kanuri	46	fáyà;nyìyàtə́;nyìyâ;kwôngâ_nyìyáà;kámú_nyìyáà	U+0079
^y	j	J	Kanuri	45	yàzò;yâ;yâànà;yàá;yâànà	U+005E U+0079
g	g	K	Kanuri	197	ngôr;ngòrə̂m;ngàdà;kégə́rà_ngə̀rjî;bàntə̀gə̀né	U+0067
k	k	K	Kanuri	137	cúkú;njî_kúrà;njî_kúrà;kə̀ská;nə̀kə̀lmə́skə̀	U+006B
^g	g	K	Kanuri	59	gòdú;gùdòwúm;gə̀ràgə́rà;gàdángàré;gùrjámà	U+005E U+0067
^k	k	K	Kanuri	394	kàttî;kâu;kə̀rî;kə́rtá;kùlúwù	U+005E U+006B
k$	k	K	Kanuri	8	fárák;fôk;gàjàjàk;cík;kwáì_mbók	U+006B U+0024
l	l	L	Kanuri	276	tóló;fòwòlí;kùlúwù;kàráà_sə́lə́m;cə́dí_lólójì	U+006C
^l	l	L	Kanuri	65	lárdə̀;lòrúsà;lə̀mân;lə̀mân;làwátə́rà	U+005E U+006C
l$	l	L	Kanuri	48	kə́ngâl;kə́mbàl;kùndúwâl;tíwàl;yâl	U+006C U+0024
m	m	M	Kanuri	242	kə̀múdù;shîm_njîbè;sàmî;kə́mbàl;kàrwàcìmé	U+006D
^m	m	M	Kanuri	64	máfì;máfì;máltə́;máltə́;màtàfífítò	U+005E U+006D
m$	m	M	Kanuri	99	ngòrə̂m;bə́rə̀m;báràm;kàráà_sə́lə́m;nə̀mcə́lə́m	U+006D U+0024
n	n	N	Kanuri	218	cî_njîbè;kàzáà_njîbè;shîm_njîbè;njìbòné;kə̀ndáwù	U+006E
^n	n	N	Kanuri	157	ngôr;ngòrə̂m;njî;njî_kúrà;njî_kúrà	U+005E U+006E
n$	n	N	Kanuri	55	lə̀mân;lə̀mân;kə̀mówùn;kúlìkə̀mágə̀n;kə́rgə́n	U+006E U+0024
ng	ŋ	N		68	kə́ngâl;kégə́rà_ngə̀rjî;kùlóngù;kàngê;kwângâ	U+006E U+0067
ny	ɲ	N		17	dúnyâ;dùnyâ;kwôngâ_nyìyáà;kámú_nyìyáà;ngə́nyì	U+006E U+0079
^ny	ɲ	N		6	nyìyàtə́;nyìyâ;nyí;nyètə́;nyètə́ràm	U+005E U+006E U+0079
ng$	ŋ	N		3	góngóng;wáyáng;góngóng	U+006E U+0067 U+0024
b	b	P	Kanuri	153	bə́rbə̀r;cî_njîbè;kàzáà_njîbè;shîm_njîbè;njìbòné	U+0062
p	p	P	Kanuri	15	də̀ptà;tàptà;zə̀ptə́;tə̀ptà;náptə́	U+0070
^b	b	P	Kanuri	117	bə́rbə̀r;báhàr;bílwù;báhàr;bə́rə̀m	U+005E U+0062
^p	p	P	Kanuri	2	pòlîs;póskàt	U+005E U+0070
p$	p	P	Kanuri	8	cánà_lə́p;jîp;kûp;hìjâp;jə́làp	U+0070 U+0024
r	r	R	Kanuri	342	lárdə̀;bə́rbə̀r;kə̀rî;jòró;fárák	U+0072
^r	r	R	Kanuri	26	rádə̀;rádə̀;ráwà;ráwà;rôà	U+005E U+0072
r$	r	R	Kanuri	54	bə́rbə̀r;ngôr;báhàr;báhàr;də̂r	U+0072 U+0024
s	s	S	Kanuri	74	kàráà_sə́lə́m;kə̀ská;nə̀kə̀lmə́skə̀;njî_sámìbè;lòrúsà	U+0073
z	z	S	Kanuri	44	kàzáà_njîbè;njèzò;yàzò;nzə̀místə́;kə́nzà	U+007A
^s	s	S	Kanuri	84	sàmî;sùnyìrám;súnyí;sáùràkə̀lànjì;sə́mò	U+005E U+0073
^z	z	S	Kanuri	23	zâr_bûbè;zə̀gàlí;zákàr;zúngù_fàntə́;zàná	U+005E U+007A
s$	s	S	Kanuri	3	bàrmús;gə̀rəˆs;bás	U+0073 U+0024
sh	ʃ	S	Kanuri	16	kə̀gə̀shì;njíshì;shíllà_shítíbè;kùndúlì_shîmbè;fə́rtə̀_shîmbè	U+0073 U+0068
^sh	ʃ	S	Kanuri	32	shîm_njîbè;shílówù;shíllà;shíllà_shítíbè;shîm	U+005E U+0073 U+0068
c	tʃ	T	Kanuri	24	kàrwàcìmé;nə̀mcə́lə́m;kánnú_cámbî;kə̀múrcò;àwá_cíntà	U+0063
d	d	T	Kanuri	195	cídí;lárdə̀;cídí;ngàdà;kə̀múdù	U+0064
j	dʒ	T	Kanuri	72	cî_njîbè;njî;njî_kúrà;njî_kúrà;kàzáà_njîbè	U+006A
t	t	T	Kanuri	388	kə́rtá;bàntə̀gə̀né;máltə́;máltə́;wàstə́	U+0074
^c	tʃ	T	Kanuri	59	cídí;cídí;césà;cúkú;cî_njîbè	U+005E U+0063
^d	d	T	Kanuri	96	dúnyâ;də̂r;də̀lágə̀;dùnyâ;də̀ptà	U+005E U+0064
^j	dʒ	T	Kanuri	35	jòró;jìlwá;jê_tàùtáùbè;jîp;jìràwûn	U+005E U+006A
^t	t	T	Kanuri	100	tóló;tə́làm_kánnúbè;tádà;tàdàmí;tádà	U+005E U+0074
t$	t	T	Kanuri	6	kôt;sìkêt;nágàt;táwàt;hélmèt	U+0074 U+0024
ò	ò/o	U	Kanuri	110	jòró;fòwòlí;ngòrə̂m;njìbòné;fèròmí	U+00F2
ó	ó/o	U	Kanuri	105	tóló;cə́dí_lólójì;cə́dí_lólójì;kùlóngù;kóró	U+00F3
ô	ô/o	U	Kanuri	15	ngôr;kwôngâ_nyìyáà;díwò_kôngwâ;rôà;fôk	U+00F4
^ó	ó/o	U	Kanuri	1	ódà_dìò	U+005E U+00F3
o$	o	U	Kanuri	2	wásàm_yikko;kə̀náshîm_yikko	U+006F U+0024
ò$	ò/o	U	Kanuri	123	njèzò;yàzò;férò;férò;kə̀múrcò	U+00F2 U+0024
ó$	ó/o	U	Kanuri	47	tóló;jòró;fówó;dàló;kóró	U+00F3 U+0024
ô$	ô/o	U	Kanuri	7	màntô;bùtô;ràtô;ngâsô;rô	U+00F4 U+0024
ǒ$	ǒ/o	U	Kanuri	1	màsǒ	U+01D2 U+0024
w	w	W	Kanuri	97	kùlúwù;kə̀ndáwù;kùndúwâl;tíwàl;káwú	U+0077
^w	w	W	Kanuri	41	wàstə́;wú;wúllə́ràm;wásàm_yikko;wódíshà_sèkkìn	U+005E U+0077
u	u	Y	Kanuri	1	kâu_kə̀ráttə́ràm	U+0075
ù	ù/u	Y	Kanuri	143	kùlúwù;kàùdí;kùlóngù;dùnyâ;kùndúwâl	U+00F9
ú	ú/u	Y	Kanuri	190	dúnyâ;cúkú;njî_kúrà;njî_kúrà;kùlúwù	U+00FA
û	û/u	Y	Kanuri	25	nûr;dûr;zâr_bûbè;ngûm;ngûr	U+00FB
ǔ	ǔ/u	Y	Kanuri	1	kǔltù	U+01D4
^ù	ù/u	Y	Kanuri	1	ùgú	U+005E U+00F9
u$	u	Y	Kanuri	5	kâu;kâu;jâu;jâu;âu	U+0075 U+0024
ù$	ù/u	Y	Kanuri	73	bílwù;kùlúwù;kə̀múdù;kə̀ndáwù;shílówù	U+00F9 U+0024
ú$	ú/u	Y	Kanuri	41	cúkú;kánnú;kánnú;kámú;kámú	U+00FA U+0024
û$	û/u	Y	Kanuri	8	bû;kə̀mbû;làmbàtû;sû;kùsû	U+00FB U+0024
-	+	_	Kanuri	4	kàm-kám;-làn;-mbèn;-làn	U+002D
_	_	_	Kanuri	140	cî_njîbè;njî_kúrà;njî_kúrà;kàzáà_njîbè;shîm_njîbè	U+005F
àh	à/a h	A H	Kanuri	1	wàhàrtə́	U+00E0 U+0068
às	à/a s	A S	Kanuri	22	kàsâm;wàstə́;nzàsə̀rà;dàngálì_nàsàrá;màsíllá	U+00E0 U+0073
âs	â/a s	A S	Kanuri	1	ngâsô	U+00E2 U+0073
^às	à/a s	A S	Kanuri	1	àsír	U+005E U+00E0 U+0073
àsh	à/a ʃ	A S	Kanuri	2	kàskàshí;kàshíngò	U+00E0 U+0073 U+0068
âs$	â/a s	A S	Kanuri	2	gə̀lâs;bâs	U+00E2 U+0073 U+0024
^àsh	à/a ʃ	A S	Kanuri	3	àsháná;àshêm_gòtə́;àshêm_zə̀mtə́	U+005E U+00E0 U+0073 U+0068
àw	à/a w	A W	Kanuri	41	bàwá;bàwá_kúrà;bàwá_gàná;làwátə́rà;ngádákàwú	U+00E0 U+0077
^àw	à/a w	A W	Kanuri	2	àwá_cíntà;àwó	U+005E U+00E0 U+0077
ès	è/e s	E S	Kanuri	2	ngèstə́;fə̀rèsìdân	U+00E8 U+0073
és	é/e s	E S	Kanuri	3	césà;dàngə̀résé;yéstə́	U+00E9 U+0073
ésh	é/e ʃ	E S	Kanuri	1	àdréshì	U+00E9 U+0073 U+0068
èw	è/e w	E W	Kanuri	5	nə̀mlèwáà;mèwú;mèwûn_tìlôn;mèwûn_ndîn;mèwú_wùrí	U+00E8 U+0077
éw	é/e w	E W	Kanuri	3	téwùr;béwó;sə̀kùldə̀réwà	U+00E9 U+0077
ìs	ì/i s	I S	Kanuri	4	mìstə́;bìské_fàrtà;bìské;fìsàttə́	U+00EC U+0073
ìs$	ì/i s	I S	Kanuri	1	kúrìs	U+00EC U+0073 U+0024
îs$	î/i s	I S	Kanuri	1	pòlîs	U+00EE U+0073 U+0024
ìw	ì/i w	I W	Kanuri	13	lìwúlà;lìwò;gárìwù;yìwò;gàpcìwùnó	U+00EC U+0077
kk	k k	K K	Kanuri	33	kókkóyè;kòkkòdó;kókkó;wásàm_yikko;wódíshà_sèkkìn	U+006B U+006B
kw	k w	K W	Kanuri	1	kwákwà	U+006B U+0077
^kw	k w	K W	Kanuri	12	kwâ;kwângâ;kwâ;kwôngâ_nyìyáà;kwàngwàrám	U+005E U+006B U+0077
ll	l l	L L	Kanuri	11	bólàwúllàm;wúllə́ràm;shíllà;shíllà_shítíbè;còlló	U+006C U+006C
ls	l s	L S	Kanuri	1	súlsúl	U+006C U+0073
lw	l w	L W	Kanuri	9	bílwù;jìlwá;tə́lwù;sə̀lwáì;kàlwúsə̀n	U+006C U+0077
mm	m m	M M	Kanuri	4	hámmà;sámmá;júmmà;nə̀mmə̀náfùk	U+006D U+006D
ms	m s	M S	Kanuri	2	kámsàl;gúmsù	U+006D U+0073
nn	n n	N N	Kanuri	16	kánnú;kánnú;kánnú_cámbî;tə́làm_kánnúbè;yînná	U+006E U+006E
nsh	n ʃ	N S	Kanuri	1	kə̀nshê	U+006E U+0073 U+0068
bb	b b	P P	Kanuri	5	dábbà;kábbì;cíbbù;kàrə́gə̀_cíbbú;kábbí	U+0062 U+0062
psh	p ʃ	P S	Kanuri	1	tə́pshì	U+0070 U+0073 U+0068
rr	r r	R R	Kanuri	2	fêrrò_kə̀mbâ;nûrrà	U+0072 U+0072
rs	r s	R S	Kanuri	4	sérsér;kúrsáshíà;kə́rsàsà;fə́rsə̀nà	U+0072 U+0073
rw	r w	R W	Kanuri	23	kàrwàcìmé;kàrwâ;kùrwúdì;kùrwúdì;áládə̀_kùrwúdì	U+0072 U+0077
cc	tʃ tʃ	T T	Kanuri	1	bàccíà	U+0063 U+0063
tt	t t	T T	Kanuri	27	kàttî;kə̀máttə̀n;sə́ngéttə́;njírə́ttə́;mə̀láttə́	U+0074 U+0074
òs	ò/o s	U S	Kanuri	2	mòsóró;kòsòmá	U+00F2 U+0073
ós	ó/o s	U S	Kanuri	6	sósì;mósùwà;wóstə́;wóstə́rám;kósò	U+00F3 U+0073
ôs$	ô/o s	U S	Kanuri	1	bùrôs	U+00F4 U+0073 U+0024
òw	ò/o w	U W	Kanuri	7	fòwòlí;gùdòwúm;mòwò;lòwómà;dòwó_dìò	U+00F2 U+0077
ów	ó/o w	U W	Kanuri	10	shílówù;fówó;kówù;kə̀mówùn;zówó	U+00F3 U+0077
ùs	ù/u s	Y S	Kanuri	16	tùstə́;bə́rì_kǎùsùbè;tùsátə́;mùsùwár;mùskòrám	U+00F9 U+0073
ùw	ù/u w	Y W	Kanuri	22	kùwúì;kùwúì;kùwúì;kùwúì_yárwábè;kùlùwèrám	U+00F9 U+0077
