Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			3	-làn;-mbèn;-làn	U+005E
$	NULL		NULL	2	cîr_;cîr_	NULL
.	NULL		Kanuri	8	ngáwò…..bèn;ngáwò…..bèn;ngáwò...._bèn;ngáwò...._bèn;ngáwò...._bèn	U+002E
…	NULL		Kanuri	2	ngáwò…..bèn;gə́rè…..bèn	U+2026
^-a$	+ a	_ A	Kanuri	1	-a	U+005E U+002D U+0061 U+0024
à	à/a	A	Kanuri	445	kàttî;báhàr;báhàr;kàzáà_njîbè;kàzáà_njîbè	U+00E0
á	á/a	A	Kanuri	467	lárdə̀;fárák;fárák;fáyà;báhàr	U+00E1
â	â/a	A	Kanuri	78	kâu;kâu;kə́ngâl;kàsâm;kùndúwâl	U+00E2
ǎ	ǎ/a	A	Kanuri	5	bə́rì_kǎùsùbè;tǎttə́;ádə̀gǎì;kǎìdù;àbígǎìnyìn	U+01CE
'á	'á/a	A	Kanuri	1	nà'ám	U+0027 U+00E1
^Á	Á/a	A	Kanuri	1	Álà	U+005E U+00C1
^à	à/a	A	Kanuri	32	àndí;àkú;àníní;àlwútà;àrgə̂m	U+005E U+00E0
^á	á/a	A	Kanuri	22	áládə̀_kùrwúdì;áládə̀;áská;ámálánké;ákkì	U+005E U+00E1
^â	â/a	A	Kanuri	2	âu;âm	U+005E U+00E2
à$	à/a	A	Kanuri	242	césà;fáyà;njî_kúrà;njî_kúrà;ngàdà	U+00E0 U+0024
àà	àà/aː	A	Kanuri	6	mààrá_njîbè;mààrá_njîbè;jóngò_mààrá_njîbè;jààptà;mààrá_sámíbè	U+00E0 U+00E0
á$	á/a	A	Kanuri	86	kə́rtá;kə̀ská;àsháná;bàwá;tàdá	U+00E1 U+0024
áá	áá/aː	A	Kanuri	1	sáátə́	U+00E1 U+00E1
â$	â/a	A	Kanuri	36	dúnyâ;kàrwâ;dùnyâ;kwâ;kwângâ	U+00E2 U+0024
'à$	'à/a	A	Kanuri	1	á'à	U+0027 U+00E0 U+0024
àà$	àà/aː	A	Kanuri	1	wàltàà	U+00E0 U+00E0 U+0024
f	f	B	Kanuri	32	kàfíà;máfì;máfì;díwò_férò;ngàmfàtú	U+0066
^f	f	B	Kanuri	87	fárák;fáyà;fòwòlí;fówó;férò	U+005E U+0066
è	è/e	E	Kanuri	45	njèzò;fèròmí;yèìyàrí;kùlùwèrám;wódíshà_sèkkìn	U+00E8
é	é/e	E	Kanuri	69	kégə́rà_ngə̀rjî;férò;férò;díwò_férò;férò_cíntà	U+00E9
ê	ê/e	E	Kanuri	13	jê_tàùtáùbè;cìmê_ngə́wə́lbè;sìkêt;bêl;dìrìngêl	U+00EA
è$	è/e	E	Kanuri	67	cî_njîbè;kàzáà_njîbè;shîm_njîbè;njî_sámìbè;tə́làm_kánnúbè	U+00E8 U+0024
é$	é/e	E	Kanuri	31	njìbòné;kàrwàcìmé;bàntə̀gə̀né;gàdángàré;kùndúlì_tígə̀bé	U+00E9 U+0024
ê$	ê/e	E	Kanuri	13	kàngê;fê;fê;fê;kàngê	U+00EA U+0024
ə̔	ə̔/ə	E	Kanuri	1	kə̔lâbê	U+0259 U+0314
ə̀$	ə̀/e	E	Kanuri	53	lárdə̀;rádə̀;rádə̀;nə̀kə̀lmə́skə̀;də̀lágə̀	U+0259 U+0300 U+0024
h	h	H	Kanuri	4	báhàr;báhàr;záhìr;kàkkádə̀_hàwârbè	U+0068
^h	h	H	Kanuri	14	hámmà;hàrîl;hìjâp;hámà;hàláltə́	U+005E U+0068
i	i	I	Kanuri	2	wásàm_yikko;kə̀náshîm_yikko	U+0069
ì	ì/i	I	Kanuri	126	njìbòné;kàrwàcìmé;njî_sámìbè;nyìyàtə́;nyìyâ	U+00EC
í	í/i	I	Kanuri	155	cídí;cídí;bílwù;cə́dí_lólójì;shílówù	U+00ED
î	î/i	I	Kanuri	53	cî_njîbè;cî_njîbè;njî_kúrà;njî_kúrà;kàzáà_njîbè	U+00EE
ə	ə/ɨ	I	Kanuri	1	yəmbò	U+0259
^í	í/i	I	Kanuri	4	ínjìn;ísò;ínjìn;ínjìn	U+005E U+00ED
ì$	ì/i	I	Kanuri	126	cə́dí_lólójì;máfì;máfì;kə̀gə̀shì;kə́límì	U+00EC U+0024
ìì	ìì/iː	I	Kanuri	1	lììtàrí	U+00EC U+00EC
í$	í/i	I	Kanuri	86	cídí;cídí;fòwòlí;kàùdí;tàdàmí	U+00ED U+0024
íí	íí/iː	I	Kanuri	2	líítà;jíínà	U+00ED U+00ED
î$	î/i	I	Kanuri	23	kàttî;kə̀rî;njî;sàmî;kégə́rà_ngə̀rjî	U+00EE U+0024
əˆ	əˆ/ɨ	I	Kanuri	1	gə̀rəˆs	U+0259 U+02C6
ə̀	ə̀/ɨ	I	Kanuri	251	bə́rbə̀r;kə̀rî;bə́rə̀m;kə̀múdù;kə̀ská	U+0259 U+0300
ə́	ə́/ɨ	I	Kanuri	203	bə́rbə̀r;kə́rtá;bə́rə̀m;kàráà_sə́lə́m;kàráà_sə́lə́m	U+0259 U+0301
ə̂	ə̂/ɨ	I	Kanuri	10	ngòrə̂m;də̂r;fə̂r;fə̂r_ngə́rmà;fə̂r_kùrwúdì	U+0259 U+0302
