Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^l	ɮ	L	Ket	29	les;lamtol;laɣaj;lōn;laŋat	U+005E U+006C
l$	ɮ	L	Ket	99	ūl;qool;qoˀl;ɯsul;telɣil	U+006C U+0024
ll	ɮː	L	Ket	4	ollas;halloj;ella;allel	U+006C U+006C
m	m	M	Ket	72	embaŋ;qimdɯl;qimas;amaŋ;qīm_bisep	U+006D
^m	m	M	Ket	20	mora;mora;mina;mina;maˀm	U+005E U+006D
m$	m	M	Ket	41	qīm;qīm;qīm;qīm;ām	U+006D U+0024
mm	mː	M	Ket	1	ammas	U+006D U+006D
n	n	N	Ket	116	hənaŋ;anbok;deŋniŋ;qonijs;qonij_baˀŋ	U+006E
ŋ	ŋ	N	Ket	81	ulbaŋt;uldʌptaŋbaŋ;deŋniŋ;daŋtaɣan;haŋkon	U+014B
^n	n	N	Ket	7	nekura;nanbet;naˀn;nī;nela	U+005E U+006E
n$	n	N	Ket	117	sīn;ə̄n;ulteɣin;daŋtaɣan;qaʁɯn	U+006E U+0024
nn	nː	N	Ket	7	ekkinna_boˀk;ekkinna_boˀk;hunnas;sennos;tanno	U+006E U+006E
ŋ$	ŋ	N	Ket	128	baˀŋ;baˀŋ;hənaŋ;embaŋ;baˀŋ	U+014B U+0024
ŋŋ	ŋː	N	Ket	2	eŋŋuŋbers;eŋŋuŋ	U+014B U+014B
b	b	P	Ket	111	embaŋ;sest_baˀŋ;ulbaŋt;qaˀ_bēj;anbok	U+0062
p	p	P	Ket	28	uldʌptaŋbaŋ;espul;qopta;qopt;qopqul	U+0070
^b	b	P	Ket	125	baˀŋ;baˀŋ;baˀŋ;bēj;beˀt	U+005E U+0062
^p	p	P	Ket	9	piska;pamet;parhot;polot;pasatbet	U+005E U+0070
bb	bː	P	Ket	4	qibbat;qibbat;qibbamaŋ;abbet	U+0062 U+0062
p$	p	P	Ket	52	solgup;qīp;ōp;hɯˀp;hiɣbisep	U+0070 U+0024
pp	pː	P	Ket	2	oppas;hɯppas	U+0070 U+0070
r	r	R	Ket	65	mora;mora;areŋ;horap;serap	U+0072
ʁ	ʁ	R	Ket	22	qaʁɯn;inoʁat;əʁaj_bataŋ;kəʁɯn;binaʁols	U+0281
^r	r	R	Ket	1	remna	U+005E U+0072
r$	r	R	Ket	24	qār;qār;dest_qār;ìr;àr	U+0072 U+0024
ʁ$	ʁ	R	Ket	5	qòʁ;tòʁ;hòʁ;dàʁ;lə̄ʁ	U+0281 U+0024
s	s	S	Ket	108	sest_baˀŋ;ɯsul;espul;piska;hiɣbisep	U+0073
z	z	S	Ket	1	poezd	U+007A
^s	s	S	Ket	111	sīn;sest_baˀŋ;solgup;sēs;senkalabelsˀ	U+005E U+0073
^š	ʃ	S		1	škola	U+005E U+0161
s$	s	S	Ket	85	huˀs;les;təˀs;ules;qimas	U+0073 U+0024
ss	sː	S	Ket	11	hɯssej;bəssem;bəsselgit;assel;keŋassel	U+0073 U+0073
d	d	T	Ket	58	uldʌptaŋbaŋ;higdɯl;qimdɯl;badba;amdun	U+0064
t	t	T	Ket	173	altəq;sest_baˀŋ;uldʌptaŋbaŋ;ulteɣin;daŋtaɣan	U+0074
č	tʃ	T		3	lečitbet;kanča;očkaŋ	U+010D
^d	d	T	Ket	100	deˀ;deŋniŋ;deˀ;daŋtaɣan;duˀ	U+005E U+0064
^t	t	T	Ket	97	tɯ̄;tugd;telɣil;təˀs;tēt	U+005E U+0074
^č	tʃ	T	Ket	1	časaŋ	U+005E U+010D
d$	d	T	Ket	6	tugd;sujd;ogorod;deld;deld	U+0064 U+0024
dd	dː	T	Ket	3	avaŋa_qaddoq_selam;uddiŋ;uddiŋs	U+0064 U+0064
t$	t	T	Ket	222	ulbaŋt;aqqot;beˀt;duut;inoʁat	U+0074 U+0024
tt	tː	T	Ket	8	battat;ittas;ittas;sittej;kottej	U+0074 U+0074
č$	tʃ	T	Ket	1	mač	U+010D U+0024
o	o	U	Ket	208	mora;mora;solgup;anbok;aqqot	U+006F
ò	ò/o	U	Ket	6	qòʁ;qòj;kòʁtet;dòq;tòʁ	U+00F2
ō	ō/o	U	Ket	16	qōks;qōks;qōj;qōj;qōj	U+014D
^o	o	U	Ket	20	ogə;ovaŋ;oppas;ollas;opsa	U+005E U+006F
^ō	ō/o	U	Ket	5	ōks;ōp;ōks;ōks;ōks	U+005E U+014D
o$	o	U	Ket	12	kɯlto;lekarsvo;uldo;qonokssajdo;qoŋsajdo	U+006F U+0024
oo	oː	U	Ket	4	qool;looŋ;qooj;qoos	U+006F U+006F
oˀ	oˀ	U	Ket	26	qoˀl;ekkinna_boˀk;ekkinna_boˀk;boˀk;boˀk	U+006F U+02C0
ō$	ō/o	U	Ket	10	qō;qō;tō;ɯnam_bənsaŋ_qō;qusam_bənsaŋ_qō	U+014D U+0024
^oo	oː	U	Ket	4	ool;ooŋ;oolɢat;ool	U+005E U+006F U+006F
^oˀ	oˀ	U	Ket	2	oˀn;oˀn	U+005E U+006F U+02C0
oo$	oː	U	Ket	6	qoo;doo;doo;doo;doo	U+006F U+006F U+0024
oˀ$	oˀ	U	Ket	1	qoˀ	U+006F U+02C0 U+0024
u	u	Y	Ket	104	tugd;solgup;ɯsul;espul;amdun	U+0075
ù	ù/u	Y	Ket	4	tùl;sùj;sùl;qùj	U+00F9
ū	ū/u	Y	Ket	23	būŋ;sūj;kūl;sūl;kūp	U+016B
^u	u	Y	Ket	49	ulbaŋt;uldʌptaŋbaŋ;ulteɣin;ulan;ulij	U+005E U+0075
^ù	ù/u	Y	Ket	1	ùt	U+005E U+00F9
^ū	ū/u	Y	Ket	10	ūl;ū;ūɣan;ūl;ūl	U+005E U+016B
u$	u	Y	Ket	5	təɣatu;ultu;sintu;anuntu;anuntu	U+0075 U+0024
uu	uː	Y	Ket	9	duut;duut;huut;huul;huun	U+0075 U+0075
uˀ	uˀ	Y	Ket	10	huˀs;huˀn;kuˀs;duˀt;kuˀt	U+0075 U+02C0
ū$	ū/u	Y	Ket	4	bū;tū;bū;bū	U+016B U+0024
^uu	uː	Y	Ket	1	uul	U+005E U+0075 U+0075
^uˀ	uˀ	Y	Ket	1	uˀt	U+005E U+0075 U+02C0
uu$	uː	Y	Ket	1	huu	U+0075 U+0075 U+0024
uˀ$	uˀ	Y	Ket	2	duˀ;kuˀ	U+0075 U+02C0 U+0024
-	+	_	Ket	17	ta_-_kil;ul_-_qan;t-tn;ben_-_t_-_a;ben_-_t_-_a	U+002D
.	_	_	Ket	3	tam...tam;tam...tam;tam...tam	U+002E
_	_	_	Ket	101	sest_baˀŋ;qaˀ_bēj;ekkinna_boˀk;ekkinna_boˀk;qonij_baˀŋ	U+005F
ās$	ā/a s	A S	Ket	1	hās	U+0101 U+0073 U+0024
ēs$	ē/e s	E S	Ket	2	sēs;dēs	U+0113 U+0073 U+0024
ìs$	ì/i s	I S	Ket	2	dìs;dìs	U+00EC U+0073 U+0024
ks	k s	K S	Ket	12	haksemət;haksut;boksa;kaltoksa;qakst	U+006B U+0073
qs	q s	K S	Ket	2	eqsaq;eqsaq	U+0071 U+0073
ks$	k s	K S	Ket	20	qōks;qōks;ōks;ɯ̄ks;bulaŋdoks	U+006B U+0073 U+0024
kss	k sː	K S	Ket	1	qonokssajdo	U+006B U+0073 U+0073
ns	n s	N S	Ket	9	qonsal;dansolejs;mensiŋ;ɯnam_bənsaŋ_qō;qusam_bənsaŋ_qō	U+006E U+0073
ŋs	ŋ s	N S	Ket	1	qoŋsajdo	U+014B U+0073
ps	p s	P S	Ket	1	opsa	U+0070 U+0073
rh	r h	R H	Ket	1	parhot	U+0072 U+0068
rs	r s	R S	Ket	1	lekarsvo	U+0072 U+0073
òs	ò/o s	U S	Ket	2	qòs_keˀt;qòs_keˀt	U+00F2 U+0073
òs$	ò/o s	U S	Ket	11	qòs;qòs;qòs;qòs;qòs	U+00F2 U+0073 U+0024
ōs$	ō/o s	U S	Ket	2	lōs;lōs	U+014D U+0073 U+0024
js$	j + s	J _ S	Ket	6	qonijs;dansolejs;qəlajs;daan_intijs;deŋejs	U+006A U+0073 U+0024
qs$	q + s	K _ S	Ket	3	sijaqs;daqs;dədoqs	U+0071 U+0073 U+0024
ls	l + s	L _ S	Ket	3	əəlsin;bulsej;həlsej	U+006C U+0073
ls$	l + s	L _ S	Ket	6	binaʁols;qotils;oŋtils;qotils;oŋtils	U+006C U+0073 U+0024
lsˀ$	l + sˀ	L _ S	Ket	1	senkalabelsˀ	U+006C U+0073 U+02C0 U+0024
ns$	n + s	N _ S	Ket	3	kəns;usens;kəns	U+006E U+0073 U+0024
ŋs$	ŋ + s	N _ S	Ket	5	həlataŋ_kēŋs;handaŋs;uddiŋs;hilaŋs;qoreŋs	U+014B U+0073 U+0024
rs$	r + s	R _ S	Ket	1	eŋŋuŋbers	U+0072 U+0073 U+0024
th	t + h	T _ H	Ket	3	kitathāj;kitathāj;kitathaj	U+0074 U+0068
ts$	t + s	T _ S	Ket	7	ilbets;siɣits;ejtets;aŋbets;halbets	U+0074 U+0073 U+0024
