Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
kw	kʷ	K	Takia	1	skwe	U+006B U+0077
^gg	gː	K	Takia	6	ggare-;ggreŋ;ggreŋ;ggi-;gge-	U+005E U+0067 U+0067
^kk	kː	K	Takia	3	kkdo-;kkdo-_awe-n;kkdo-n_i-taw	U+005E U+006B U+006B
^kw	kʷ	K	Takia	4	kwai_te_ya;kwai_te_-gane;kwai_te_-bol;kwin	U+005E U+006B U+0077
l	l	L	Takia	245	tan_tlyane-k;mal-pao-n;ilo-;malin;sblbal	U+006C
^l	l	L	Takia	25	lul;loŋ;lalol;lous;lu-	U+005E U+006C
l$	l	L	Takia	72	lul;sblbal;mal;lalol;weil	U+006C U+0024
ll	lː	L	Takia	9	bllek;bllek;bllek;bllek;bllek	U+006C U+006C
lw	lʷ	L	Takia	7	-glwao;ai_lwa-n;-lwi;silwa;wlwale-mi	U+006C U+0077
^ll	lː	L	Takia	3	llaman;llit;llŋan	U+005E U+006C U+006C
^lw	lʷ	L	Takia	4	lwaliu;lwo-;lwa-n_an_da_ya;lwa-	U+005E U+006C U+0077
m	m	M	Takia	124	damo-;you_mala-n;llaman;tim_tae-n;-mari	U+006D
^m	m	M	Takia	90	mal-pao-n;malin;mal;mryaw;mdger	U+005E U+006D
m$	m	M	Takia	30	kalam;tim;sasam;kbram;ksalom	U+006D U+0024
^mm	mː	M	Takia	3	mmaŋe-;mmre-;mmur	U+005E U+006D U+006D
n	n	N	Takia	313	tan_tlyane-k;tan_tlyane-k;tan_tni-n;tan_tni-n;tan_tbu-n	U+006E
ŋ	ŋ	N	Takia	63	nug_-ŋa;nug_ŋane-k;doŋki;doŋki;aŋkanak	U+014B
^n	n	N	Takia	53	nanu-k;nanu-k;nanu-k;nanuk_swa_te;nug_-ŋa	U+005E U+006E
^ŋ	ŋ	N	Takia	18	ŋai;ŋkŋuk;ŋdu-;ŋdu-n_awa-n;ŋe-	U+005E U+014B
n$	n	N	Takia	149	tan;mal-pao-n;tan_tni-n;tan_tbu-n;malin	U+006E U+0024
nn	nː	N	Takia	1	you_wanna-n_san_ur	U+006E U+006E
nw	nʷ	N	Takia	1	anwil	U+006E U+0077
ŋ$	ŋ	N	Takia	50	loŋ;nteŋ;nteŋ;oŋ;iŋ	U+014B U+0024
^nn	nː	N	Takia	2	nni;nnae-ŋ_ab	U+005E U+006E U+006E
^nw	nʷ	N	Takia	1	nwi	U+005E U+006E U+0077
B	B/b	P	Takia	1	holim_Baibel	U+0042
b	b	P	Takia	149	tan_tbu-n;sblbal;sblbal;beig_awa-n_tbu-n;you_brruk	U+0062
p	p	P	Takia	86	mal-pao-n;tamol-pein;kape-;ut_patu-n;kape-	U+0070
^b	b	P	Takia	76	beig;beig_awa-n_tbu-n;bug;bgug-aru;bgabeg	U+005E U+0062
^p	p	P	Takia	62	pat;patui;pein;pein;pnein	U+005E U+0070
b$	b	P	Takia	24	gib;galab;snub;bwab;bor_ab	U+0062 U+0024
p$	p	P	Takia	20	stop;kap;sup;marup;haŋgisip	U+0070 U+0024
pp	pː	P	Takia	3	-su-ppi;su_-ppi;-ppi	U+0070 U+0070
^bb	bː	P	Takia	3	bbaŋa-n_tbu-n;bbarum;bbe-_-pani	U+005E U+0062 U+0062
^bw	bʷ	P	Takia	1	bwab	U+005E U+0062 U+0077
^pp	pː	P	Takia	1	ppae-	U+005E U+0070 U+0070
r	r	R	Takia	200	grgor;knawrig;weil_i-raklawi_da;trarou;trarou	U+0072
^r	r	R	Takia	16	rebit;riŋ;resa;rgeŋ;rek	U+005E U+0072
r$	r	R	Takia	53	grgor;sir;ur;mdger;bor	U+0072 U+0024
rr	rː	R	Takia	3	you_brruk;-rri;sarrei	U+0072 U+0072
rw	rʷ	R	Takia	3	mrwa-;ilo-mrwa-n;mrwa-	U+0072 U+0077
^rr	rː	R	Takia	2	rre-k_tya;rre-k	U+005E U+0072 U+0072
s	s	S	Takia	130	saen-saen;you_i-skalik_da;masis;tamol_sos;sasaw	U+0073
^s	s	S	Takia	103	saen-saen;sblbal;sir;sno;saen	U+005E U+0073
s$	s	S	Takia	53	eis;yai-kas;masis;sas;lous	U+0073 U+0024
sw	sʷ	S	Takia	8	nanuk_swa_te;-swe;-swe;-swe;-swi	U+0073 U+0077
^ss	sː	S	Takia	2	ssei;ssanu-	U+005E U+0073 U+0073
^sw	sʷ	S	Takia	2	swir;sw-aŋ	U+005E U+0073 U+0077
d	d	T	Takia	116	you_i-banai_da;you_i-skalik_da;weil_i-raklawi_da;dwadaw;mdger	U+0064
t	t	T	Takia	175	tan_tlyane-k;ate-;tan_tni-n;tan_tbu-n;beig_awa-n_tbu-n	U+0074
^d	d	T	Takia	49	did;damo-;dagu;dog;dar-kaek	U+005E U+0064
^t	t	T	Takia	98	tan_tlyane-k;tan;tan_tni-n;tan_tbu-n;trarou	U+005E U+0074
d$	d	T	Takia	24	did;ad;id;kllid;ded	U+0064 U+0024
dd	dː	T	Takia	3	mala-n_ddawe-n;-ra-ddari;-sa-ddni	U+0064 U+0064
t$	t	T	Takia	58	pat;keit;rebit;ut;goun_na_ut	U+0074 U+0024
tw	tʷ	T	Takia	2	-twani;-abi-twani	U+0074 U+0077
^dd	dː	T	Takia	3	ddi-;ddi;ddir	U+005E U+0064 U+0064
^dw	dʷ	T	Takia	1	dwadaw	U+005E U+0064 U+0077
^tt	tː	T	Takia	3	ttu;ttawit;ttyane-k	U+005E U+0074 U+0074
^tw	tʷ	T	Takia	2	twelf;twenti	U+005E U+0074 U+0077
o	o	U	Takia	302	geo-geo;mal-pao-n;ilo-;fon_na;loŋ	U+006F
^o	o	U	Takia	3	oŋ;oliv;oul	U+005E U+006F
o$	o	U	Takia	24	geo-geo;geo;sno;makao;makao	U+006F U+0024
w	w	W	Takia	64	beig_awa-n_tbu-n;knawrig;weil_i-raklawi_da;kawkaw;iwo-	U+0077
^w	w	W	Takia	36	weil_i-raklawi_da;weil;weil_i-fni;wos;wos	U+005E U+0077
w$	w	W	Takia	21	dwadaw;mryaw;kawkaw;sasaw;klmo-kaw	U+0077 U+0024
u	u	Y	Takia	190	lul;tan_tbu-n;beig_awa-n_tbu-n;you_i-tlanti;you_i-tlanti	U+0075
^u	u	Y	Takia	22	ur;ui;ur;uranek;ut	U+005E U+0075
u$	u	Y	Takia	58	you;you;dagu;trarou;bgug-aru	U+0075 U+0024
-	+	_	Takia	801	tan_tlyane-k;geo-geo;mal-pao-n;mal-pao-n;ate-	U+002D
=	+	_	Takia	5	gabulo=p;salso=p;-bol=oŋ;=ta=g;=ta=p	U+003D
_	_	_	Takia	239	tan_tlyane-k;tan_tni-n;tan_tbu-n;fon_na;beig_awa-n_tbu-n	U+005F
^=	+	_	Takia	2	=ta=g;=ta=p	U+005E U+003D
gs	g s	K S	Takia	2	sgsog;mala-n_sgsig	U+0067 U+0073
ks	k s	K S	Takia	4	eleksin;woksap;piksakad;tni-ksalai	U+006B U+0073
^ks	k s	K S	Takia	2	ksalom;ksaek	U+005E U+006B U+0073
ks$	k s	K S	Takia	1	siks	U+006B U+0073 U+0024
ls	l s	L S	Takia	4	-lsu;salso;salso=p;i-bilsa_eis	U+006C U+0073
ls$	l s	L S	Takia	1	tuls	U+006C U+0073 U+0024
^ms	m s	M S	Takia	1	msuk_-pani	U+005E U+006D U+0073
^ŋs	ŋ s	N S	Takia	1	ŋsa-ŋes	U+005E U+014B U+0073
ns$	n s	N S	Takia	2	lans;draiva_laisens	U+006E U+0073 U+0024
ŋs$	ŋ s	N S	Takia	1	toŋs	U+014B U+0073 U+0024
bs	b s	P S	Takia	3	tamol_bsmak;pein_bsmak;-bsei-_-aw	U+0062 U+0073
^bs	b s	P S	Takia	1	bso-	U+005E U+0062 U+0073
rs	r s	R S	Takia	4	tama-n_ir-tarsin-ek;tna-n_ir-tarsin-ek;nanu-n_ir-tarsin-ek;nanu-n_ir-tarsin-ek	U+0072 U+0073
^ts	t s	T S	Takia	1	tsa-	U+005E U+0074 U+0073
^kss	ks + s	K _ S	Takia	1	kssik_-bol	U+005E U+006B U+0073 U+0073
ss	s + s	S _ S	Takia	3	-rassani;uya-ssai;-sel-ssi	U+0073 U+0073
tt	t + t	T _ T	Takia	3	-tte;-ttawi;-ttŋani	U+0074 U+0074
