Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
nq	ⁿɢ	K		4	tus_tais_nqaij;tshuav_nqi;nuj_nqi;tsheb_nqaj_hlau	U+006E U+0071
qh	qʰ	K	White Hmong	7	ntsia_liaj_qhov-rooj;nyom_qhuav;ntoo_qhib;noob_txiv_qhib;ib-qho	U+0071 U+0068
^kh	kʰ	K	White Hmong	31	khauj-khaum;kheb;khauj-khaum_taub-hau;khaub_thuas;khaus	U+005E U+006B U+0068
^nk	ⁿg	K		13	nkuaj;nkawj;nkees;nkaub;nkaug	U+005E U+006E U+006B
^nq	ⁿɢ	K		21	nquab;nqaij;nqaj_qaum;nqaij_ntuag;nqos	U+005E U+006E U+0071
^qh	qʰ	K	White Hmong	34	qhov_tsua;qhov_dej;qhov_dej_txhawv;qhov-muag;qhov-ntswg	U+005E U+0071 U+0068
^nkh	ⁿgʱ	K		3	nkhib_ntoo;nkhaus;nkhaus	U+005E U+006E U+006B U+0068
^nqh	ⁿɢʱ	K		1	nqhis_dej	U+005E U+006E U+0071 U+0068
l	l	L	White Hmong	44	dej_ntaug_lawm;xob_laim;tij-laug;niam_laus;yawg_laug	U+006C
^l	l	L	White Hmong	62	lawv;luj-txwv;lau_qaib;liv_nyug;leeb_nkaub	U+005E U+006C
hl	ɬ	L		14	niam_hluas;txiv_hlob;plab_hlaub;khaub_hlab;saw_hlau	U+0068 U+006C
^hl	ɬ	L		22	hli;hluav_ncaig;hlawv;hluas_nraug;hluas_nkauj	U+005E U+0068 U+006C
m	m	M	White Hmong	41	nus_muag;dev_mub;ciab-mu;ntsej_muag;qhov-muag	U+006D
^m	m	M	White Hmong	41	menyuam;mos_ab;menyuam;muam;menyuam_ntxaib	U+005E U+006D
hm	m̥	M		6	noj_hmo;noj_hmo;txiv_hmab;nag_hmo;hneev_roj_hmab	U+0068 U+006D
^hm	m̥	M		9	hmoov_av;hmoov_zeb;hma;hma_liab;hmoov_nplej	U+005E U+0068 U+006D
^ml	mˡ	M		4	mlom;mloog;mloog_lus;mlom	U+005E U+006D U+006C
g	ŋ	N	White Hmong	0		U+0067
n	n	N	White Hmong	28	txiv_neej;pojniam;pojniam;pojniam;kwv_tij_neej_tsa	U+006E
^g	ŋ	N	White Hmong	2	gus;gaib	U+005E U+0067
^n	n	N	White Hmong	60	nag;nab_kuab;neeg;niam;niam_txiv	U+005E U+006E
hn	n̥	N		6	pos_hniav;sab_hnub_tuaj;sab_hnub_poob;nruab_hnub;nrab_hnub	U+0068 U+006E
ny	ɲ	N		19	menyuam;menyuam;menyuam_ntxaib;tsiaj_nyeg;phaw_nyuj	U+006E U+0079
^hn	n̥	N		31	hnub;hnub_qub;hniav;hniav_puas;hneev_taw	U+005E U+0068 U+006E
^ny	ɲ	N		24	nyab;nyab;nyuj;nyuj;nyoos	U+005E U+006E U+0079
b	b	P	White Hmong	2	dabtsi;tebchaws	U+0062
p	p	P	White Hmong	22	dej_poob_tsag;ncho_pa;niam_pog;hniav_puas;caj-pas	U+0070
^p	p	P	White Hmong	75	pob-tsuas;pov-txwv;pas_dej;pob-zeb;pa	U+005E U+0070
np	ⁿb	P		11	maum_npua;npuj-npaim;caj-npab;yas_npab;ua_npau_suav	U+006E U+0070
ph	pʰ	P	White Hmong	10	hauv_phuam;tsev_pheeb_suab;ntsuas_phoo;txiv_maj_phaub;hnub_vas_phuv	U+0070 U+0068
pl	pˡ	P		6	hauv_pliaj;caws_pliav;tshaib_plab;tshuaj_pleev;tsev_hais_plaub	U+0070 U+006C
^np	ⁿb	P		18	npuas_dej;npu;npawg;npua_teb;npua	U+005E U+006E U+0070
^ph	pʰ	P	White Hmong	20	phauj;phaw_nyuj;phaw_yaj;phaw_tshis;phaw_nees	U+005E U+0070 U+0068
^pl	pˡ	P		20	plua_tshauv;plas;plaub-hau;plaub;plaub	U+005E U+0070 U+006C
npl	ⁿbˡ	P		12	dej_nplawm;hmoov_nplej;txiv_cev_nplaum;kaus_nplooj;chaw_ntaus_nplej	U+006E U+0070 U+006C
^npl	ⁿbˡ	P		6	nplaim_taws;nplai;nplaig;nplej;nplooj	U+005E U+006E U+0070 U+006C
^plh	pʰˡ	P		2	plhaws_taub-hau;plhu	U+005E U+0070 U+006C U+0068
^nplh	ⁿbʰˡ	P		2	nplhaib;nplhos	U+005E U+006E U+0070 U+006C U+0068
S	S/ʂ	S	White Hmong	1	Yawm_Saub	U+0053
s	ʂ	S	White Hmong	30	zaj_sawv;kev_sib-nrauj;kab_laug_sab;zes_kab_laug_sab;tsev_kab_laug_sab	U+0073
x	s	S	White Hmong	14	tub_xeeb-ntxwv;ntxhais_xeeb-ntxwv;nitv_tes_xoo;pleev_xim;sab_xis	U+0078
y	ʝ	S	White Hmong	26	pog_koob_yawg_koob;txiv_yawg;phaw_yaj;maum_yaj;hnyuv	U+0079
z	ʐ	S	White Hmong	22	hmoov_zeb;xuab_zeb;pob-zeb;tsaug_zog;tso_zis	U+007A
^Y	Y/ʝ	S	White Hmong	1	Yawm_Saub	U+005E U+0059
^s	ʂ	S	White Hmong	55	siab;sib-tsoob;sib-ua;so;siav	U+005E U+0073
^x	s	S	White Hmong	42	xuab_zeb;xob_laim;xob_ntsais;xob_quaj;xob_nroo	U+005E U+0078
^y	ʝ	S	White Hmong	40	yis_dej;yuav;yawg;yawm_txiv;yawg_laug	U+005E U+0079
^z	ʐ	S	White Hmong	27	zoov;zaj_sawv;zag;zes;zes_kab_laug_sab	U+005E U+007A
xy	ɕ	S		1	sib-xyaws	U+0078 U+0079
^xy	ɕ	S		3	xyoob;xyoo;xyaum	U+005E U+0078 U+0079
d	d	T	White Hmong	24	ntug_dej;npuas_dej;pas_dej;nthwv_dej;yis_dej	U+0064
r	ʈ	T	White Hmong	19	diav_rawg;qhov-rooj;ntsia_liaj_qhov-rooj;qhov-rais;lub-ru_tsev	U+0072
t	t	T	White Hmong	78	ntiaj_teb;nplaim_taws;pa_taws;kwv_tij;niam_tais	U+0074
^d	d	T	White Hmong	57	dej;dej_ntaug_lawm;dej_nplawm;dej;dej_poob_tsag	U+005E U+0064
^r	ʈ	T	White Hmong	32	roob;rauv;rau_tes;rau;raum	U+005E U+0072
^t	t	T	White Hmong	98	teb;toj;tiaj-nrag;taws;tua	U+005E U+0074
dh	dʱ	T	White Hmong	2	tsim_dheev;ras_dheev	U+0064 U+0068
nr	ⁿɖ	T		9	tiaj-nrag;xob_nroo;hluas_nraug;kev_sib-nrauj;hauv_nrob	U+006E U+0072
nt	ⁿd	T		26	dej_ntaug_lawm;ntais_ntawv;puj_ntaws;nqaij_ntuag;chaw_ntaus_nplej	U+006E U+0074
rh	ʈʰ	T	White Hmong	1	khaub_rhuab	U+0072 U+0068
th	tʰ	T	White Hmong	17	khaub_thuas;piam_thaj;thoom_thaub;ntoo_thuv;yeeb_thooj	U+0074 U+0068
ts	tʃ	T	White Hmong	27	pob-tsuas;qhov_tsua;dej_poob_tsag;kwv_tij_neej_tsa;kab_taws_tsau	U+0074 U+0073
^dh	dʱ	T	White Hmong	2	dhia;dhau	U+005E U+0064 U+0068
^nr	ⁿɖ	T		16	nrob_qaum;nrog_aub-ncaug;nroj_tsuag;nrog;nraum	U+005E U+006E U+0072
^nt	ⁿd	T		53	ntiaj_teb;ntug_dej;ntoo;ntuj;ntais_ntawv	U+005E U+006E U+0074
^rh	ʈʰ	T	White Hmong	1	rhaus	U+005E U+0072 U+0068
^th	tʰ	T	White Hmong	24	thee;thaj_mom;thij;thom_khwm;thoom_thaub	U+005E U+0074 U+0068
^ts	tʃ	T	White Hmong	46	tsag;tsaus;tsev_neeg;tsiaj;tsiaj_nyeg	U+005E U+0074 U+0073
ntx	ⁿdz	T		11	ntxoov-ntxoo;menyuam_ntxaib;tub_xeeb-ntxwv;ntxhais_xeeb-ntxwv;txiv_ntxawm	U+006E U+0074 U+0078
tsh	tʃʰ	T	White Hmong	13	plua_tshauv;phaw_tshis;laum_kib_tshooj;yoov_tshaj_cum;luj_tshib	U+0074 U+0073 U+0068
^nrh	ⁿɖʱ	T		2	nrhiav;nrhiav_tau	U+005E U+006E U+0072 U+0068
^nth	ⁿdʱ	T		2	nthwv_dej;nthua	U+005E U+006E U+0074 U+0068
^ntx	ⁿdz	T		13	ntxoov-ntxoo;ntxais;ntxaiv;ntxuav;ntxias	U+005E U+006E U+0074 U+0078
^tsh	tʃʰ	T	White Hmong	24	tshauv;tshoob;tshis;tshis;tshee	U+005E U+0074 U+0073 U+0068
ntxh	ⁿdzʱ	T		2	tsov_ntxhuav;tub_ntxhais_kawm_ntawv	U+006E U+0074 U+0078 U+0068
^ntxh	ⁿdzʱ	T		6	ntxhais;ntxhais;ntxhais_xeeb-ntxwv;ntxhais;ntxhw	U+005E U+006E U+0074 U+0078 U+0068
o	o	U	White Hmong	246	av_nkos;toj;pob-tsuas;pov-txwv;kob	U+006F
^o	o	U	White Hmong	4	os;o_txia;ob;ob-zaug	U+005E U+006F
oo	õ	U	White Hmong	82	hmoov_av;hmoov_zeb;roob;dej_poob_tsag;zoov	U+006F U+006F
u	u	Y	White Hmong	146	ntug_dej;ntuj;hnub;hnub_qub;hnub_qub	U+0075
^u	u	Y	White Hmong	1	us	U+005E U+0075
ua	uə	Y		173	xuab_zeb;pob-tsuas;npuas_dej;xob_quaj;huab	U+0075 U+0061
^ua	uə	Y		3	uab;ua;ua	U+005E U+0075 U+0061
-	+	_	White Hmong	1	ko-taw	U+002D
_	+	_		32	pa_taws;lau_qaib;hma_liab;qe_ntshauv;rau_tes	U+005F
v-	˧˦/³⁴ +	2 _		19	pov-txwv;hiav-txwv;ntxoov-ntxoo;qhov-muag;qhov-ntswg	U+0076 U+002D
v_	˧˦/³⁴ +	2 _		147	hmoov_av;av_nkos;hmoov_zeb;qhov_tsua;nthwv_dej	U+0076 U+005F
g-	˧˩/³¹ +	3 _		1	tsuag-tsuag	U+0067 U+002D
g_	˧˩/³¹ +	3 _		56	ntug_dej;dej_ntaug_lawm;yawg_laug;pog_laug;pog_koob_yawg_koob	U+0067 U+005F
j-	˥˧/⁵³ +	3 _		24	tiaj-nrag;tij-laug;luj-txwv;khauj-khaum;npuj-npaim	U+006A U+002D
j_	˥˧/⁵³ +	3 _		100	ntiaj_teb;dej_ntaug_lawm;dej_nplawm;qhov_dej_txhawv;dej_poob_tsag	U+006A U+005F
b-	˥/⁵ +	6 _		57	pob-tsuas;pob-zeb;kev_sib-nrauj;tub_xeeb-ntxwv;ntxhais_xeeb-ntxwv	U+0062 U+002D
b_	˥/⁵ +	6 _		118	xuab_zeb;dej_poob_tsag;hnub_qub;xob_laim;xob_ntsais	U+0062 U+005F
m_	˨˩˧/²¹³ +	6 _		72	nplaim_taws;niam_txiv;niam_laus;niam_hluas;menyuam_ntxaib	U+006D U+005F
s_	˩/¹ +	6 _		101	npuas_dej;pas_dej;yis_dej;pos_huab;ntais_ntawv	U+0073 U+005F
a$	a ˧/³³	A 4	White Hmong	16	pa;ncho_pa;kwv_tij_neej_tsa;hma;nab-qa	U+0061 U+0024
ai$	ai ˧/³³	A 4		6	nplai;dai;sai;ntshai;kev_cai	U+0061 U+0069 U+0024
au$	au ˧/³³	A 4		36	kab_taws_tsau;plaub-hau;plhaws_taub-hau;taub-hau;khauj-khaum_taub-hau	U+0061 U+0075 U+0024
aw$	aɯ ˧/³³	A 4		11	ko-taw;yas_taw;luj_taw;hneev_taw;ntiv_taw	U+0061 U+0077 U+0024
^vw	v ɯ	B I	White Hmong	1	vwm	U+005E U+0076 U+0077
^cw	c ɯ	C I	White Hmong	3	cwj_pwm;cwj_mem;cwj_nrig	U+005E U+0063 U+0077
e$	e ˧/³³	E 4		16	qe;qhab-tse;nqaj-tse;nce;nce	U+0065 U+0024
hw	h ɯ	H I	White Hmong	2	xib_hwb;xib_hwb	U+0068 U+0077
^hw	h ɯ	H I	White Hmong	4	hwj-txwv;hwj_kais;hwj_txob;hwj	U+005E U+0068 U+0077
i$	i ˧/³³	I 4		18	hli;nti;ci;ci;ncuav_ci	U+0069 U+0024
w$	ɯ ˧/³³	I 4	White Hmong	1	ntxhw	U+0077 U+0024
ia$	iə ˧/³³	I 4		10	ciaj-sia;o_txia;ntsia;dhia;khaws_cia	U+0069 U+0061 U+0024
ws	ɯ ʂ	I S	White Hmong	0		U+0077 U+0073
ws$	ɯ ʂ	I S	White Hmong	3	ntsws;ntws;aws	U+0077 U+0073 U+0024
^kw	k ɯ	K I	White Hmong	7	kwv_tij;kwv;kwv_tij;kwv_tij_neej_tsa;kwj	U+005E U+006B U+0077
^qw	q ɯ	K I	White Hmong	2	qwj;qw_nrov	U+005E U+0071 U+0077
khw	kʰ ɯ	K I	White Hmong	1	thom_khwm	U+006B U+0068 U+0077
^qhw	qʰ ɯ	K I	White Hmong	1	qhwv	U+005E U+0071 U+0068 U+0077
lw	l ɯ	L I	White Hmong	2	muas_lwj;hauj_lwm	U+006C U+0077
^lw	l ɯ	L I	White Hmong	4	lwg;lwj;lwm;lwm	U+005E U+006C U+0077
pw	p ɯ	P I	White Hmong	2	xub_pwg;cwj_pwm	U+0070 U+0077
xw	s ɯ	S I	White Hmong	2	tub_ceev_xwm;ntawv_xov_xwm	U+0078 U+0077
^xw	s ɯ	S I	White Hmong	2	xwb_kuab;xwb	U+005E U+0078 U+0077
rw	ʈ ɯ	T I	White Hmong	2	paj_rwb;ntsaum_kab-rwg	U+0072 U+0077
tw	t ɯ	T I	White Hmong	3	thaum_twg;qhov_twg;leej_twg	U+0074 U+0077
Tsw	Ts/tʃ ɯ	T I	White Hmong	2	Vaj_Tswv;thov_Vaj_Tswv	U+0054 U+0073 U+0077
^rw	ʈ ɯ	T I	White Hmong	1	rwj	U+005E U+0072 U+0077
^tw	t ɯ	T I	White Hmong	7	twv;tw_nkoj;twj_ywm;twv;twg	U+005E U+0074 U+0077
tsw	tʃ ɯ	T I	White Hmong	2	kav_tswj;nom_tswv	U+0074 U+0073 U+0077
^thw	tʰ ɯ	T I	White Hmong	1	thwj	U+005E U+0074 U+0068 U+0077
^tsw	tʃ ɯ	T I	White Hmong	7	tswm_ciab;tswg;tswm;tsw_phem;tswv_yim	U+005E U+0074 U+0073 U+0077
o$	o ˧/³³	U 4	White Hmong	25	po;rua_lo;nto;so;noj_hmo	U+006F U+0024
u$	u ˧/³³	Y 4	White Hmong	10	npu;ciab-mu;plhu;noj_su;zib-mu	U+0075 U+0024
ua$	uə ˧/³³	Y 4		25	qhov_tsua;cua;huab_cua;tua;maum_npua	U+0075 U+0061 U+0024
aw_	aɯ ˧/³³ +	A 4 _		11	phaw_nyuj;phaw_yaj;phaw_tshis;phaw_nees;chaw_mos	U+0061 U+0077 U+005F
ee$	e ŋ ˧/³³	E N 4	White Hmong	5	thee;tshee;txee;qee;phee	U+0065 U+0065 U+0024
hws$	h ɯ ˩/¹	H I 6	White Hmong	1	tawm_hws	U+0068 U+0077 U+0073 U+0024
i_	i ˧/³³ +	I 4 _		6	di_ncauj;ua_li_cas;npaum_li_cas;vim_li_cas;ua_li_cas	U+0069 U+005F
w_	ɯ ˧/³³ +	I 4 _		0		U+0077 U+005F
tw$	t ɯ ˧/³³	T I 4	White Hmong	1	pob-tw	U+0074 U+0077 U+0024
tws$	t ɯ ˩/¹	T I 6	White Hmong	1	yiv_tws	U+0074 U+0077 U+0073 U+0024
o_	o ˧/³³ +	U 4 _		16	ncho_pa;tso_paus;tso_zis;tso_quav;kho_mob	U+006F U+005F
oo$	o ŋ ˧/³³	U N 4	White Hmong	19	ntoo;xob_nroo;ntxoov-ntxoo;nitv_tes_xoo;noj_qab_nyob_zoo	U+006F U+006F U+0024
ua_	uə ˧/³³ +	Y 4 _		17	plua_tshauv;cua_daj_cua_dub;cua_daj_cua_dub;npua_teb;cua_nab	U+0075 U+0061 U+005F
^ua_	uə ˧/³³ +	Y 4 _		16	ua_pa;ua_ntsos;ua_qaj;ua_npau_suav;ua_niam_txiv	U+005E U+0075 U+0061 U+005F
ee_	e ŋ ˧/³³ +	E N 4 _		1	qee_zaus	U+0065 U+0065 U+005F
^kws_	k ɯ ˩/¹ +	K I 6 _	White Hmong	2	kws_kho_mob;kws_ntaus_hlau	U+005E U+006B U+0077 U+0073 U+005F
^qws_	q ɯ ˩/¹ +	K I 6 _	White Hmong	1	qws_txob	U+005E U+0071 U+0077 U+0073 U+005F
^qhws_	qʰ ɯ ˩/¹ +	K I 6 _	White Hmong	1	qhws_ntsej	U+005E U+0071 U+0068 U+0077 U+0073 U+005F
oo_	o ŋ ˧/³³ +	U N 4 _		11	ntoo_qhib;ntoo_thuv;ntoo_peeb_lab;ntoo_kuj_yem;ntoo_faj_khaum	U+006F U+006F U+005F
