Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL		NULL	0		NULL
$	NULL			2	ua;ua	U+0024
^w$	ɯ ˧/³³	I 4	White Hmong	1	w	U+005E U+0077 U+0024
^o$	o ˧/³³	U 4	White Hmong	1	o	U+005E U+006F U+0024
^cw$	c ɯ ˧/³³	C I 4	White Hmong	1	cw	U+005E U+0063 U+0077 U+0024
^hws$	h ɯ ˩/¹	H I 6	White Hmong	1	hws	U+005E U+0068 U+0077 U+0073 U+0024
^qw$	q ɯ ˧/³³	K I 4	White Hmong	1	qw	U+005E U+0071 U+0077 U+0024
^khw$	kʰ ɯ ˧/³³	K I 4	White Hmong	2	khw;khw	U+005E U+006B U+0068 U+0077 U+0024
^qws$	q ɯ ˩/¹	K I 6	White Hmong	1	qws	U+005E U+0071 U+0077 U+0073 U+0024
^nws$	n ɯ ˩/¹	N I 6	White Hmong	4	nws;nws;nws;nws	U+005E U+006E U+0077 U+0073 U+0024
^pw$	p ɯ ˧/³³	P I 4	White Hmong	1	pw	U+005E U+0070 U+0077 U+0024
^xya$	ɕ a ˧/³³	S A 4		1	xya	U+005E U+0078 U+0079 U+0061 U+0024
^tw$	t ɯ ˧/³³	T I 4	White Hmong	1	tw	U+005E U+0074 U+0077 U+0024
^tsw$	tʃ ɯ ˧/³³	T I 4	White Hmong	1	tsw	U+005E U+0074 U+0073 U+0077 U+0024
^mentsis$	m e ˧/³³ + ⁿɖʐ i ˩/¹	M E 4 _ C I 6		1	mentsis	U+005E U+006D U+0065 U+006E U+0074 U+0073 U+0069 U+0073 U+0024
^pobkws$	p o ˥/⁵ + k ɯ ˩/¹	P U 6 _ K I 6		1	pobkws	U+005E U+0070 U+006F U+0062 U+006B U+0077 U+0073 U+0024
^tamsim$	t a ˨˩˧/²¹³ + s i ˨˩˧/²¹³	T A 6 _ S I 6		1	tamsim	U+005E U+0074 U+0061 U+006D U+0073 U+0069 U+006D U+0024
d$	˩˧/¹³	2		2	ntawd;ntawd	U+0064 U+0024
v$	˧˦/³⁴	2	White Hmong	250	av;hmoov_av;plua_tshauv;hav;pov-txwv	U+0076 U+0024
g$	˧˩/³¹	3	White Hmong	165	tsag;tiaj-nrag;dej_poob_tsag;av_qeeg;lwg	U+0067 U+0024
j$	˥˧/⁵³	3	White Hmong	169	toj;ntug_dej;dej;npuas_dej;pas_dej	U+006A U+0024
b$	˥/⁵	6	White Hmong	300	ntiaj_teb;teb;hmoov_zeb;xuab_zeb;roob	U+0062 U+0024
m$	˨˩˧/²¹³	6	White Hmong	165	dej_ntaug_lawm;dej_nplawm;xob_laim;pojniam;menyuam	U+006D U+0024
s$	˩/¹	6	White Hmong	198	av_nkos;pob-tsuas;xob_ntsais;tsaus;taws	U+0073 U+0024
a	a	A	White Hmong	266	hmoov_av;tsag;tiaj-nrag;hav;pas_dej	U+0061
^a	a	A	White Hmong	7	av;av_nkos;av_qeeg;av_nplaum;as_nyub	U+005E U+0061
aa	ã	A	White Hmong	4	yaas_kaus;naas_mom;yaas;naam	U+0061 U+0061
ai	ai	A		83	xob_laim;xob_ntsais;nplaim_taws;hluav_ncaig;ntais_ntawv	U+0061 U+0069
au	au	A		199	plua_tshauv;dej_ntaug_lawm;tsaus;tshauv;rauv	U+0061 U+0075
aw	aɯ	A		124	dej_ntaug_lawm;dej_nplawm;qhov_dej_txhawv;zaj_sawv;taws	U+0061 U+0077
V	V/v	B	White Hmong	1	thov_Vaj_Tswv	U+0056
f	f	B	White Hmong	6	ntoo_faj_khaum;sib-faib;tus_foob;tus_raug_foob;fai_fab	U+0066
v	v	B	White Hmong	13	las_voos;voj-voos;hnub_vas_thiv;hnub_vas_cas;hnub_vas_as_qhas	U+0076
^V	V/v	B	White Hmong	1	Vaj_Tswv	U+005E U+0056
^f	f	B	White Hmong	8	faus;faib;foob;fij;foom_koob_hmoov	U+005E U+0066
^v	v	B	White Hmong	13	viv_ncaus;vauv;vauv;vaub_kib;vaj	U+005E U+0076
c	c	C	White Hmong	40	cua_daj_cua_dub;huab_cua;yoov_tshaj_cum;hauv_caug;kub_cev	U+0063
^c	c	C	White Hmong	51	cua_daj_cua_dub;cua;ciab-mu;cua_nab;cev	U+005E U+0063
ch	cʰ	C	White Hmong	1	tebchaws	U+0063 U+0068
nc	ⁿɟ	C		11	hluav_ncaig;viv_ncaus;qhov-ncauj;kaus_ncauj;di_ncauj	U+006E U+0063
tx	ts	C		30	pov-txwv;hiav-txwv;niam_txiv;yawm_txiv;yawg_txiv	U+0074 U+0078
^ch	cʰ	C	White Hmong	12	chaw_mos;chais;chav;chaw_ntaus_nplej;cheb	U+005E U+0063 U+0068
^nc	ⁿɟ	C		10	ncej_puab;ncuav_ci;ncej;nceb;ncaws	U+005E U+006E U+0063
^tx	ts	C		50	txiv_neej;txiv;txiv;txiv;txiv_hlob	U+005E U+0074 U+0078
nts	ⁿɖʐ	C		25	xob_ntsais;poj_ntsuam;yawg_ntsuag;tis_ntses;pob-ntseg	U+006E U+0074 U+0073
txh	tsʰ	C		5	qhov_dej_txhawv;pob-txha;kiav_txhab;tuam_txhob;neeg_raug_txhom	U+0074 U+0078 U+0068
^nch	ⁿɟʰ	C		3	ncho_pa;nchuav_hlau;ncha_moo	U+005E U+006E U+0063 U+0068
^nts	ⁿɖʐ	C		31	ntsuag;ntses;ntses_nab;ntsaum;ntsej_muag	U+005E U+006E U+0074 U+0073
^txh	tsʰ	C		12	txham;txhuas;txhos_caug;txhiab;txhawj_siab	U+005E U+0074 U+0078 U+0068
ntsh	ⁿɖʐʱ	C		2	qe_ntshauv;doog_ntshav	U+006E U+0074 U+0073 U+0068
^ntsh	ⁿɖʐʱ	C		3	ntshauv;ntshav;ntshai	U+005E U+006E U+0074 U+0073 U+0068
e	e	E	White Hmong	175	ntiaj_teb;teb;hmoov_zeb;xuab_zeb;ntug_dej	U+0065
^e	e	E	White Hmong	1	ev	U+005E U+0065
ee	ẽ	E	White Hmong	83	av_qeeg;neeg;txiv_neej;tub_xeeb-ntxwv;ntxhais_xeeb-ntxwv	U+0065 U+0065
h	h	H	White Hmong	16	pos_huab;plaub-hau;plhaws_taub-hau;taub-hau;khauj-khaum_taub-hau	U+0068
^h	h	H	White Hmong	35	hav;hiav-txwv;hav_iav;huab;huab_cua	U+005E U+0068
i	i	I	White Hmong	170	yis_dej;txiv_neej;txiv;txiv;kev_sib-nrauj	U+0069
w	ɯ	I	White Hmong	26	pov-txwv;hiav-txwv;nthwv_dej;tub_xeeb-ntxwv;ntxhais_xeeb-ntxwv	U+0077
^i	i	I	White Hmong	6	ib;ib-qho;ib_txwm;ib_yam;ib-qho	U+005E U+0069
ia	iə	I		130	ntiaj_teb;tiaj-nrag;hiav-txwv;hav_iav;pojniam	U+0069 U+0061
^ia	iə	I		3	iav;iav;iab	U+005E U+0069 U+0061
j	j	J	White Hmong	3	pojniam;pojniam;pojniam	U+006A
k	k	K	White Hmong	30	nab_kuab;pog_koob_yawg_koob;pog_koob_yawg_koob;laum_kib_tshooj;zes_kab_laug_sab	U+006B
q	q	K	White Hmong	28	av_qeeg;hnub_qub;xob_quaj;lau_qaib;poj_qaib	U+0071
^k	k	K	White Hmong	68	kob;kaj;kub;kev_sib-nrauj;kuv	U+005E U+006B
^q	q	K	White Hmong	28	qaib;qe_ntshauv;qav;quav_ntsej;qais	U+005E U+0071
kh	kʰ	K	White Hmong	13	dej_khov;khauj-khaum;khauj-khaum_taub-hau;kws_kho_mob;tshuaj_khib	U+006B U+0068
nk	ⁿg	K		11	av_nkos;hluas_nkauj;leeb_nkaub;tub-nkeeg;yeeb_nkab	U+006E U+006B
