Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
n$	n	N	Lower Sorbian	56	ocean;nan;syn;delfin;stary_nan	U+006E U+0024
ń$	nʲ	N	Lower Sorbian	15	kamjeń;seń;wogeń;koń;jeleń	U+0144 U+0024
b	b	P	Lower Sorbian	118	pśibrjog;njebjo;wósoba;swajźba;staršy_bratš	U+0062
p	p	P	Lower Sorbian	135	kupa;spadowanje_mórja;stupanje_mórja;wódopad;wódowy_spad	U+0070
^b	b	P	Lower Sorbian	89	brjog;buchta;bagno;błysk;bratš	U+005E U+0062
^p	p	P	Lower Sorbian	237	proch;para;pěsk;płonina;pśibrjog	U+005E U+0070
b$	b	P	Lower Sorbian	13	jastśeb;gołub;kórb;zob;zub	U+0062 U+0024
p$	p	P	Lower Sorbian	12	sup;rěp;nop;knop;chrop	U+0070 U+0024
r	r	R	Lower Sorbian	403	kraj;proch;para;góra;(twarda)_zemja	U+0072
^r	r	R	Lower Sorbian	60	rownina;rozžwalony;riff;rěka;rosa	U+005E U+0072
r$	r	R	Lower Sorbian	30	jazor;wichor;foter;grosfoter;šwigerfoter	U+0072 U+0024
ŕ$	rʲ	R	Lower Sorbian	38	kuŕ;kuŕ;pastyŕ;hodlaŕ;njetopyŕ	U+0155 U+0024
^wr	r	R		5	wrjod;wrjeśeno;wrota;wrośiś_se;wrośiś	U+005E U+0077 U+0072
s	s	S	Lower Sorbian	192	wódowy_spad;mjasec;błysk;rosa;paliś_se	U+0073
z	z	S	Lower Sorbian	87	inzula;(twarda)_zemja;rozžwalony;jazor;jazoro	U+007A
ś	ɕ	S	Lower Sorbian	155	pśibrjog;pśilew;paliś_se;ženiś_se;źiśi	U+015B
š	ʃ	S	Lower Sorbian	116	jěšć;dešć;lašowaś;paršona;starjejšej	U+0161
ź	ʑ	S	Lower Sorbian	61	swajźba;enkelźowka;syna_źowka;źowki_źowka;bratša_źowka	U+017A
ž	ʒ	S	Lower Sorbian	50	kružoł;zemjerdžanje;gwežda;(wó)ženjony;(wó)ženjona	U+017E
^s	s	S	Lower Sorbian	142	skała;spadowanje_mórja;stupanje_mórja;studnia;słyńco	U+005E U+0073
^z	z	S	Lower Sorbian	76	zemja;zemjerdžanje;zapaliś;zapalka;zbóžo	U+005E U+007A
^ś	ɕ	S	Lower Sorbian	20	śma;śota;śota;śota;śeśko	U+005E U+015B
^š	ʃ	S	Lower Sorbian	74	šum;štorm;šejdowanje;šejdunga;štifnan	U+005E U+0161
^ź	ʑ	S	Lower Sorbian	21	źowćo;źowka;źiśi;źowki_syn;źowki_źowka	U+005E U+017A
^ž	ʒ	S	Lower Sorbian	22	žrědło;žagle;žeńska;žeńskecy;žeńska	U+005E U+017E
s$	s	S	Lower Sorbian	17	gus;pjas;włos;nos;penis	U+0073 U+0024
ss	sː	S	Lower Sorbian	1	lasso	U+0073 U+0073
z$	z	S	Lower Sorbian	10	kjandroz;gałuz;rjeśaz;powrjoz;wóz	U+007A U+0024
ś$	ɕ	S	Lower Sorbian	336	paliś;zapaliś;lašowaś;gasyś;maś	U+015B U+0024
š$	ʃ	S	Lower Sorbian	12	tergaty_wětš;pówětš;wětš;bratš;staršy_bratš	U+0161 U+0024
ź$	ʑ	S	Lower Sorbian	9	groź;gowjeź;mjadwjeź;gruź;gózdź	U+017A U+0024
ž$	ʒ	S	Lower Sorbian	7	muž;wuž;kruž;nož;dokulaž	U+017E U+0024
^łž	ʒ	S		1	łžyca	U+005E U+0142 U+017E
d	d	T	Lower Sorbian	183	(twarda)_zemja;wóda;spadowanje_mórja;žrědło;studnia	U+0064
t	t	T	Lower Sorbian	278	buchta;wótlew;stupanje_mórja;studnia;štorm	U+0074
č	tʃ	T	Lower Sorbian	1	staručka	U+010D
^d	d	T	Lower Sorbian	50	doł;drjewo;dešć;dym;delfin	U+005E U+0064
^t	t	T	Lower Sorbian	62	tonidło;tergaty_wětš;tyca;ty;taług_(z_wucha)	U+005E U+0074
^č	tʃ	T	Lower Sorbian	1	čaj	U+005E U+010D
d$	d	T	Lower Sorbian	29	land;wódopad;wódowy_spad;lod;kłud	U+0064 U+0024
t$	t	T	Lower Sorbian	28	swět;luft;hengist;kokot;elefant	U+0074 U+0024
^łd	d	T		2	łdza;łdgaś	U+005E U+0142 U+0064
o	ɔ	U	Lower Sorbian	595	proch;rownina;płonina;doł;pśibrjog	U+006F
ó	o	U	Lower Sorbian	131	góra;mórjo;mórski_zalew;spadowanje_mórja;stupanje_mórja	U+00F3
^o	ɔ	U	Lower Sorbian	3	ocean;oliwa;omen	U+005E U+006F
o$	ɔ	U	Lower Sorbian	132	mórjo;jazoro;žrědło;bagno;tonidło	U+006F U+0024
ó$	o	U	Lower Sorbian	1	pó	U+00F3 U+0024
^wo	ɔ	U		35	wogeń;woł;wogon;woblico;woko	U+005E U+0077 U+006F
^wó	o	U		48	wóda;wótlew;wódopad;wódowy_spad;wósoba	U+005E U+0077 U+00F3
w	w	W	Lower Sorbian	213	rownina;spadowanje_mórja;wódowy_spad;drjewo;njewjedro	U+0077
^w	w	W	Lower Sorbian	68	wichor;wětš;wjedro;wy;wjelika_myš	U+005E U+0077
w$	w	W	Lower Sorbian	10	mórski_zalew;wótlew;pśilew;law;row	U+0077 U+0024
u	u	Y	Lower Sorbian	255	kuŕ;kupa;inzula;šum;buchta	U+0075
y	y	Y	Lower Sorbian	217	wódowy_spad;słyńco;błysk;tergaty_wětš;tyca	U+0079
ł	u̯	Y	Lower Sorbian	174	skała;płonina;žwała;žrědło;tonidło	U+0142
^ł	u̯	Y	Lower Sorbian	10	łopatka;łokś;łacny_byś;łopjeno;łapiś	U+005E U+0142
u$	u	Y	Lower Sorbian	3	bratš_ze_sotšu;kanu;kenguru	U+0075 U+0024
y$	y	Y	Lower Sorbian	137	měrny;rozžwalony;muskecy;žeńskecy;młodostny	U+0079 U+0024
ł$	u̯	Y	Lower Sorbian	12	doł;kružoł;popjeł;woł;kózoł	U+0142 U+0024
^wu	u	Y		41	wugle;wujk;wujk;wujk;wudowa	U+005E U+0077 U+0075
-	+	_	Lower Sorbian	1	nje-	U+002D
_	_	_	Lower Sorbian	141	(twarda)_zemja;mórski_zalew;spadowanje_mórja;stupanje_mórja;wódowy_spad	U+005F
fs	f s	B S	Lower Sorbian	1	štifsyn	U+0066 U+0073
^cw	ts w	C W	Lower Sorbian	1	cwibel	U+005E U+0063 U+0077
chw	x w	G W	Lower Sorbian	1	pśechwatany	U+0063 U+0068 U+0077
^chw	x w	G W	Lower Sorbian	2	chwataś;chwalba	U+005E U+0063 U+0068 U+0077
ěs	iɪ s	I S	Lower Sorbian	14	pěsk;měso;źěsna;tśěsć;jěsć	U+011B U+0073
ěw	iɪ w	I W	Lower Sorbian	1	lěwy	U+011B U+0077
js	j s	J S	Lower Sorbian	2	wójsko;rajsowe_pólo	U+006A U+0073
js$	j s	J S	Lower Sorbian	2	majs;rajs	U+006A U+0073 U+0024
jw	j u̯	J Y	Lower Sorbian	1	lejwant	U+006A U+0077
gw	g w	K W	Lower Sorbian	1	lěgwo	U+0067 U+0077
kw	k w	K W	Lower Sorbian	2	cerkwja;cerkwja	U+006B U+0077
^gw	g w	K W	Lower Sorbian	1	gwežda	U+005E U+0067 U+0077
^kw	k w	K W	Lower Sorbian	3	kwět(k);kwadrat;kwicaś	U+005E U+006B U+0077
ls	l s	L S	Lower Sorbian	4	enkelsyn;malsny;łamanje_manźelstwa;manźelstwołamanje	U+006C U+0073
lw	l w	L W	Lower Sorbian	2	bom(j)elwałma;wulwa	U+006C U+0077
ns	n s	N S	Lower Sorbian	2	insekt;źinsa	U+006E U+0073
ńs	nʲ s	N S	Lower Sorbian	7	žeńska;žeńskecy;žeńska;žeńskecy;rubjeństwo	U+0144 U+0073
bs	b s	P S	Lower Sorbian	1	wobsejźeś	U+0062 U+0073
ps	p s	P S	Lower Sorbian	1	kapsa	U+0070 U+0073
^ps	p s	P S	Lower Sorbian	1	psyki	U+005E U+0070 U+0073
bw	b w	P W	Lower Sorbian	1	wobwóco	U+0062 U+0077
rs	r s	R S	Lower Sorbian	13	mórski_zalew;šwigersyn;šwigersyn;parskel;lěkarstwo	U+0072 U+0073
rw	r w	R W	Lower Sorbian	7	karwona;barwiś;barwa;barwiś;barwa	U+0072 U+0077
rw$	r w	R W	Lower Sorbian	1	cerw	U+0072 U+0077 U+0024
zs	z s	S S	Lower Sorbian	1	rozsocha	U+007A U+0073
zw	z w	S W	Lower Sorbian	3	rozwěrowanje;pśezwitśe;wuzwólowanje	U+007A U+0077
^sw	s w	S W	Lower Sorbian	13	swět;swětło;swajźba;swójźba;swinja	U+005E U+0073 U+0077
^zw	z w	S W	Lower Sorbian	6	zwěrje;zwignuś;zwězaś;zwěrny;zwóliś	U+005E U+007A U+0077
^šw	ʃ w	S W	Lower Sorbian	19	šwigernan;šwigerfoter;šwigerfoter;šwigernan;šwigermuter(ka)	U+005E U+0161 U+0077
^žw	ʒ w	S W	Lower Sorbian	1	žwała	U+005E U+017E U+0077
žw	ʒ u̯	S Y	Lower Sorbian	1	rozžwalony	U+017E U+0077
dw	d w	T W	Lower Sorbian	3	mjadwjeź;pódwijka;pódwjacor	U+0064 U+0077
tw	t w	T W	Lower Sorbian	22	(twarda)_zemja;pastwa;ratwa;kuntwor(a);lěkarstwo	U+0074 U+0077
^dw	d w	T W	Lower Sorbian	6	dwójnika;dwór;dwa;dwanasćo;dwaźasća	U+005E U+0064 U+0077
^tw	t w	T W	Lower Sorbian	6	twarožk;twarc;twariś;twardy;twardnica	U+005E U+0074 U+0077
ós	o s	U S	Lower Sorbian	9	pcołkowy_wósk;kósma;sromne_kósmy;kósć;póstola	U+00F3 U+0073
ów	o w	U W	Lower Sorbian	2	pówětš;pówoko	U+00F3 U+0077
ws$	w s	W S	Lower Sorbian	1	wows	U+0077 U+0073 U+0024
