Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			2	(ʕanɗe)_ʔí=t’aarama;(ʔille)_paah	U+005E
$	NULL			3	roompo_(ʕanɗete);feet’;kuut’	U+0024
(	NULL			5	roompo_(ʕanɗete);(ʕanɗe)_ʔí=t’aarama;ʔí=powaʕ(aɗ)i;=(i)m;(ʔille)_paah	U+0028
)	NULL			5	roompo_(ʕanɗete);(ʕanɗe)_ʔí=t’aarama;ʔí=powaʕ(aɗ)i;=(i)m;(ʔille)_paah	U+0029
^ʔiso_(M)/_ʔise_(F)$	ʔ i s o	H I S U		1	ʔiso_(M)/_ʔise_(F)	U+005E U+0294 U+0069 U+0073 U+006F U+005F U+0028 U+004D U+0029 U+002F U+005F U+0294 U+0069 U+0073 U+0065 U+005F U+0028 U+0046 U+0029 U+0024
^ʔí=huli$	ʔ í + h u l i	H I _ H Y L I		1	ʔí=huli	U+005E U+0294 U+00ED U+003D U+0068 U+0075 U+006C U+0069 U+0024
^ʔí=harkišami$	ʔ í + h a r k i ʃ a m i	H I _ H A R K I S A M I	Gawwada	1	ʔí=harkišami	U+005E U+0294 U+00ED U+003D U+0068 U+0061 U+0072 U+006B U+0069 U+0161 U+0061 U+006D U+0069 U+0024
a	a	A	Gawwada	849	ʔalame;ʔalame;tawle;tahakko;tahakko	U+0061
á	á	A	Gawwada	2	háš_pay;k’ám_pay	U+00E1
a$	a	A	Gawwada	147	ʔí=ʕakkaɗa;ʔí=kantulama;(ʕanɗe)_ʔí=t’aarama;kawwaʕko_ʔí=paqa;ʔappa	U+0061 U+0024
aa	aː	A	Gawwada	160	(ʕanɗe)_ʔí=t’aarama;kaarko;kaasse;kipraate;kaare_hokete	U+0061 U+0061
f	f	B	Gawwada	30	tullufo;lofoqqo;hafurko;kafko;ʔoyfana	U+0066
^f	f	B	Gawwada	14	fokolho;farto;farto;fat;far	U+005E U+0066
f$	f	B	Gawwada	6	tuf;raf;ʕaf;xuuf;raf	U+0066 U+0024
c	c	C	Gawwada	15	k’ace;cucuwe;cucuwitto;cucuwitte;k’urico	U+0063
