Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
^	NULL			4	-ko;-chi;-po;-po	U+005E
$	NULL			1	jiabijte(i)	U+0024
(	NULL			1	jiabijte(i)	U+0028
)	NULL			1	jiabijte(i)	U+0029
^o$	o	U	Yaqui	1	o	U+005E U+006F U+0024
a	a	A	Yaqui	1020	kawi;pa’aria;pa’aria;pa’ala_bwia;pa’ala_bwia	U+0061
^a	a	A	Yaqui	73	ania;achai;ae;asoa;ako	U+005E U+0061
a$	a	A	Yaqui	619	ania;bwia;bwia;toochia;techoa	U+0061 U+0024
aa	aː	A	Yaqui	146	baawe;bwe’u_baawe;taa’a;yuku_jimaari;yuku_jimaari	U+0061 U+0061
^aa	aː	A	Yaqui	9	aapo;aawam;aache;aache;aawe	U+005E U+0061 U+0061
aa$	aː	A	Yaqui	18	kabaa;kabaa;takaa;kobananaa;kutanaa	U+0061 U+0061 U+0024
e	e	E	Yaqui	473	techoa;kontinente;bawe_mayoa;bwe’u_baawe;tetmajau	U+0065
^e	e	E	Yaqui	43	empo;eme’e;elepante;ete;emo_yooa	U+005E U+0065
e$	e	E	Yaqui	264	see’e;kontinente;baawe;ba’amojakte;bwe’u_baawe	U+0065 U+0024
ee	eː	E	Yaqui	73	see’e;teeso;ba’ajeelo;teeka;meecha	U+0065 U+0065
^ee	eː	E	Yaqui	6	eeye;eecha;eecha;eecha;eeje	U+005E U+0065 U+0065
ee$	eː	E	Yaqui	1	kapee	U+0065 U+0065 U+0024
’	ʔ	H	Yaqui	369	see’e;pa’aria;pa’ala_bwia;chopo’oria;ba’am	U+2019
i	i	I	Yaqui	686	ania;bwia;bwia;toochia;pa’aria	U+0069
^i	i	I	Yaqui	27	ili_jamut;ili_uusi;inepo;itepo;itepo	U+005E U+0069
i$	i	I	Yaqui	210	kawi;kopalai;choki;yuku_jimaari;yuku_jimaari	U+0069 U+0024
ii	iː	I	Yaqui	55	siiba;siijo’ote;wiikit;miisi;ojbo_wii’i	U+0069 U+0069
ii$	iː	I	Yaqui	1	jitebii	U+0069 U+0069 U+0024
j	j	J	Yaqui	189	ba’amojakte;tetmajau;bawe_jikat_bo’oka;ba’ajeelo;yuku_jimaari	U+006A
y	j	J	Yaqui	69	bawe_mayoa;juya;bwia_emo_yoa;taya;taya	U+0079
^j	j	J	Yaqui	190	jakia;juya;jekka;jeeka;jeeka	U+005E U+006A
^y	j	J	Yaqui	58	yuku_be’oktia;yuku_jimaari;yuku_jimaari;yuku_jeka;yuku	U+005E U+0079
yy	jː	J	Yaqui	1	koyyoi	U+0079 U+0079
k	k	K	Yaqui	376	ba’amojakte;bawero’aktim;bawero’aktim;bawe_jikat_bo’oka;bawe_jikat_bo’oka	U+006B
^g	g	K	Yaqui	1	geer	U+005E U+0067
^k	k	K	Yaqui	202	kawi;kontinente;kopalai;kuta;kurues	U+005E U+006B
k$	k	K	Yaqui	21	sochik;mochik;chichek;tomtek;utte’ak	U+006B U+0024
l	l	L	Yaqui	164	pa’ala_bwia;kopalai;wolpo;ba’ajeelo;ili_jamut	U+006C
^l	l	L	Yaqui	43	leepe;lotor;lottila;lipti;luula_katek_bwa’ame	U+005E U+006C
l$	l	L	Yaqui	11	animaal;maachil;picheel;albanyil;majtil	U+006C U+0024
m	m	M	Yaqui	282	bawe_mayoa;ba’amojakte;somo’ichia;tetmajau;sumia	U+006D
^m	m	M	Yaqui	95	meecha;maatum;maala;mo’one;mo’one	U+005E U+006D
m$	m	M	Yaqui	176	ba’am;bawero’aktim;bawero’aktim;sapam;sapam	U+006D U+0024
n	n	N	Yaqui	245	ania;kontinente;kontinente;kontinente;punta	U+006E
^n	n	N	Yaqui	63	naamu;naposa;ne’esa;ne’esa;natchi’ika	U+005E U+006E
n$	n	N	Yaqui	15	relpin;kaayojan;booton;tiimon;sien	U+006E U+0024
b	b	P	Yaqui	176	siiba;bwe’u_baawe;bauba’a;bauba’a;bawe_jikat_bo’oka	U+0062
p	p	P	Yaqui	147	chopo’oria;kopalai;wolpo;sapam;sapam	U+0070
^b	b	P	Yaqui	164	bawe_mayoa;ba’am;baawe;ba’amojakte;bauba’a	U+005E U+0062
