Grapheme	IPA	SCA	LANGUAGES	FREQUENCY	EXAMPLES	CODEPOINTS
f$	f	B	Tarifiyt Berber	38	žžā’f;ašəħřuf;uřuf;iřəf;iřəf	U+0066 U+0024
ff	fː	B	Tarifiyt Berber	12	kuffu;žuffiđ’;ŧuffət;ŧāffixŧ;ssnuffā	U+0066 U+0066
ƀ$	β	B	Tarifiyt Berber	30	āƀiƀ;išʕəƀ;aɣəmbuƀ;ašənquƀ;ažəʕƀuƀ	U+0180 U+0024
^ff	fː	B	Tarifiyt Berber	2	ffađ;ffəɣ	U+005E U+0066 U+0066
ff$	fː	B	Tarifiyt Berber	2	kəff;uff	U+0066 U+0066 U+0024
^ts	ts	C	Tarifiyt Berber	1	tsʕa	U+005E U+0074 U+0073
đ	ð	D	Tarifiyt Berber	88	ižđi;ađrā;ađmā;řgəʕđəŧ;nnđa	U+0111
ŧ	θ	D	Tarifiyt Berber	38	iŧri;ŧasřiŧ_n_wənz’ā;aŧarras;učma_ŧaməqqr’ant;učma_ŧaməz’z’yant	U+0167
^đ	ð	D	Tarifiyt Berber	15	đarrəz;đi;đəř;đrus;đəɣya	U+005E U+0111
^ŧ	θ	D	Tarifiyt Berber	251	ŧammua’ŧ;ŧaʕəžžašŧ;ŧaɣəbbā’ŧ;ŧizi;ŧayəzzāŧ	U+005E U+0167
đ$	θ	D	Tarifiyt Berber	41	iɣɣəđ;řəžđuđ;iɣəyđ;ažʕuđ;ayrađ	U+0111 U+0024
đ’	ðˤ	D		57	řəwđ’a;aħđ’iđ’;ađ’əggwař;ŧađ’əggwač;ađ’əggwař	U+0111 U+2019
ŧ$	θ	D	Tarifiyt Berber	174	ŧammua’ŧ;ŧaʕəžžašŧ;ŧaɣəbbā’ŧ;řgəʕđəŧ;ŧayəzzāŧ	U+0167 U+0024
^đ’	ðˤ	D		16	đ’ađ’;đ’ā;đ’ā;đ’ʕəf;đ’fəs’	U+005E U+0111 U+2019
đ‘$	ðˤ	D	Tarifiyt Berber	1	ʕāđ‘	U+0111 U+2018 U+0024
đ’$	ðˤ	D		47	asəmmiđ’;ssšməđ’;šməđ’;aħđ’iđ’;yaz’iđ’	U+0111 U+2019 U+0024
e	e	E	Tarifiyt Berber	5	ađ’arraf_(n_ihākusen);zeyyā;řeħsaƀ;ŧas’ettit;wis_ŧnayen	U+0065
ə	ə	E	Tarifiyt Berber	864	ddənya;ŧaʕəžžašŧ;ŧaɣəbbā’ŧ;aƀəǧǧaʕ;řgəʕđəŧ	U+0259
^ə	ə	E	Tarifiyt Berber	5	əŋw;əŋw;əwš;əxs;əxs	U+005E U+0259
x	x	G	Tarifiyt Berber	47	řfaxā;mmis_n_xaři;mmis_n_xači;yəǧǧis_n_xači;yəǧǧis_n_xaři	U+0078
ɣ	ɣ	G	Tarifiyt Berber	94	ŧaɣəbbā’ŧ;iɣzā;řɣaƀəŧ;řəɣmam;ŧamɣā’ŧ	U+0263
^x	x	G	Tarifiyt Berber	16	xaři;xači;xřəq;xəyyəđ’;xřa	U+005E U+0078
^ɣ	ɣ	G	Tarifiyt Berber	28	ɣaƀyut’a;ɣməz;ɣiř;ɣā’q;ɣəlla	U+005E U+0263
x$	x	G	Tarifiyt Berber	3	asřix;sřəx;wəssəx	U+0078 U+0024
xx	xː	G	Tarifiyt Berber	4	ddəxxan;axxam;řəxx=u;řəxx=u	U+0078 U+0078
ɣ$	ɣ	G	Tarifiyt Berber	26	ssiɣ;aməřɣiɣ;aməz’z’uɣ;anəɣ;nəɣ	U+0263 U+0024
ɣɣ	ɣː	G	Tarifiyt Berber	3	iɣɣəđ;ŧiɣɣəs’ŧ;ŧaɣɣašŧ	U+0263 U+0263
^xw	xʷ	G	Tarifiyt Berber	1	xwa	U+005E U+0078 U+0077
xx$	xː	G	Tarifiyt Berber	2	řmuxx;řfəxx	U+0078 U+0078 U+0024
h	h	H	Tarifiyt Berber	22	nihni;nihənti;ahəggā;arrhaž;ađəhšua	U+0068
ħ	ħ	H	Tarifiyt Berber	74	řəƀħā;řəƀħā;řħař;aħəddiq;ssħā’q	U+0127
ʔ	ʔ	H	Tarifiyt Berber	1	lʔas’nam	U+0294
ʕ	ʕ	H	Tarifiyt Berber	77	ŧaʕəžžašŧ;řgəʕđəŧ;řʕuns’ā;ššʕəř;aʕəzri	U+0295
?$	ʔ	H	Tarifiyt Berber	4	ŧaħr’us’ŧ_(n)_uməžžun_?;ƀurrəs_?;ŧfuaçəŧ_?;lʕimara_?	U+003F U+0024
^h	h	H	Tarifiyt Berber	4	haž;hřəš;hudd;hžəm	U+005E U+0068
^ħ	ħ	H	Tarifiyt Berber	30	ħā’q;ħənna;ħřu;ħarrəš;ħāy	U+005E U+0127
^ʕ	ʕ	H	Tarifiyt Berber	28	ʕzizi;ʕzizi;ʕənti;ʕđ’əs;ʕuqq	U+005E U+0295
h$	h	H	Tarifiyt Berber	6	ndəh;ndəh;šaƀəh;šā’h;wah	U+0068 U+0024
ħ$	ħ	H	Tarifiyt Berber	37	arriħ;ttimsaħ;řsəħ;āyyəħ;řmāħ	U+0127 U+0024
ħħ	ħː	H	Tarifiyt Berber	3	zəħħəf;řəħħəg;asəħħā	U+0127 U+0127
ʕ$	ʕ	H	Tarifiyt Berber	23	aƀəǧǧaʕ;t’t’aƀəʕ;qurrəʕ;řmā’fəʕ;zāʕ	U+0295 U+0024
ʕʕ	ʕː	H	Tarifiyt Berber	4	aƀəʕʕuš;ssgəʕʕəđ;gəʕʕəđ;azəʕʕam	U+0295 U+0295
ħħ$	ħː	H	Tarifiyt Berber	3	s’əħħ;řgiħħ;s’s’əħħ	U+0127 U+0127 U+0024
i	i	I	Tarifiyt Berber	440	ŧizi;lǧazira;ařimam;zzinzal;ŧaziri	U+0069
^i	i	I	Tarifiyt Berber	56	ižđi;ifri;iɣzā;iŧri;iɣɣəđ	U+005E U+0069
i$	i	I	Tarifiyt Berber	127	ižđi;ŧizi;ifri;ŧaziri;iŧri	U+0069 U+0024
^y	j	J	Tarifiyt Berber	14	yua;yəmma;yəǧǧi;yəǧǧi-s_n_uma;yəǧǧis_n_xači	U+005E U+0079
y$	j	J	Tarifiyt Berber	10	ħāy;aɣyay;aƀənnay;afray;s_wadday	U+0079 U+0024
yy	jː	J	Tarifiyt Berber	27	ŧayyuŧ;ayyaw;ŧayyawŧ;ayyaw;ŧayyawŧ	U+0079 U+0079
yy$	jː	J	Tarifiyt Berber	3	ssɣuyy;ssɣuyy;ssɣuyy	U+0079 U+0079 U+0024
g	g	K	Tarifiyt Berber	10	řgəʕđəŧ;agəmmiz;řgiħħ;ssgənfa;ʕgəz	U+0067
k	k	K	Tarifiyt Berber	49	řkuri;akiđā;akiđā’;ŧakiđāŧ;aƀākiw	U+006B
q	q	K	Tarifiyt Berber	88	aqzin;aqninni;aqšua;řqiřš;řqāđ	U+0071
^g	g	K	Tarifiyt Berber	7	gəʕʕəđ;gəwwəđ;gđā;gānəz;garra	U+005E U+0067
^k	k	K	Tarifiyt Berber	19	kuffu;kənniw;kənnint;kəff;kisu	U+005E U+006B
^q	q	K	Tarifiyt Berber	23	qundʕa;qunniđ’;qđ’a;qarrəm;qřa	U+005E U+0071
g$	g	K	Tarifiyt Berber	6	šarrəg;ā’šəg;řəħħəg;amāz’ag;aməzđag	U+0067 U+0024
gg	gː	K	Tarifiyt Berber	16	ađ’əggwař;ŧađ’əggwač;ađ’əggwař;ađ’əggwař;ahəggā	U+0067 U+0067
k$	k	K	Tarifiyt Berber	4	ššāk;lmalik;ƀāk;plastik	U+006B U+0024
kk	kː	K	Tarifiyt Berber	3	ƀusəkka;šəkkā;aʕəkkaz	U+006B U+006B
kw	kʷ	K	Tarifiyt Berber	3	ssəkwā;akwađrun;ssəkwila	U+006B U+0077
q$	q	K	Tarifiyt Berber	25	řəƀr’uq;řəƀr’uq;aħəddiq;ssħā’q;ħā’q	U+0071 U+0024
qq	qː	K	Tarifiyt Berber	12	uma_aməqqr’an;učma_ŧaməqqr’ant;ŧařəqqa_(n)_ufus;ǧǧəqqađ’;řfəřfəř_itəqqsən	U+0071 U+0071
qw	qʷ	K	Tarifiyt Berber	1	aqwia	U+0071 U+0077
^gg	gː	K	Tarifiyt Berber	9	ggw;ggw;gg_řqařəƀ;ggw_žənna;ggwəž	U+005E U+0067 U+0067
^kk	kː	K	Tarifiyt Berber	2	kkā;kkəs	U+005E U+006B U+006B
^kw	kʷ	K	Tarifiyt Berber	1	kwarinti	U+005E U+006B U+0077
^qq	qː	K	Tarifiyt Berber	9	qqu;qqən;qqəs;qqəs;qqəs	U+005E U+0071 U+0071
^qw	qʷ	K	Tarifiyt Berber	1	qwa	U+005E U+0071 U+0077
kk$	kː	K	Tarifiyt Berber	4	šəkk;ħəkk;ssəkk;ššəkk	U+006B U+006B U+0024
qq$	qː	K	Tarifiyt Berber	2	ʕuqq;tiqq	U+0071 U+0071 U+0024
l	l	L	Tarifiyt Berber	47	z’alamit’;t’t’alaq;lwaliđin;familya;familya	U+006C
^l	l	L	Tarifiyt Berber	42	lǧazira;lalla;lħayawan;lfil;lmaʕədda	U+005E U+006C
l$	l	L	Tarifiyt Berber	6	zzinzal;lfil;ššamal;žžuanal;lpitrul	U+006C U+0024
ll	lː	L	Tarifiyt Berber	8	lalla;ŧiqəllalin;aqəllaw;ɣəlla;ŧaɣəllašŧ	U+006C U+006C
l’	lˤ	L		4	čaƀul’a;lƀal’a;ƀul’anti;l’l’ah	U+006C U+2019
^ll	lː	L	Tarifiyt Berber	7	lltam;llaymun;lləššin;lla;lluɣa	U+005E U+006C U+006C
^l’	lˤ	L		2	l’axat’ā;l’l’ah	U+005E U+006C U+2019
m	m	M	Tarifiyt Berber	236	ađmā;ŧma;aman;ařimam;řmužžəŧ	U+006D
^m	m	M	Tarifiyt Berber	41	mřəš;muka;muš’š’;mašša;māmit’a	U+005E U+006D
m$	m	M	Tarifiyt Berber	71	ařimam;assam;assam;t’t’řam;řəɣmam	U+006D U+0024
mm	mː	M	Tarifiyt Berber	27	ŧammua’ŧ;asəmmiđ’;yəmma;ŧazəřmumməšŧ;iđammən	U+006D U+006D
m’	mˤ	M		1	ahim’uř	U+006D U+2019
^mm	mː	M	Tarifiyt Berber	12	mmi;mmis_n_uma;mmis_n_xaři;mmis_n_ʕzizi;mmis_n_xači	U+005E U+006D U+006D
mm$	mː	M	Tarifiyt Berber	6	šəmm;ssəmm;z’əmm;kəmm;z’əmm	U+006D U+006D U+0024
n	n	N	Tarifiyt Berber	218	ddənya;ŧanda;anu;zzinzal;ŧasřiŧ_n_wənz’ā	U+006E
^n	n	N	Tarifiyt Berber	27	nəšš;nəššin;nihni;nihənti;niaz	U+005E U+006E
n$	n	N	Tarifiyt Berber	122	aman;ddəxxan;řwašun;lwaliđin;uma_aməqqr’an	U+006E U+0024
nn	nː	N	Tarifiyt Berber	30	ažənna;ħənna;kənniw;kənnint;aqninni	U+006E U+006E
^nn	nː	N	Tarifiyt Berber	15	nnđa;nnməř;nnamus;nndfa;nnur’i	U+005E U+006E U+006E
nn$	nː	N	Tarifiyt Berber	1	žžənn	U+006E U+006E U+0024
b	b	P	Tarifiyt Berber	6	aɣəmbuƀ;dəřbuga;tambā;řbanku;řƀumba	U+0062
p	p	P	Tarifiyt Berber	6	ŧpaƀut;apilā;s’pit’ā;ŧaxəddant_n_s’pit’ā;lpitrul	U+0070
^b	b	P	Tarifiyt Berber	5	bua’xs;barrəm;bəlləʕ;bitəlma;bašklit	U+005E U+0062
^p	p	P	Tarifiyt Berber	16	plat’anu;pikā;pintura;pintā;piyisa	U+005E U+0070
b$	b	P	Tarifiyt Berber	2	žžib;řəʕzib	U+0062 U+0024
bb	bː	P	Tarifiyt Berber	13	ŧaɣəbbā’ŧ;ibbəš;ŧaʕəbbut’;akəbbuđ’;ʕəbbəz’	U+0062 U+0062
b’	bˤ	P		1	lamb’a	U+0062 U+2019
pp	pː	P	Tarifiyt Berber	6	t’uppa;ŧkuppat;s’uppa;ŧs’appa;t’appit’	U+0070 U+0070
^bb	bː	P	Tarifiyt Berber	2	bbəz’;bbuzzəř	U+005E U+0062 U+0062
bb$	bː	P	Tarifiyt Berber	3	ddubb;řħəbb;kəbb	U+0062 U+0062 U+0024
p’p’	pˤː	P		1	šap’p’u	U+0070 U+2019 U+0070 U+2019
r	r	R	Tarifiyt Berber	94	ađrā;lǧazira;ifri;ŧasrafŧ;ŧaziri	U+0072
ř	r	R	Tarifiyt Berber	131	ařimam;ŧařa;ŧafřəwŧ;ŧasřiŧ_n_wənz’ā;t’t’řam	U+0159
^r	r	R	Tarifiyt Berber	2	ruħ;ru	U+005E U+0072
^ř	r	R	Tarifiyt Berber	130	řgəʕđəŧ;řəwđ’a;řƀā’;řəƀħā;řəƀħā	U+005E U+0159
r$	r	R	Tarifiyt Berber	1	kulur	U+0072 U+0024
rr	rː	R	Tarifiyt Berber	51	arriħ;aŧarras;išarri;arrŧiřa;arriməŧ	U+0072 U+0072
r’	ɾˤ	R		51	az’r’u;řəƀr’uq;řəƀr’uq;aħr’am;aħr’am	U+0072 U+2019
ř$	r	R	Tarifiyt Berber	95	šař;hwəř;ađfəř;řħař;ššʕəř	U+0159 U+0024
ř’	rˤ	R		2	muř’əbbəʕ;puř’ki	U+0159 U+2019
^r’	ɾˤ	R		1	r’ušš	U+005E U+0072 U+2019
rr$	ɾː	R	Tarifiyt Berber	5	arr;arr;ɣarr;arr;đ’arr	U+0072 U+0072 U+0024
r’$	ɾˤ	R		1	žar’r’	U+0072 U+2019 U+0024
s	s	S	Tarifiyt Berber	99	ŧasrafŧ;ŧasřiŧ_n_wənz’ā;ŧaǧǧəsŧ;asəmmiđ’;asiynu	U+0073
z	z	S	Tarifiyt Berber	80	ŧizi;lǧazira;iɣzā;zzinzal;ŧaziri	U+007A
ç	ɕ	S	Tarifiyt Berber	1	ŧfuaçəŧ_?	U+00E7
š	ʃ	S	Tarifiyt Berber	101	ŧaʕəžžašŧ;šāšā;ŧfušŧ;ssšməđ’;ašəħřuf	U+0161
ž	ʒ	S	Tarifiyt Berber	58	ižđi;ažənna;ŧažnawŧ;ažris;ŧiažətt	U+017E
^s	s	S	Tarifiyt Berber	31	sr’aqəzzit;st’umaɣu;sřiyzəz;sřuddi;su	U+005E U+0073
^z	z	S	Tarifiyt Berber	9	zʕəf;zđəɣ;zāʕ;zđəm;zeyyā	U+005E U+007A
^š	ʃ	S	Tarifiyt Berber	31	šař;šāšā;šməđ’;šəkk;šəmm	U+005E U+0161
^ž	ʒ	S	Tarifiyt Berber	12	žəddi;žuffiđ’;žəyyəf;žƀəđ;žar’r’	U+005E U+017E
s$	s	S	Tarifiyt Berber	64	ažris;aŧarras;afunas;aʕəŧrus;yis	U+0073 U+0024
ss	sː	S	Tarifiyt Berber	14	assam;assam;ŧiməssi;awəssā;ŧawəssāŧ	U+0073 U+0073
s’	sˤ	S		27	ŧaɣr’as’ŧ;s’s’ifəŧ;ŧaħr’us’ŧ_(n)_uməžžun_?;ŧiɣɣəs’ŧ;s’s’əɣři	U+0073 U+2019
z$	z	S	Tarifiyt Berber	32	āyaz;āyaz;ayənduz;ayənduz;řƀaz	U+007A U+0024
zz	zː	S	Tarifiyt Berber	14	ŧayəzzāŧ;sr’aqəzzit;ayəzzim;ŧaħəzzant;ŧazzāŧ	U+007A U+007A
z’	zˤ	S		44	az’r’u;ŧasřiŧ_n_wənz’ā;anz’ā;řƀəz’z’;uma_aməz’z’yan	U+007A U+2019
š$	ʃ	S	Tarifiyt Berber	26	mřəš;řqiřš;aƀəʕʕuš;ayənšiš;arriš	U+0161 U+0024
šš	ʃː	S	Tarifiyt Berber	21	nəššin;uššən;ŧiššəšŧ;ƀuššəř;iššā	U+0161 U+0161
š’	ʃˤ	S		1	muš’š’	U+0161 U+2019
ž$	ʒ	S	Tarifiyt Berber	12	haž;ažžaž;āžiž;arrhaž;aməqraž	U+017E U+0024
žž	ʒː	S	Tarifiyt Berber	18	ŧaʕəžžašŧ;řmužžəŧ;ažžaž;tažžač;ažžař	U+017E U+017E
^ss	sː	S	Tarifiyt Berber	66	ssħā’q;ssšməđ’;ssiɣ;ssəxsi;ssənsřəŧ	U+005E U+0073 U+0073
^s’	sˤ	S		18	s’s’ifəŧ;s’əħħ;s’šā;s’s’əɣři;s’us’iŧ	U+005E U+0073 U+2019
^zz	zː	S	Tarifiyt Berber	13	zzinzal;zzyənfa;zzƀiƀ;zzəšŧ;zzəkrun	U+005E U+007A U+007A
^z’	zˤ	S		11	z’alamit’;z’ət’t’u;z’āđ’;z’əmm;z’z’i	U+005E U+007A U+2019
^šš	ʃː	S	Tarifiyt Berber	16	ššʕəř;ššʕā;ššuxřəđ’;ššr’aƀ;ššāk	U+005E U+0161 U+0161
^žž	ʒː	S	Tarifiyt Berber	10	žžā’f;žžuf;žžib;žžařđ’a;žžđiđ	U+005E U+017E U+017E
ss$	sː	S	Tarifiyt Berber	6	ŧamšət’t’_n_yiɣəss;iɣəss;ssħuss;řəmqəss;ssħəss	U+0073 U+0073 U+0024
s’$	sˤ	S		6	want’is’;đ’fəs’;ɣut’t’is’;xəǧǧəs’;āxəs’	U+0073 U+2019 U+0024
zz$	zː	S	Tarifiyt Berber	1	nhəzz	U+007A U+007A U+0024
z’$	zˤ	S		11	řƀəz’z’;ǧǧaz’;fəz’z’;ar’r’uz’;āz’	U+007A U+2019 U+0024
šš$	ʃː	S	Tarifiyt Berber	5	nəšš;řʕušš;išš;ƀəšš;r’ušš	U+0161 U+0161 U+0024
š’$	ʃˤ	S		2	muš’š’;ŧənʕaš’	U+0161 U+2019 U+0024
d	d	T	Tarifiyt Berber	24	ŧanda;ayənduz;ayənduz;qundʕa;ŧadiyniŧ	U+0064
t	t	T	Tarifiyt Berber	37	ʕənti;nihənti;ađan_n_tmuaŧ;aʕrua_n_tit’t’;ŧar’r’əmmant_(n)_uđ’ā	U+0074
č	tʃ	T	Tarifiyt Berber	9	učma;učma_ŧaməqqr’ant;učma_ŧaməz’z’yant;xači;mmis_n_xači	U+010D
ǧ	dʒ	T	Tarifiyt Berber	1	lǧazira	U+01E7
^d	d	T	Tarifiyt Berber	1	dəřbuga	U+005E U+0064
^t	t	T	Tarifiyt Berber	10	tažžač;tyāna;təžžā;tɣiř;tiqq	U+005E U+0074
^č	tʃ	T	Tarifiyt Berber	2	čanklaŧ;čaƀul’a	U+005E U+010D
dd	dː	T	Tarifiyt Berber	34	addā;aħəddiq;žəddi;ŧmadda;ŧaddəxŧ	U+0064 U+0064
d’	dˤ	T		13	nd’əř;and’əř;fařd’a;ssand’aliya;and’rā	U+0064 U+2019
t$	t	T	Tarifiyt Berber	44	ŧaħr’ant;ŧaħr’ant;učma_ŧaməqqr’ant;učma_ŧaməz’z’yant;kənnint	U+0074 U+0024
tt	tː	T	Tarifiyt Berber	11	řkəttan;smutti;ħřuttəf;fəttəš;ŧas’ettit	U+0074 U+0074
t’	tˤ	T		62	ŧamət’t’uŧ;ŧamət’t’uŧ;ŧɣat’t’;ŧyaz’it’_n_waman;ɣaƀyut’a	U+0074 U+2019
č$	tʃ	T	Tarifiyt Berber	8	ŧađ’əggwač;tažžač;ŧiz’z’əč;ŧaməǧǧač;ŧanwač	U+010D U+0024
ǧǧ	dʒː	T	Tarifiyt Berber	31	aƀəǧǧaʕ;ŧaǧǧəsŧ;yəǧǧi;yəǧǧi-s_n_uma;yəǧǧis_n_xači	U+01E7 U+01E7
^dd	dː	T	Tarifiyt Berber	17	ddənya;ddəxxan;ddənfiř;ddubb;ddat	U+005E U+0064 U+0064
^d’	dˤ	T		1	d’d’ra	U+005E U+0064 U+2019
^tt	tː	T	Tarifiyt Berber	14	ttimsaħ;ttqašia;ttmənyaŧ;ttaman;ttřaŧa	U+005E U+0074 U+0074
^t’	tˤ	T		7	t’ur’u;t’uppa;t’appit’;t’iřu;t’awəz	U+005E U+0074 U+2019
^ǧǧ	dʒː	T	Tarifiyt Berber	5	ǧǧaz’;ǧǧəqqađ’;ǧǧəm;ǧǧəssəq;ǧǧiřəŧ	U+005E U+01E7 U+01E7
dd$	dː	T	Tarifiyt Berber	8	šədd;ƀədd;řqədd;ssƀədd;řħədd	U+0064 U+0064 U+0024
tt$	tt	T	Tarifiyt Berber	10	ŧiažətt;ŧƀat’at’att;ŧšumʕətt;ŧaƀritt;ŧħanətt	U+0074 U+0074 U+0024
t’$	tˤ	T		19	z’alamit’;ŧɣat’t’;ŧyaz’it’;ŧyaz’it’;ŧikəđ’fət’	U+0074 U+2019 U+0024
ǧǧ$	dʒː	T	Tarifiyt Berber	2	žžaǧǧ;z’z’aǧǧ	U+01E7 U+01E7 U+0024
^t’t’	tˤː	T		19	t’t’řam;t’t’alaq;t’t’əs;t’t’aƀəš;t’t’aƀəʕ	U+005E U+0074 U+2019 U+0074 U+2019
w	w	W	Tarifiyt Berber	78	řəwđ’a;ŧafřəwŧ;ŧasřiŧ_n_wənz’ā;ŧfawŧ;lhawa	U+0077
^w	w	W	Tarifiyt Berber	24	want’is’;wđ’a;wəd’d’ā;wəd’d’ā;wzən	U+005E U+0077
w$	w	W	Tarifiyt Berber	15	ašniw;ayyaw;ayyaw;ayyaw;kənniw	U+0077 U+0024
ww	wː	W	Tarifiyt Berber	8	ašəwwaf;ŧanəwwāŧ;ŧawwāŧ;nnəwwā;ŧanəwwašŧ	U+0077 U+0077
^ww	wː	W	Tarifiyt Berber	3	wwəŧ;wwəŧ_s_řmus;wwəŧ_s_uqāt’as’	U+005E U+0077 U+0077
u	u	Y	Tarifiyt Berber	288	ŧammua’ŧ;kuffu;řmužžəŧ;řʕuns’ā;ŧfušŧ	U+0075
y	y	Y	Tarifiyt Berber	117	ddənya;ŧayəzzāŧ;asiynu;āyaz;aniyƀu	U+0079
^u	u	Y	Tarifiyt Berber	23	urā;uřuf;uma;uma_aməqqr’an;uma_aməz’z’yan	U+005E U+0075
u$	u	Y	Tarifiyt Berber	73	kuffu;anu;az’r’u;asiynu;aniyƀu	U+0075 U+0024
-	+	_	Tarifiyt Berber	2	yəǧǧi-s_n_uma;wəħđ-	U+002D
=	+	_	Tarifiyt Berber	3	řəxx=u;řəxx=u;nnhar=a	U+003D
_	_	_	Tarifiyt Berber	108	ŧasřiŧ_n_wənz’ā;ŧasřiŧ_n_wənz’ā;uma_aməqqr’an;uma_aməz’z’yan;učma_ŧaməqqr’ant	U+005F
^=	+	_	Tarifiyt Berber	3	=a;=in;=ənni	U+005E U+003D
ās$	aː s	A S	Tarifiyt Berber	5	fās;qqās;ssās;ʕəmmās;žās	U+0101 U+0073 U+0024
ās’	aː sˤ	A S		2	řʕās’ŧ;ŧɣās’ŧ	U+0101 U+0073 U+2019
^ās’	aː sˤ	A S		1	ās’uđ’	U+005E U+0101 U+0073 U+2019
ās’$	aː sˤ	A S		1	t’t’ās’	U+0101 U+0073 U+2019 U+0024
āw	aː w	A W	Tarifiyt Berber	3	ssāwař;ħāwəš;fāwišša	U+0101 U+0077
^āw	aː w	A W	Tarifiyt Berber	1	āwəs	U+005E U+0101 U+0077
āw$	aː w	A W	Tarifiyt Berber	1	yāw	U+0101 U+0077 U+0024
fh	f h	B H	Tarifiyt Berber	1	ssəfhəm	U+0066 U+0068
ƀh	β h	B H	Tarifiyt Berber	1	ttəƀhəŧ	U+0180 U+0068
^fh	f h	B H	Tarifiyt Berber	1	fhəm	U+005E U+0066 U+0068
fs	f s	B S	Tarifiyt Berber	1	ŧařəfsa	U+0066 U+0073
ƀs	β s	B S	Tarifiyt Berber	2	ŧat’əƀsəšŧ;ssəƀsi	U+0180 U+0073
^fs	f s	B S	Tarifiyt Berber	2	fsəs;fsəs	U+005E U+0066 U+0073
fs$	f s	B S	Tarifiyt Berber	1	arr_nnəfs	U+0066 U+0073 U+0024
ƀs’	β sˤ	B S		2	t’t’əƀs’i;t’t’əƀs’i	U+0180 U+0073 U+2019
^fs’	f sˤ	B S		1	fs’əř	U+005E U+0066 U+0073 U+2019
^ŧs	θ s	D S	Tarifiyt Berber	5	ŧsa;ŧsiřit;ŧsunta;ŧsaʕətt;ŧsaʕətt	U+005E U+0167 U+0073
^ŧs’	θ sˤ	D S		1	ŧs’appa	U+005E U+0167 U+0073 U+2019
đw	ð w	D W	Tarifiyt Berber	2	řməđwəđ;ŧaməđwasŧ	U+0111 U+0077
^đw	ð w	D W	Tarifiyt Berber	2	đwəř;đwəř	U+005E U+0111 U+0077
